Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB12.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.02754e+08
A0A075B6H9	A0A075B6H9				2.02828e+06
A0A075B6I0	A0A075B6I0				8.08769e+06
A0A075B6I1	A0A075B6I1				1.37136e+06
A0A075B6I9	A0A075B6I9				404471
A0A075B6J1	A0A075B6J1				349192
A0A075B6J9	A0A075B6J9				3.42786e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				673678
A0A075B6K5	A0A075B6K5				1.05391e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				5.67252e+07
A0A075B6R2	A0A075B6R2				3.46219e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.86913e+06
A0A075B6S2	A0A075B6S2;A2NJV5				3.04545e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.57093e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				628057
A0A087WSY6	A0A087WSY6				4.84728e+06
A0A087WW87;P01614	P01614;A0A087WW87				66941.3
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.00888e+08
A0A0A0MS15	A0A0A0MS15				6.3591e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				325217
A0A0A0MT89	A0A0A0MT89				1.50284e+06
A0A0B4J1U7	A0A0B4J1U7				8.46536e+06
A0A0B4J1V0	A0A0B4J1V0				3.76261e+07
A0A0B4J1V2	A0A0B4J1V2				2.42042e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.85075e+07
A0A0B4J1Y8	A0A0B4J1Y8				145944
A0A0B4J1Y9	A0A0B4J1Y9				127711
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.32473e+07
A0A0C4DH24	A0A0C4DH24				793463
A0A0C4DH25	A0A0C4DH25				1.07467e+07
A0A0C4DH31	A0A0C4DH31				2.58496e+06
A0A0C4DH33	A0A0C4DH33				150692
A0A0C4DH34	A0A0C4DH34				861121
A0A0C4DH35	A0A0C4DH35				765769
A0A0C4DH36	A0A0C4DH36				930688
A0A0C4DH38	A0A0C4DH38				3.44766e+06
A0A0C4DH43	A0A0C4DH43				5.98585e+06
A0A0C4DH67	A0A0C4DH67				554354
A0A0J9YX35	A0A0J9YX35				1.00521e+06
A0A0J9YXX1	A0A0J9YXX1				512117
