Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC07.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.88653e+08
A0A075B6H9	A0A075B6H9				5.07863e+06
A0A075B6I0	A0A075B6I0				7.84413e+06
A0A075B6I1	A0A075B6I1				2.73474e+06
A0A075B6I9;P04211	P04211;A0A075B6I9				2.57732e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.58373e+06
A0A075B6J9	A0A075B6J9				9.29675e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.01497e+06
A0A075B6K5	A0A075B6K5				4.50734e+06
A0A075B6K6	A0A075B6K6				1.42762e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				7.48152e+07
A0A075B6R2	A0A075B6R2				1.00831e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.01899e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.3029e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.29933e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.30314e+06
A0A087WSY6	A0A087WSY6				2.38352e+07
A0A087WW87;P01614	P01614;A0A087WW87				503603
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.42914e+08
A0A0A0MS15	A0A0A0MS15				6.33962e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				873623
A0A0A0MT89	A0A0A0MT89				7.95682e+06
A0A0B4J1U7	A0A0B4J1U7				2.76472e+07
A0A0B4J1V0	A0A0B4J1V0				473413
A0A0B4J1V2	A0A0B4J1V2				4.26148e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				4.46226e+07
A0A0B4J1Y8	A0A0B4J1Y8				511122
A0A0B4J1Y9	A0A0B4J1Y9				5.79744e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				7.78649e+06
A0A0C4DH24	A0A0C4DH24				2.23766e+06
A0A0C4DH25	A0A0C4DH25				1.06798e+07
A0A0C4DH30	A0A0C4DH30				466637
A0A0C4DH33	A0A0C4DH33				598872
A0A0C4DH34	A0A0C4DH34				6.64463e+06
A0A0C4DH35	A0A0C4DH35				1.89492e+06
A0A0C4DH36	A0A0C4DH36				4.64552e+06
A0A0C4DH38	A0A0C4DH38				1.35983e+07
A0A0C4DH43	A0A0C4DH43				1.52251e+07
A0A0C4DH67	A0A0C4DH67				606419
A0A0C4DH72	P01599;A0A0C4DH72				1.151e+07
A0A0J9YX35	A0A0J9YX35				4.53629e+06
A0A0J9YXX1	A0A0J9YXX1				6.96169e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				3.66858e+08
A1L4H1	A1L4H1;A1L4H1-2				2.51479e+06
A2RU67	A2RU67				155893
A5D6W6	A5D6W6				9.14594e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				665202
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				406886
A6NGN9	A6NGN9				4.05105e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				900546
A6NKN8	A6NKN8				60735.9
A6NL88	A6NL88				1.06101e+06
A6NLU5	A6NLU5				1.27257e+07
A6NML5	A6NML5				2.32682e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				314002
A6NNZ2;P04350;P07437;P68371;Q13509;Q13509-2;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7	A6NNZ2;P04350;P07437;P68371;Q13509;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7;Q13509-2				163965
A8MTW9	A8MTW9				1.14554e+06
C9JVW0	C9JVW0				4.38113e+06
I3L3R5	I3L3R5				675396
O00115;O00115-2	O00115;O00115-2				1.6629e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.00426e+07
O00187;O00187-2	O00187;O00187-2				3.82815e+06
O00244	O00244				331018
O00264	O00264;O00264-2				2.54864e+06
O00292;O00292-2	O00292;O00292-2				764460
O00299	O00299				1.21184e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				1.66493e+06
O00391	O00391;O00391-2				1.16333e+07
O00451	O00451;O00451-2;O00451-3				1.02098e+07
O00461	O00461				2.48895e+06
O00462	O00462				4.74424e+06
O00468-6	O00468-6;O00468-7				1.23551e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				372811
O00533-2	O00533;O00533-2				7.23407e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				601031
O00584	O00584				5.65284e+06
O00754;O00754-2	O00754;O00754-2				1.35411e+06
O14498	O14498				7.05643e+07
O14514	O14514				873398
O14522	O14522;O14522-1				904111
O14594	O14594				2.15458e+07
O14657	O14657				160932
O14672	O14672				3.66624e+06
O14745	O14745				8276.74
O14773	O14773				5.40271e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				5.0599e+06
O14791-2	O14791;O14791-2;O14791-3				8.58831e+06
O14793	O14793				3.42413e+06
O14810	O14810;Q6PUV4				497854
