Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC08.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.80248e+08
A0A075B6H9	A0A075B6H9				1.04466e+07
A0A075B6I0	A0A075B6I0				4.70302e+07
A0A075B6I1	A0A075B6I1				6.2283e+06
A0A075B6I9	A0A075B6I9				1.76571e+08
A0A075B6J1	A0A075B6J1				4.79578e+06
A0A075B6J9	A0A075B6J9				1.67176e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.07201e+06
A0A075B6K5	A0A075B6K5				7.18697e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				4.25501e+08
A0A075B6R2	A0A075B6R2				1.13368e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.45124e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.79344e+08
A0A075B6S5	A0A075B6S5				2.02059e+06
A0A087WSX0	A0A087WSX0				1.59813e+06
A0A087WSY6	A0A087WSY6				1.28454e+08
A0A087WW87;P01614	P01614;A0A087WW87				685255
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.91153e+08
A0A0A0MS15	A0A0A0MS15				5.00526e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.38858e+06
A0A0A0MT89	A0A0A0MT89				1.06819e+07
A0A0B4J1U7	A0A0B4J1U7				3.14159e+07
A0A0B4J1V0	A0A0B4J1V0				690708
A0A0B4J1V2	A0A0B4J1V2				1.58325e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.8009e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.59346e+06
A0A0B4J1Y9	A0A0B4J1Y9				9.33186e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				5.46902e+06
A0A0C4DH24	A0A0C4DH24				2.78928e+06
A0A0C4DH25	A0A0C4DH25				8.81336e+07
A0A0C4DH31	A0A0C4DH31				3.26253e+06
A0A0C4DH33	A0A0C4DH33				1.77563e+07
A0A0C4DH34	A0A0C4DH34				1.8976e+07
A0A0C4DH35	A0A0C4DH35				2.57044e+06
A0A0C4DH36	A0A0C4DH36				3.86471e+06
A0A0C4DH38	A0A0C4DH38				1.66432e+07
A0A0C4DH43	A0A0C4DH43				2.40157e+07
A0A0C4DH67	A0A0C4DH67				4.03775e+07
A0A0C4DH73;P01611	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.84548e+07
A0A0G2JS06	A0A0G2JS06				2.37693e+06
A0A0J9YX35	A0A0J9YX35				5.03456e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				7.73867e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				4.77372e+08
A1L4H1	A1L4H1				3.50535e+06
A2RU67	A2RU67				259260
A5D6W6	A5D6W6				5.75132e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				382917
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				329103
A6NGN9	A6NGN9				2.03507e+06
A6NL88	A6NL88				1.27835e+06
A6NLU5	A6NLU5				7.97928e+06
A8MTW9	A8MTW9				2.91068e+06
B9A064;P0DOX8	B9A064;P0DOX8				1.39053e+08
C9JVW0	C9JVW0				9.21533e+06
I3L3R5	I3L3R5				516033
O00115;O00115-2	O00115;O00115-2				1.73259e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.18033e+07
O00187;O00187-2	O00187;O00187-2				2.59754e+06
O00264	O00264;O00264-2				3.81759e+06
O00299	O00299				1.02161e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				1.54054e+06
O00391	O00391;O00391-2				1.10233e+07
O00451	O00451;O00451-2;O00451-3				4.12778e+06
O00461	O00461				6.59999e+07
O00462	O00462				3.8053e+06
O00468-6	O00468-6;O00468-7				9.11788e+06
O00533	O00533;O00533-2				5.30054e+07
O00533-2	O00533-2				3.87309e+06
O00584	O00584				5.64401e+06
O00754;O00754-2	O00754;O00754-2				1.15935e+06
O14498	O14498				3.03369e+07
O14522;O14522-1	O14522;O14522-1				379065
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				112159
O14594	O14594				1.39846e+07
O14668;O14668-2	O14668;O14668-2				525269
O14672	O14672				3.50435e+06
O14773	O14773				5.93278e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				4.55172e+06
O14791-2	O14791;O14791-2;O14791-3				9.55489e+06
O14793	O14793				1.51195e+06
O14810	O14810;Q6PUV4				766474
O14917;O14917-2	O14917;O14917-2				2.34848e+06
O14960	O14960				157329
O15031	O15031				4.63882e+06
O15041;O15041-2	O15041;O15041-2				234444
O15197;O15197-3	O15197;O15197-3				1.39801e+06
O15230	O15230				1.43237e+07
O15240	O15240				5.21136e+07
O15335	O15335				1.68174e+06
O15354	O15354				1.04798e+07
O15389;Q08ET2	O15389;Q08ET2				3.84156e+06
O15394	O15394;O15394-2				1.52819e+07
O15540;O15540-2	O15540;O15540-2				1.57593e+06
O43155	O43155				391435
O43157	O43157;O43157-2;O43157-3				3.33509e+06
O43173	O43173				840495
O43240	O43240				740373
O43278;O43278-2	O43278;O43278-2				1.1057e+06
O43286	O43286				2.18202e+06
O43291	O43291				2.6815e+06
O43300	O43300				3.26477e+06
O43323	O43323				289473
O43405;O43405-2	O43405;O43405-2				5.04895e+06
O43491;O43491-4	O43491;O43491-2;O43491-3;O43491-4				52742.4
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				1.78304e+07
O43505	O43505				1.43707e+08
O43508	O43508				986990
O43508-2;O75888;O75888-2;O75888-4;O75888-5	O75888;O43508-2;O75888-2;O75888-4;O75888-5				365476
O43529	O43529				3.42593e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				3.12698e+06
O43567	O43567				3.05606e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				213632
O43736;O43736-2	O43736;O43736-2				177773
O43827	O43827				9.69597e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-15;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9				658115
O43854;O43854-2	O43854;O43854-2				115691
O43866	O43866				6.11514e+06
O43897;O43897-2	O43897;O43897-2				536828
O43909	O43909				437031
O43916	O43916				284451
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				6.75391e+06
O60242	O60242				1.2905e+06
O60243	O60243				585497
O60245;O60245-2	O60245;O60245-2				1.52383e+06
O60279	O60279				7.19052e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				433500
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				3.76339e+06
O60476	O60476				934056
O60477;O60477-3;Q76B58;Q76B58-2	O60477;Q76B58;O60477-3;Q76B58-2				84170.6
O60512;O60512-2	O60512;O60512-2				510398
O60565	O60565				421016
O60568	O60568				1.67361e+06
O60609;O60609-2	O60609;O60609-2				394035
O60613	O60613				418807
O60883	O60883				2.58664e+07
O60888-3	O60888-3				2.54599e+06
O60939	O60939				693350
O75051;O75051-2	O75051;O75051-2				225072
O75063	O75063				1.16673e+06
O75071	O75071				2.96382e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				4.02492e+06
O75078	O75078;O75078-2				1.84511e+06
O75083	O75083;O75083-3				1.02853e+06
O75084;Q14332	O75084;Q14332				548737
O75093	O75093				1.82058e+06
O75144;O75144-2	O75144;O75144-2				8.19735e+06
O75173;O75173-2	O75173;O75173-2				3.23744e+06
O75223	O75223				1.19571e+06
O75326	O75326;O75326-2				1.46024e+07
O75340;O75340-2	O75340;O75340-2				137443
