Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C1_82545786.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				8.5342e+08
A0A075B6H9	A0A075B6H9				1.35063e+07
A0A075B6I0	A0A075B6I0				1.03252e+07
A0A075B6J9	A0A075B6J9				7.99248e+07
A0A075B6K2	A0A075B6K2				2.06439e+06
A0A075B6K4	A0A075B6K4				2.15467e+07
A0A075B6K5	A0A075B6K5				1.50227e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				4.68915e+08
A0A075B6R2	A0A075B6R2				3.21746e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.8855e+07
A0A075B6S2	A0A075B6S2;A2NJV5				6.50674e+08
A0A075B6S5	A0A075B6S5				1.57697e+06
A0A087WSX0;A0A0G2JS06	A0A087WSX0;A0A0G2JS06				2.49108e+06
A0A087WSY4	A0A087WSY4				3.34699e+07
A0A087WSY6	A0A087WSY6				2.48292e+08
A0A087WSZ0	A0A087WSZ0				7.32564e+06
A0A087WW87;P01614	P01614;A0A087WW87				743541
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.76558e+08
A0A0A0MS15	A0A0A0MS15				3.69066e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				2.23477e+06
A0A0A0MT89	A0A0A0MT89				1.85574e+07
A0A0B4J1U7	A0A0B4J1U7				4.98893e+07
A0A0B4J1V2	A0A0B4J1V2				819339
A0A0B4J1V6	A0A0B4J1V6				2.24253e+06
A0A0B4J1X5	A0A0B4J1X5				2.2494e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.07837e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.50163e+08
A0A0C4DH24	A0A0C4DH24				1.34504e+07
A0A0C4DH25	A0A0C4DH25				5.39633e+07
A0A0C4DH33	A0A0C4DH33				4.14568e+06
A0A0C4DH34	A0A0C4DH34				1.14649e+07
A0A0C4DH35	A0A0C4DH35				3.67787e+06
A0A0C4DH36	A0A0C4DH36				1.38881e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				6.54392e+08
A0A0C4DH39	A0A0C4DH39				2.12799e+07
A0A0C4DH43	A0A0C4DH43				2.35376e+07
A0A0C4DH67	A0A0C4DH67				1.11885e+08
A0A0G2JMI3	A0A0G2JMI3				1.62214e+07
A0A0J9YX35	A0A0J9YX35				1.05786e+07
A0A0J9YXX1	A0A0J9YXX1				3.59744e+07
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				992878
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.10285e+08
A1L4H1	A1L4H1				4.40041e+07
A2RU67	A2RU67				668101
A5D6W6	A5D6W6				4.78966e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				3.47838e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				625033
A6NGN9	A6NGN9				1.09892e+07
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				2.6427e+06
A6NL88	A6NL88				5.9181e+06
A6NLU5	A6NLU5				3.01109e+07
A6NML5	A6NML5				3.85598e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				153912
A6NNZ2;P04350;P07437;P68371;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1	A6NNZ2;P04350;P07437;P68371;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1				786693
A8MTW9	A8MTW9				6.66933e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				1.40642e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				781444
C9JVW0	C9JVW0				1.07275e+07
I3L3R5	I3L3R5				788176
O00115;O00115-2	O00115;O00115-2				4.33349e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				6.52209e+07
O00187;O00187-2	O00187;O00187-2				2.27489e+06
O00264	O00264;O00264-2				4.32745e+06
O00299	O00299				3.08058e+06
O00300	O00300				1.42714e+06
O00339-2	O00339;O00339-2;O00339-3				3.47656e+06
O00391	O00391;O00391-2				7.48857e+07
O00451	O00451;O00451-2;O00451-3				2.28453e+07
O00461	O00461				1.37986e+07
O00462	O00462				9.60132e+06
O00468-6	O00468-6;O00468-7				3.03858e+07
O00533	O00533				6.23442e+06
O00533-2	O00533;O00533-2				2.15407e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.6666e+06
O00584	O00584				3.35882e+07
O00587;O00587-2	O00587;O00587-2				265187
O00754;O00754-2	O00754;O00754-2				6.232e+06
O14498	O14498				1.35713e+08
O14514	O14514				2.54258e+06
O14522;O14522-1	O14522;O14522-1				3.75058e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				589440
O14594	O14594				3.59523e+08
O14657	O14657				268672
O14672	O14672				4.78761e+06
O14733;O14733-2;O14733-3;O14733-4	O14733;O14733-2;O14733-3;O14733-4				3.76656e+07
O14773	O14773				1.39527e+07
O14786	O14786;O14786-2;O14786-3				1.52576e+07
O14791-2	O14791;O14791-2;O14791-3				5.56081e+07
O14793	O14793				3.34059e+06
O14917;O14917-2	O14917;O14917-2				4.39959e+06
O14958;O14958-2	O14958;O14958-2				102924
O15031	O15031				5.67262e+07
O15041;O15041-2	O15041;O15041-2				505310
O15204;O15204-2	O15204;O15204-2				2.91675e+06
O15230	O15230				3.58099e+06
O15232;O15232-2	O15232;O15232-2				2.54153e+06
O15240	O15240				2.58366e+08
O15335	O15335				9.53537e+06
O15354	O15354				5.83174e+07
O15394	O15394;O15394-2				4.78229e+07
O15466;O15466-2	O15466;O15466-2				3.03503e+06
O15540;O15540-2	O15540;O15540-2				6.76024e+06
O43155	O43155				678159
O43157	O43157;O43157-2;O43157-3				1.11699e+07
O43173	O43173				6.6052e+06
O43240	O43240				9.31002e+06
O43278;O43278-2	O43278;O43278-2				5.1417e+06
O43291	O43291				1.19221e+07
O43300	O43300				5.69976e+06
O43323	O43323				1.07441e+06
O43405;O43405-2	O43405;O43405-2				1.62701e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				4.12254e+07
O43505	O43505				1.06002e+09
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				2.26441e+06
O43529	O43529				9.14285e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.28921e+07
O43567	O43567				1.29505e+07
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				3.3624e+06
O43707	O43707;Q9H254;Q9H254-2;Q9H254-4				23331.3
O43736;O43736-2	O43736;O43736-2				549071
O43827	O43827				1.28347e+07
O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				2.30604e+06
O43854;O43854-2	O43854;O43854-2				3.22951e+06
O43866	O43866				5.35558e+06
O43897;O43897-2	O43897;O43897-2				3.3306e+06
O43909	O43909				1.35511e+06
O43916	O43916				9.17904e+07
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				2.39995e+07
O60242	O60242				2.80455e+06
O60243	O60243;O60243-2				4.56828e+06
O60245;O60245-2	O60245;O60245-2				9.64586e+06
O60279	O60279				4.64037e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				776792
O60330;O60330-2	O60330;O60330-2				177931
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				8.84607e+06
O60476	O60476				2.99026e+06
O60477	O60477;Q76B58;O60477-3;Q76B58-2				1.67962e+06
O60486	O60486				279440
O60512	O60512				4.66634e+06
O60568	O60568				4.91762e+06
O60613	O60613				3.6167e+06
O60883	O60883				2.37354e+08
O60888-3	O60888-3				7.92005e+06
O60909;O60909-2;O60909-3	O60909;O60909-2;O60909-3				3.30558e+06
O60939	O60939				2.30609e+06
O75051;O75051-2	O75051;O75051-2				735198
O75063	O75063				5.7654e+06
O75071	O75071				1.30363e+07
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				4.53363e+06
O75078	O75078;O75078-2				9.53499e+06
O75083	O75083;O75083-3				4.13692e+06
O75084;Q14332	O75084;Q14332				760395
O75144;O75144-2	O75144;O75144-2;O75144-3				2.34062e+07
O75173;O75173-2	O75173;O75173-2				1.97307e+07
O75223	O75223				6.75901e+07
O75326	O75326;O75326-2				5.46245e+07
O75339	O75339				1.92111e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				2.30461e+06
O75363-2	O75363-2				241477
O75368	O75368				3.22143e+06
O75487	O75487				1.51043e+06
O75493	O75493				7.73516e+06
O75503	O75503				1.25937e+07
O75509	O75509				3.3444e+07
O75629	O75629				549863
O75636;O75636-2	O75636;O75636-2				3.18681e+06
O75711	O75711				5.32499e+08
O75752	O75752				9.37067e+06
O75781;O75781-2	O75781;O75781-2				9.29276e+06
O75787;O75787-2	O75787;O75787-2				2.11966e+07
O75828	O75828				4.07211e+06
O75874	O75874				1.19059e+06
