Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C9_CSF_1224-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				6.02513e+08
A0A075B6H9	A0A075B6H9				2.87272e+07
A0A075B6I0	A0A075B6I0				9.2215e+06
A0A075B6I1	A0A075B6I1				1.21114e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				3.28524e+06
A0A075B6J9	A0A075B6J9				2.63407e+07
A0A075B6K2	A0A075B6K2				1.21163e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.04076e+06
A0A075B6K5	A0A075B6K5				5.68792e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.48098e+08
A0A075B6Q5	A0A075B6Q5				6.17872e+06
A0A075B6R2	A0A075B6R2				8.86106e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.28106e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.54889e+08
A0A075B6S5	A0A075B6S5				4.11491e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.11818e+06
A0A087WSY4	A0A087WSY4				9.16259e+06
A0A087WSY6	A0A087WSY6				1.44076e+08
A0A087WSZ0	A0A087WSZ0				3.79632e+06
A0A087WW87;P01614	P01614;A0A087WW87				313294
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.86643e+08
A0A0A0MS15	A0A0A0MS15				4.76215e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.36828e+06
A0A0A0MT89	A0A0A0MT89				6.1366e+06
A0A0B4J1U7	A0A0B4J1U7				1.67117e+07
A0A0B4J1V0	A0A0B4J1V0				2.81455e+08
A0A0B4J1V2	A0A0B4J1V2				9.1738e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.39234e+08
A0A0B4J1Y8	A0A0B4J1Y8				604424
A0A0B4J1Y9	A0A0B4J1Y9				2.87025e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.40505e+06
A0A0C4DH24	A0A0C4DH24				1.10906e+07
A0A0C4DH25	A0A0C4DH25				5.30404e+07
A0A0C4DH29	A0A0C4DH29				202198
A0A0C4DH31	A0A0C4DH31				2.70992e+06
A0A0C4DH33	A0A0C4DH33				826364
A0A0C4DH34	A0A0C4DH34				9.92254e+06
A0A0C4DH35	A0A0C4DH35				2.97051e+06
A0A0C4DH36	A0A0C4DH36				2.71002e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.3887e+08
A0A0C4DH43	A0A0C4DH43				2.92021e+07
A0A0C4DH67	A0A0C4DH67				6.31498e+07
A0A0J9YX35	A0A0J9YX35				1.49805e+07
A0A0J9YXX1	A0A0J9YXX1				8.70532e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				5.35648e+08
A1L4H1	A1L4H1				4.69036e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				658824
A6NGN9	A6NGN9				5.20006e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				2.54548e+06
A6NL88	A6NL88				1.36439e+06
A6NLU5	A6NLU5				1.08069e+07
A6NML5	A6NML5				1.12725e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				556904
A8MTW9	A8MTW9				2.7744e+06
B4DS77;B4DS77-2	B4DS77;B4DS77-2;B4DS77-3				259848
C9JVW0	C9JVW0				9.06765e+06
I3L3R5	I3L3R5				815774
O00115;O00115-2	O00115;O00115-2				1.5367e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.97084e+07
O00187;O00187-2	O00187;O00187-2				1.46825e+06
O00244	O00244				1.05482e+06
O00264	O00264;O00264-2				2.77591e+08
O00292;O00292-2;O75610	O00292;O75610;O00292-2				316250
O00299	O00299				1.0672e+06
O00300	O00300				565540
O00339-2	O00339;O00339-2;O00339-3				3.00187e+06
O00391	O00391;O00391-2				1.92403e+07
O00451	O00451;O00451-2;O00451-3				7.06338e+06
O00461	O00461				3.7229e+06
O00462	O00462				6.44135e+06
O00468-6	O00468-6;O00468-7				1.4582e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				178061
O00533	O00533				4.10181e+06
O00533-2	O00533;O00533-2				1.17492e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.74446e+06
O00584	O00584				9.88649e+06
O00754;O00754-2	O00754;O00754-2				2.35852e+06
O14498	O14498				2.88665e+07
O14514	O14514				712851
O14522	O14522;O14522-1				130364
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				881740
O14594	O14594				3.9994e+07
O14657	O14657				50443.7
O14668	O14668				2.17012e+06
O14672	O14672				6.26335e+06
O14733;O14733-2;O14733-3;O14733-4	O14733;O14733-2;O14733-3;O14733-4				2.56793e+07
O14737;O14737-2	O14737;O14737-2				76759.3
O14745	O14745				294880
O14773	O14773				5.59487e+06
O14786	O14786;O14786-2;O14786-3				7.11785e+06
O14791-2	O14791;O14791-2;O14791-3				1.49863e+07
O14793	O14793				812967
O14917;O14917-2	O14917;O14917-2				1.38968e+06
O15031	O15031				1.04895e+07
O15197;O15197-3	O15197;O15197-3				3.63924e+06
O15204;O15204-2	O15204;O15204-2				796018
O15230	O15230				2.58707e+07
O15232;O15232-2	O15232;O15232-2				1.9357e+06
O15240	O15240				1.02636e+08
O15335	O15335				1.70096e+06
O15354	O15354				1.82122e+07
O15394	O15394;O15394-2				2.96747e+07
O15466;O15466-2	O15466;O15466-2				341695
O15498;O15498-2	O15498;O15498-2				244940
O15540;O15540-2	O15540;O15540-2				4.42164e+06
O43155	O43155				449077
O43157	O43157;O43157-2;O43157-3				2.51471e+06
O43173	O43173				2.52728e+06
O43184;O43184-2;O43184-3;O43184-4	O43184;O43184-4;O43184-2;O43184-3				424738
O43240	O43240				964062
O43278;O43278-2	O43278;O43278-2				955089
O43291	O43291;O43291-2				6.48522e+06
O43300	O43300				1.68857e+06
O43323	O43323				1.09007e+06
O43405;O43405-2	O43405;O43405-2				3.23275e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				2.28752e+07
O43504	O43504				420915
O43505	O43505				1.44876e+08
O43508	O43508				506138
O43529	O43529				4.68308e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				9.57229e+06
O43567	O43567				4.61473e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				741837
O43707;O43707-2	O43707;O43707-2;O43707-3				259032
O43736;O43736-2	O43736;O43736-2				1.76161e+06
O43827	O43827				4.08541e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				910932
O43854;O43854-2	O43854;O43854-2				273581
O43866	O43866				6.62665e+06
O43897;O43897-2	O43897;O43897-2				1.13415e+06
O43909	O43909				172819
O43916	O43916				598951
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				4.74743e+06
O60242	O60242				610087
O60243	O60243;O60243-2				3.32135e+06
O60245;O60245-2	O60245;O60245-2				1.95568e+06
O60279	O60279				1.39388e+07
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				507331
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				4.71218e+06
O60476	O60476				1.42736e+06
O60477;O60477-3	O60477;O60477-3				72513.2
O60512	O60512				1.12859e+06
