Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC11.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.30389e+08
A0A075B6H9	A0A075B6H9				8.0876e+06
A0A075B6I0	A0A075B6I0				1.66017e+07
A0A075B6I1	A0A075B6I1				446979
A0A075B6I9	A0A075B6I9				2.73201e+07
A0A075B6J9	A0A075B6J9				5.33305e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.21651e+06
A0A075B6K5	A0A075B6K5				1.05108e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.58973e+07
A0A075B6R2	A0A075B6R2				4.15586e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.34008e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.19318e+08
A0A075B6S5	A0A075B6S5				1.47804e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.82276e+06
A0A087WSY6	A0A087WSY6				6.15168e+07
A0A087WW87;P01614	P01614;A0A087WW87				97143.2
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				5.621e+07
A0A0A0MS15	A0A0A0MS15				6.48491e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				625804
A0A0A0MT89	A0A0A0MT89				3.88551e+06
A0A0B4J1U7	A0A0B4J1U7				1.37161e+07
A0A0B4J1V0	A0A0B4J1V0				1.08346e+08
A0A0B4J1V2	A0A0B4J1V2				2.983e+06
A0A0B4J1V6	A0A0B4J1V6				3.95139e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				3.53583e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.3551e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.41414e+06
A0A0C4DH24	A0A0C4DH24				2.0435e+06
A0A0C4DH25	A0A0C4DH25				3.23655e+07
A0A0C4DH31	A0A0C4DH31				1.58078e+06
A0A0C4DH33	A0A0C4DH33				745221
A0A0C4DH34	A0A0C4DH34				6.24176e+06
A0A0C4DH35	A0A0C4DH35				1.59272e+06
A0A0C4DH36	A0A0C4DH36				2.36618e+06
A0A0C4DH38	A0A0C4DH38				1.33111e+07
A0A0C4DH43	A0A0C4DH43				5.8993e+06
A0A0C4DH67	A0A0C4DH67				1.52772e+07
A0A0J9YX35	A0A0J9YX35				3.95038e+06
A0A0J9YXX1	A0A0J9YXX1				2.35595e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.7899e+08
A1L4H1	A1L4H1				2.42982e+06
A2RU67	A2RU67				320679
A5D6W6	A5D6W6				2.44757e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.04652e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				219476
A6NGN9	A6NGN9				4.89913e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.14924e+06
A6NL88	A6NL88				1.30832e+06
A6NLU5	A6NLU5				1.2748e+07
A6NML5	A6NML5				2.46517e+06
A8MTW9	A8MTW9				2.83643e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				68042.3
C9JVW0	C9JVW0				4.10811e+06
I3L3R5	I3L3R5				821796
O00115;O00115-2	O00115;O00115-2				3.92043e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.86836e+07
O00187;O00187-2	O00187;O00187-2				1.50526e+06
O00264	O00264;O00264-2				3.26047e+06
O00299	O00299				1.41393e+06
