Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB07.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.64285e+08
A0A075B6H9	A0A075B6H9				5.68134e+06
A0A075B6I0	A0A075B6I0				1.40085e+07
A0A075B6I9	A0A075B6I9				2.38273e+07
A0A075B6J1	A0A075B6J1				1.2066e+06
A0A075B6J9	A0A075B6J9				5.74702e+06
A0A075B6K0	A0A075B6K0				3.17414e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.03724e+06
A0A075B6K5	A0A075B6K5				3.16201e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.23419e+07
A0A075B6R2	A0A075B6R2				3.03861e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.83952e+07
A0A075B6S2	A0A075B6S2;A2NJV5				8.27213e+07
A0A075B6S5	A0A075B6S5				1.19867e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				614994
A0A087WSY6	A0A087WSY6				4.04123e+07
A0A087WW87;P01614	P01614;A0A087WW87				321418
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				7.82614e+07
A0A0A0MS15	A0A0A0MS15				8.89528e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				844845
A0A0A0MT89	A0A0A0MT89				3.06059e+06
A0A0B4J1U7	A0A0B4J1U7				1.08191e+07
A0A0B4J1V0	A0A0B4J1V0				5.32049e+07
A0A0B4J1V2	A0A0B4J1V2				7.84547e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.89427e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.6379e+06
A0A0C4DH24	A0A0C4DH24				2.5512e+06
A0A0C4DH25	A0A0C4DH25				1.51032e+07
A0A0C4DH31	A0A0C4DH31				1.31183e+06
A0A0C4DH33	A0A0C4DH33				1.25683e+06
A0A0C4DH34	A0A0C4DH34				3.77822e+06
A0A0C4DH36	A0A0C4DH36				1.9972e+06
A0A0C4DH38	A0A0C4DH38				6.20152e+06
A0A0C4DH43	A0A0C4DH43				2.70501e+07
A0A0C4DH67	A0A0C4DH67				2.20094e+07
A0A0C4DH72	P01599;A0A0C4DH72				8.18938e+06
A0A0J9YX35	A0A0J9YX35				3.64727e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				3.85739e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.97047e+08
A1L4H1	A1L4H1				9.21327e+06
A2RU67	A2RU67				432988
A5D6W6	A5D6W6				9.96401e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.2519e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				534981
A6NGN9	A6NGN9				5.8659e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.92688e+06
A6NKN8	A6NKN8				71351.7
A6NL88	A6NL88				3.57446e+06
A6NLU5	A6NLU5				2.70048e+07
A6NML5	A6NML5				3.54422e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				132329
A6NNZ2;P04350;P07437;P68371;Q13509;Q13509-2;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7	A6NNZ2;P04350;P07437;P68371;Q13509;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7;Q13509-2				127734
A8MTW9	A8MTW9				4.27895e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				476964
