Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB08.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.13611e+08
A0A075B6H9	A0A075B6H9				1.80172e+06
A0A075B6I0	A0A075B6I0				8.35914e+06
A0A075B6I1	A0A075B6I1				3.09101e+06
A0A075B6I9	A0A075B6I9				1.21149e+07
A0A075B6J1	A0A075B6J1				567941
A0A075B6J9	A0A075B6J9				4.5783e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.21067e+06
A0A075B6K5	A0A075B6K5				1.99286e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				7.30694e+07
A0A075B6R2	A0A075B6R2				2.93385e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				6.08553e+06
A0A075B6S2	A0A075B6S2				1.33752e+06
A0A075B6S5	A0A075B6S5				930502
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.14581e+06
A0A087WSY6	A0A087WSY6				2.08412e+07
A0A087WW87;P01614	P01614;A0A087WW87				17238.4
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				8.49081e+07
A0A0A0MS15	A0A0A0MS15				2.69416e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.1476e+06
A0A0A0MT89	A0A0A0MT89				2.90564e+06
A0A0B4J1U7	A0A0B4J1U7				7.04195e+06
A0A0B4J1V0	A0A0B4J1V0				2.22806e+07
A0A0B4J1V2	A0A0B4J1V2				1.60135e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.99206e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.38333e+06
A0A0B4J1Y9	A0A0B4J1Y9				212132
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				9.62303e+06
A0A0C4DH24	A0A0C4DH24				452672
A0A0C4DH25	A0A0C4DH25				1.67958e+07
A0A0C4DH31	A0A0C4DH31				1.44413e+06
A0A0C4DH33	A0A0C4DH33				224528
A0A0C4DH34	A0A0C4DH34				4.65095e+06
A0A0C4DH35	A0A0C4DH35				1.18002e+06
A0A0C4DH36	A0A0C4DH36				1.39961e+06
A0A0C4DH38	A0A0C4DH38				1.31964e+07
A0A0C4DH43	A0A0C4DH43				1.607e+07
A0A0C4DH67	A0A0C4DH67				1.16066e+07
A0A0C4DH72	P01599;A0A0C4DH72				9.44232e+06
A0A0J9YX35	A0A0J9YX35				1.34989e+06
A0A0J9YXX1	A0A0J9YXX1				4.52371e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.63312e+08
A1L4H1	A1L4H1				577240
A2NJV5	A0A075B6S2;A2NJV5				7.51139e+07
A2RU67	A2RU67				86034.7
A5D6W6	A5D6W6				3.25696e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				88678
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				54732.6
A6NGN9	A6NGN9				1.3196e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				619100
A6NL88	A6NL88				379237
A6NLU5	A6NLU5				4.21866e+06
A6NML5	A6NML5				1.58496e+06
A8MTW9	A8MTW9				532516
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				39661.7
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				39840.5
B9A064;P0DOX8	B9A064;P0DOX8				4.75409e+07
C9JVW0	C9JVW0				1.62761e+06
I3L3R5	I3L3R5				153067
O00115;O00115-2	O00115;O00115-2				1.54365e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.37426e+07
O00187;O00187-2	O00187;O00187-2				394162
O00244	O00244				179106
O00264	O00264;O00264-2				1.40363e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				362143
O00391	O00391;O00391-2				4.96482e+06
O00451	O00451;O00451-2;O00451-3				1.92157e+06
O00461	O00461				1.39276e+06
O00462	O00462				1.6214e+06
O00468-6	O00468-6;O00468-7				4.80993e+06
O00533	O00533				1.7476e+06
O00533-2	O00533;O00533-2				2.20583e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				48283
O00584	O00584				2.10553e+06
O00754;O00754-2	O00754;O00754-2				591887
O14498	O14498				7.27199e+06
O14514	O14514				626341
O14522;O14522-1	O14522;O14522-1				546864
O14594	O14594				6.63577e+06
O14668;O14668-2	O14668;O14668-2				210373
O14672	O14672				1.69631e+06
O14773	O14773				3.31043e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				1.63626e+06
O14791-2	O14791;O14791-2;O14791-3				2.07423e+06
O14793	O14793				391976
O14810	O14810;Q6PUV4				191153
O14917;O14917-2	O14917;O14917-2				2.19016e+06
O15031	O15031				3.72307e+06
O15041;O15041-2	O15041;O15041-2				167918
O15197;O15197-3	O15197;O15197-3				275957
O15230	O15230				1.36775e+06
O15240	O15240				2.10859e+07
O15335	O15335				635017
O15354	O15354				4.34883e+06
O15394	O15394;O15394-2				1.0287e+07
O15400;O15400-2	O15400;O15400-2				239047
O15466;O15466-2	O15466;O15466-2				250554
O15540;O15540-2	O15540;O15540-2				961234
O43155	O43155				140575
O43157	O43157;O43157-2;O43157-3				386568
O43173	O43173				485990
O43240	O43240				81054.8
O43278;O43278-2	O43278;O43278-2				514795
O43286	O43286				248195
