Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD10.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.00235e+09
A0A075B6H9	A0A075B6H9				7.87498e+06
A0A075B6I0	A0A075B6I0				2.04472e+07
A0A075B6I1	A0A075B6I1				4.62155e+06
A0A075B6I9	A0A075B6I9				6.57852e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				819455
A0A075B6J9	A0A075B6J9				9.27988e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.81657e+06
A0A075B6K5	A0A075B6K5				7.77925e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				5.74795e+07
A0A075B6R2	A0A075B6R2				7.70072e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.76003e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.63631e+08
A0A075B6S5	A0A075B6S5				1.44606e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				4.08392e+06
A0A087WSY6	A0A087WSY6				7.39237e+07
A0A087WW87;P01614	P01614;A0A087WW87				276032
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.48091e+08
A0A0A0MS15	A0A0A0MS15				1.14005e+07
A0A0A0MT89	A0A0A0MT89				8.83184e+06
A0A0B4J1U7	A0A0B4J1U7				6.24923e+07
A0A0B4J1V0	A0A0B4J1V0				6.38391e+07
A0A0B4J1V2	A0A0B4J1V2				5.93115e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.71401e+08
A0A0B4J1Y8	A0A0B4J1Y8				4.06632e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.1876e+06
A0A0C4DH24	A0A0C4DH24				1.34574e+06
A0A0C4DH25	A0A0C4DH25				4.16746e+07
A0A0C4DH31	A0A0C4DH31				1.21366e+06
A0A0C4DH33	A0A0C4DH33				190158
A0A0C4DH34	A0A0C4DH34				1.07356e+07
A0A0C4DH35	A0A0C4DH35				3.00804e+06
A0A0C4DH36	A0A0C4DH36				1.08995e+07
A0A0C4DH38	A0A0C4DH38				3.00303e+07
A0A0C4DH43	A0A0C4DH43				8.97154e+07
A0A0C4DH67	A0A0C4DH67				1.51016e+07
A0A0C4DH72	P01599;A0A0C4DH72				9.65594e+06
A0A0J9YX35	A0A0J9YX35				1.46494e+07
A0A0J9YXX1	A0A0J9YXX1				1.54866e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				5.62682e+08
A1L4H1	A1L4H1				3.03869e+06
A5D6W6	A5D6W6				1.41908e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				974630
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				271604
A6NGN9	A6NGN9				3.00135e+06
A6NL88	A6NL88				1.35589e+06
A6NLU5	A6NLU5				2.14817e+07
A6NML5	A6NML5				2.02574e+06
A8MTW9	A8MTW9				1.04259e+06
B9A064;P0DOX8	B9A064;P0DOX8				1.51083e+08
C9JVW0	C9JVW0				5.37527e+06
I3L3R5	I3L3R5				326119
O00115;O00115-2	O00115;O00115-2				1.98604e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				4.30649e+07
O00187;O00187-2	O00187;O00187-2				2.22461e+06
O00244	O00244				265451
O00264	O00264;O00264-2				2.38077e+06
O00299	O00299				1.45043e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				1.33663e+06
O00391	O00391;O00391-2				1.20483e+07
O00451	O00451;O00451-2;O00451-3				4.48946e+06
O00461	O00461				3.84996e+06
O00462	O00462				4.29201e+06
O00468-6	O00468-6;O00468-7				7.15427e+06
