Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD06.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.57013e+08
A0A075B6H9	A0A075B6H9				2.70934e+07
A0A075B6I0	A0A075B6I0				2.48626e+07
A0A075B6I1	A0A075B6I1				1.26356e+06
A0A075B6I9	A0A075B6I9				1.11946e+08
A0A075B6J1	A0A075B6J1				1.12368e+06
A0A075B6J9	A0A075B6J9				1.85009e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				6.05499e+06
A0A075B6K5	A0A075B6K5				8.05126e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				4.00002e+07
A0A075B6Q5	A0A075B6Q5				805428
A0A075B6R2	A0A075B6R2				1.39782e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				7.36181e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.72056e+08
A0A075B6S5	A0A075B6S5				2.90512e+06
A0A075B6S6	A0A075B6S6				1.52582e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.68964e+06
A0A087WSY6	A0A087WSY6				2.14697e+08
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.97796e+08
A0A0A0MS15	A0A0A0MS15				1.92893e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.67251e+06
A0A0A0MT89	A0A0A0MT89				8.42824e+06
A0A0B4J1U7	A0A0B4J1U7				3.65642e+07
A0A0B4J1V0	A0A0B4J1V0				1.90505e+08
A0A0B4J1V2	A0A0B4J1V2				6.86105e+06
A0A0B4J1X5	A0A0B4J1X5				1.76126e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.98221e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.94029e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				4.85221e+07
A0A0C4DH24	A0A0C4DH24				3.64947e+06
A0A0C4DH25	A0A0C4DH25				5.6206e+07
A0A0C4DH31	A0A0C4DH31				1.05809e+06
A0A0C4DH33	A0A0C4DH33				567429
A0A0C4DH34	A0A0C4DH34				2.19469e+07
A0A0C4DH35	A0A0C4DH35				2.68836e+06
A0A0C4DH36	A0A0C4DH36				6.59287e+06
A0A0C4DH38	A0A0C4DH38				3.09991e+07
A0A0C4DH43	A0A0C4DH43				8.38816e+06
A0A0C4DH67	A0A0C4DH67				1.81993e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.01525e+07
A0A0J9YX35	A0A0J9YX35				1.32311e+07
A0A0J9YXX1	A0A0J9YXX1				1.36688e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.00707e+08
A1L4H1	A1L4H1;A1L4H1-2				3.89716e+06
A2RU67	A2RU67				404110
A5D6W6	A5D6W6				1.19518e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.68366e+06
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				1.54737e+06
A6NGN9	A6NGN9				6.35872e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.74598e+06
A6NL88	A6NL88				1.4801e+06
A6NLU5	A6NLU5				2.40879e+07
A8MTW9	A8MTW9				3.39052e+06
C9JVW0	C9JVW0				1.33689e+07
I3L3R5	I3L3R5				736990
O00115;O00115-2	O00115;O00115-2				4.82789e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				4.16257e+07
O00187;O00187-2	O00187;O00187-2				2.07257e+06
O00264	O00264;O00264-2				3.154e+06
O00299	O00299				1.37578e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				1.52148e+06
O00391	O00391;O00391-2				2.00233e+07
O00451	O00451;O00451-2;O00451-3				8.70552e+06
O00461	O00461				4.69614e+06
O00462	O00462				6.84332e+06
O00468-6	O00468-6;O00468-7				1.68016e+07
O00533	O00533				5.09352e+06
O00533-2	O00533;O00533-2				7.78173e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				954433
O00567	O00567				267472
O00584	O00584				1.04003e+07
O00587;O00587-2	O00587;O00587-2				48934.1
O00754;O00754-2	O00754;O00754-2				1.31783e+06
O14498	O14498				5.60232e+07
O14514	O14514				2.34799e+06
O14522;O14522-1	O14522;O14522-1				727290
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				1.83596e+06
O14594	O14594				2.34788e+07
O14668;O14668-2	O14668;O14668-2				1.41294e+06
O14672	O14672				5.73315e+06
O14745	O14745				296116
O14773	O14773				1.11443e+07
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				5.62003e+06
O14791-2	O14791;O14791-2;O14791-3				1.70399e+07
O14793	O14793				1.47489e+06
O14810	O14810;Q6PUV4				1.35381e+06
O14917;O14917-2	O14917;O14917-2				3.20705e+06
O14960	O14960				388309
O15031	O15031				1.34934e+07
O15041;O15041-2	O15041;O15041-2				429230
O15197;O15197-3	O15197;O15197-3				2.43123e+06
O15204;O15204-2	O15204;O15204-2				1.50673e+06
O15230	O15230				1.21795e+07
O15240	O15240				1.43608e+08
O15335	O15335				3.52907e+06
O15354	O15354				1.82817e+07
O15389;Q08ET2	O15389;Q08ET2				3.11375e+06
O15394	O15394;O15394-2				2.20993e+07
O15466;O15466-2	O15466;O15466-2				814841
O15540;O15540-2	O15540;O15540-2				1.71626e+06
O43155	O43155				322857
O43157	O43157;O43157-2;O43157-3				1.75759e+06
O43169	O43169				226516
O43173	O43173				1.33484e+07
O43240	O43240				512265
O43278;O43278-2	O43278;O43278-2				2.09416e+06
O43286	O43286				2.20425e+06
O43291	O43291				2.86489e+06
O43300	O43300				8.02854e+06
O43405;O43405-2	O43405;O43405-2				6.96686e+06
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-4;O43493-7				2.27492e+07
O43505	O43505				4.73291e+08
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				928542
O43529	O43529				4.1178e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				4.95403e+06
O43567	O43567				5.64269e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				1.19269e+06
O43736;O43736-2	O43736;O43736-2				291890
O43827	O43827				7.48835e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				563918
O43854;O43854-2	O43854;O43854-2				783826
O43866	O43866				2.31134e+06
O43897;O43897-2	O43897;O43897-2				512859
O43909	O43909				128251
O43916	O43916				311949
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				1.53434e+07
O60242	O60242				4.6743e+06
O60243	O60243				902724
O60245;O60245-2	O60245;O60245-2				3.57312e+06
O60279	O60279				1.30029e+07
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				615330
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				4.3938e+06
O60476	O60476				1.92215e+06
O60477	O60477;Q76B58;O60477-3;Q76B58-2				558177
O60512	O60512				870030
O60565	O60565				359696
O60568	O60568				3.06889e+06
O60609;O60609-2	O60609;O60609-2				449891
O60613	O60613				1.10162e+06
O60883	O60883				6.06261e+07
O60888-3	O60888;O60888-2;O60888-3				1.2447e+07
O60939	O60939				1.92861e+06
O75051;O75051-2	O75051;O75051-2				335889
O75063	O75063				2.21387e+06
O75071	O75071				8.86726e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				7.76899e+06
O75078	O75078;O75078-2				2.29608e+06
O75083	O75083;O75083-3				776943
O75084;Q14332	O75084;Q14332				735564
O75144;O75144-2	O75144;O75144-2;O75144-3				1.21206e+07
O75173;O75173-2	O75173;O75173-2				5.39748e+06
O75223	O75223				504754
O75326	O75326;O75326-2				4.04391e+07
O75339	O75339				402023
O75340;O75340-2	O75340;O75340-2				267899
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				813824
O75368	O75368				957497
O75493	O75493				1.07239e+07
O75503	O75503				3.27576e+06
O75509	O75509				1.24646e+07
O75629	O75629				887500
O75636;O75636-2	O75636;O75636-2				994703
O75711	O75711				2.4538e+08
O75752	O75752				4.88236e+06
O75781;O75781-2	O75781;O75781-2				796129
O75787;O75787-2	O75787;O75787-2				4.06281e+06
O75874	O75874				512046
O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.31161e+07
O75973	O75973				627076
O75976	O75976				1.28119e+06
O76031	O76031				1.97031e+06
O76061	O76061				2.771e+06
O76070	O76070				937769
O94760	O94760;O94760-2				1.13207e+07
O94766	O94766				838359
O94769	O94769;O94769-2				8.18992e+06
O94772;O94772-2	O94772;O94772-2				3.65702e+07
O94779;O94779-2	O94779;O94779-2;O94779-4				972268
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				2.41243e+07
O94898	O94898				1.14431e+06
O94910;O94910-2	O94910;O94910-2				7.84065e+06
O94919	O94919				2.63484e+07
O94933	O94933				2.01615e+06
O94985	O94985				1.44441e+06
O94985-2	O94985;O94985-2				2.51043e+08
O94991	O94991;O94991-2				3.8191e+06
O95084;O95084-2	O95084;O95084-2				841278
O95157	O95157				2.32925e+06
O95158	O95158				1.7094e+07
O95159	O95159				698867
O95185;O95185-2	O95185;O95185-2				2.37821e+06
O95196;O95196-2	O95196;O95196-2				5.74794e+06
O95206;O95206-2	O95206;O95206-2				6.85463e+06
O95292	O95292;Q9P0L0;O95292-2;Q9P0L0-2				2.48246e+06
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4				1.08279e+06
O95336	O95336				376863
O95390	O95390				2.30301e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				4.02753e+06
O95445	O95445;O95445-2				3.12586e+07
O95450;O95450-2	O95450;O95450-2				2.45144e+06
O95467	O95467				1.19006e+06
O95477	O95477				2.53297e+06
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				1.04137e+06
O95497	O95497				2.25244e+06
O95502	O95502				1.14152e+08
O95633;O95633-2	O95633;O95633-2				1.36097e+06
O95747	O95747				109884
O95841	O95841				1.53879e+06
O95865	O95865				990700
O95897	O95897				2.36948e+06
O95967	O95967				6.90941e+06
O95970	O95970;O95970-2				289744
O95980	O95980				1.07553e+07
P00338;P00338-3	P00338;P00338-3;P00338-4				3.3822e+06
P00352	P00352				193486
P00390;P00390-2;P00390-3	P00390;P00390-2;P00390-3;P00390-4;P00390-5				5.78996e+06
P00441	P00441				2.05197e+08
P00450	P00450				1.931e+08
P00488	P00488				819268
P00492	P00492				1.04773e+06
P00505	P00505;P00505-2				3.54396e+06
P00533;P00533-3;P00533-4	P00533;P00533-2;P00533-3;P00533-4				1.32762e+06
P00558	P00558;P00558-2				2.58334e+06
P00568	P00568				210490
P00734	P00734				2.84375e+07
P00736	P00736				7.77912e+07
P00738	P00738;P00738-2				5.04027e+08
P00739	P00739;P00739-2				2.62897e+08
P00740;P00740-2	P00740;P00740-2				3.75578e+06
P00742	P00742				8.87448e+06
P00746	P00746				2.72852e+07
P00747	P00747				9.9243e+07
P00748	P00748				2.09471e+07
P00751	P00751;P00751-2				1.00914e+08
P00918	P00918				193637
P01008	P01008				5.9074e+08
P01009	P01009;P01009-2;P01009-3				6.54164e+09
P01011	P01011				1.43392e+09
P01019	P01019				2.32917e+08
P01023	P01023				2.43102e+08
P01024	P01024				6.96781e+08
P01031	P01031				4.76175e+07
P01033	P01033				6.41737e+07
P01034	P01034				6.47803e+09
P01036;P01037	P01036;P01037				1.00094e+06
P01040	P01040				1.264e+06
P01042	P01042;P01042-2;P01042-3				2.13506e+08
P01042-2;P01042-3	P01042-2;P01042-3				1.14564e+08
P01127;P01127-2	P01127;P01127-2				3.20154e+07
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				542503
P01210	P01210				9.85844e+07
P01213	P01213				3.8959e+06
P01236	P01236				326907
P01258;P01258-2;P06881	P01258;P06881;P10092;P01258-2				581313
P01282;P01282-2	P01282;P01282-2				760270
P01303	P01303				8.58939e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				4.64115e+07
P01591	P01591				1.73513e+07
P01593;P01594	P01593;P01594				1.81431e+07
P01599	P01599				2.13604e+06
P01602	P01602				1.38756e+06
P01619	P01619				5.22504e+08
P01700	P01700				5.07186e+07
P01701	P01701				1.77679e+07
P01714	P01714				4.45269e+06
P01717	P01717				3.84955e+07
P01721	P01721				1.33101e+06
P01742	P01742				1.96728e+07
P01743	P01743				272542
P01768;P0DP03	P01768;P0DP02;P0DP03				3.55454e+06
P01772	P01768;P01772;P0DP02;P0DP03				7.61592e+07
P01780	P01780				4.71e+07
P01817	P01817				3.53858e+06
P01833	P01833				774535
P01834	P01834				9.52696e+07
P01857	P01857;P01860;P01861;P0DOX5;P01857-1;P01860-1;P01861-1				1.07312e+09
P01859-1	P01857;P01859;P0DOX5;P01857-1;P01859-1				1.16675e+09
P01860	P01860;P01860-1				1.35051e+08
P01861;P01861-1	P01861;P01861-1				2.76142e+08
P01871;P01871-1	P01871;P0DOX6;P01871-1				3.29921e+07
P01876;P01876-1	P01876;P01876-1				3.70347e+08
P01903;P01906	P01903;P01906				154642
P01911;P04440	P01911;P04440				1.19952e+06
P02452	P02452				1.47954e+07
P02461	P02461;P02461-2				2.40385e+06
P02462	P02462				5.10351e+06
P02647	P02647				1.33657e+09
P02649	P02649				6.10875e+09
P02652	P02652				5.21453e+08
P02654	P02654				1.90589e+07
P02655	P02655				834776
P02656	P02656				4.15949e+06
P02671	P02671;P02671-2				1.04808e+08
P02675	P02675				3.30778e+08
P02679;P02679-2	P02679;P02679-2				8.43028e+07
P02741	P02741;P02741-2				1.24863e+07
P02743	P02743				7.39716e+06
P02745	P02745				7.9105e+07
P02746	P02746				1.11755e+08
P02747	P02747				8.62691e+07
P02748	P02748				5.26183e+07
P02749	P02749				1.67774e+08
P02750	P02750				1.28039e+08
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				2.43847e+08
P02753	P02753				1.40624e+08
P02760	P02760				1.56119e+08
P02763	P02763				5.12377e+09
P02765	P02765				2.26699e+08
P02766	P02766				3.01149e+09
P02768	P02768				8.88387e+09
P02774;P02774-3	P02774;P02774-2;P02774-3				9.7344e+08
P02786	P02786				2.24469e+06
P02787	P02787				4.37565e+09
P02788;P02788-2	P02788;P02788-2				2.16975e+06
P02790	P02790				3.1644e+09
P02792	P02792				1.99298e+06
P02794	P02794				4.85317e+06
P03950	P03950				3.65395e+06
P03951	P03951;P03951-2				6.79065e+06
P03952	P03952				1.20816e+07
P04003	P04003				2.1114e+06
P04004	P04004				1.34352e+08
P04040	P04040				341384
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-3;P04062-4;P04062-5				2.54096e+06
P04066	P04066				5.85495e+06
P04070;P04070-2	P04070;P04070-2				4.68077e+06
