Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B11_129182819.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				5.9793e+08
A0A075B6H9	A0A075B6H9				3.11042e+07
A0A075B6I0	A0A075B6I0				1.10703e+08
A0A075B6I1	A0A075B6I1				8.93369e+06
A0A075B6I9	A0A075B6I9				1.32434e+08
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.03097e+06
A0A075B6J9	A0A075B6J9				2.58896e+06
A0A075B6K2	A0A075B6K2				2.94514e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.10624e+07
A0A075B6K5	A0A075B6K5				1.71678e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				4.21549e+08
A0A075B6Q5	A0A075B6Q5				6.36604e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.53988e+07
A0A075B6S2	A0A075B6S2				9.77838e+06
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				5.2095e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.87978e+06
A0A087WSY4	A0A087WSY4				1.64504e+07
A0A087WSY6	A0A087WSY6				2.88636e+08
A0A087WSZ0	A0A087WSZ0				5.05726e+06
A0A087WW87;P01614	P01614;A0A087WW87				1.40705e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				8.70048e+08
A0A0A0MS15	A0A0A0MS15				4.42289e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				4.8428e+06
A0A0A0MT89	A0A0A0MT89				6.48877e+06
A0A0B4J1U7	A0A0B4J1U7				6.41149e+07
A0A0B4J1V0	A0A0B4J1V0				1.89583e+06
A0A0B4J1V2	A0A0B4J1V2				1.36606e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.06817e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.8305e+07
A0A0B4J1Y9	A0A0B4J1Y9				5.83057e+08
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.29805e+06
A0A0C4DH24	A0A0C4DH24				6.18484e+07
A0A0C4DH25	A0A0C4DH25				3.29534e+07
A0A0C4DH30	A0A0C4DH30				1.35723e+06
A0A0C4DH33	A0A0C4DH33				5.54095e+08
A0A0C4DH34	A0A0C4DH34				2.97846e+07
A0A0C4DH35	A0A0C4DH35				7.8235e+06
A0A0C4DH36	A0A0C4DH36				8.4169e+06
A0A0C4DH38	A0A0C4DH38				9.61861e+07
A0A0C4DH39	A0A0C4DH39				2.08191e+06
A0A0C4DH43	A0A0C4DH43				3.34269e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				5.60517e+07
A0A0G2JMI3	A0A0G2JMI3				3.98834e+07
A0A0J9YX35	A0A0J9YX35				2.16776e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				2.35297e+08
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				976842
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.34911e+08
A1L4H1	A1L4H1				6.86305e+06
A2NJV5	A0A075B6S2;A2NJV5				5.1392e+08
A2RU67	A2RU67				777669
A5D6W6	A5D6W6				2.88352e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.80241e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.51543e+06
A6NGN9	A6NGN9				7.76578e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				4.93881e+06
A6NL88	A6NL88				4.30065e+06
A6NLU5	A6NLU5				1.42804e+07
A6NML5	A6NML5				1.29979e+06
A8MTW9	A8MTW9				1.4556e+06
B9A064;P0DOX8	B9A064;P0DOX8				4.90238e+08
C9JVW0	C9JVW0				1.26803e+07
I3L3R5	I3L3R5				784078
O00115;O00115-2	O00115;O00115-2				8.20593e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				5.32996e+07
