Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD04.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.82801e+08
A0A075B6H9	A0A075B6H9				3.6978e+07
A0A075B6I0	A0A075B6I0				3.91327e+07
A0A075B6I1	A0A075B6I1				3.32172e+06
A0A075B6I9	A0A075B6I9				3.86318e+07
A0A075B6J1	A0A075B6J1				7.24603e+06
A0A075B6J9	A0A075B6J9				1.9794e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.10592e+06
A0A075B6K5	P01715;P01717;P01718;P80748;A0A075B6K0;A0A075B6K2;A0A075B6K4;A0A075B6K5				1.31594e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.02686e+08
A0A075B6R2	A0A075B6R2				1.1912e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				6.97885e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.00659e+08
A0A075B6S5	A0A075B6S5				2.12288e+06
A0A075B6S6	A0A075B6S6				282715
A0A087WSX0	A0A087WSX0				3.08744e+06
A0A087WSY6	A0A087WSY6				1.00394e+08
A0A087WW87;P01614	P01614;A0A087WW87				458954
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.71697e+08
A0A0A0MS15	A0A0A0MS15				1.22595e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.21644e+06
A0A0A0MT89	A0A0A0MT89				1.15687e+07
A0A0B4J1U7	A0A0B4J1U7				2.75674e+07
A0A0B4J1V0	A0A0B4J1V0				5.24778e+07
A0A0B4J1V2	A0A0B4J1V2				1.30266e+07
A0A0B4J1V6	A0A0B4J1V6				479406
A0A0B4J1X5	A0A0B4J1X5				1.31629e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.81627e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.77777e+06
A0A0C4DH24	A0A0C4DH24				1.29679e+06
A0A0C4DH25	A0A0C4DH25				5.826e+07
A0A0C4DH30	A0A0C4DH30				178431
A0A0C4DH31	A0A0C4DH31				1.00098e+06
A0A0C4DH33	A0A0C4DH33				1.06205e+06
A0A0C4DH34	A0A0C4DH34				6.9206e+06
A0A0C4DH35	A0A0C4DH35				2.86326e+06
A0A0C4DH36	A0A0C4DH36				4.87668e+06
A0A0C4DH38	A0A0C4DH38				3.67509e+07
A0A0C4DH43	A0A0C4DH43				6.02901e+07
A0A0C4DH67	A0A0C4DH67				3.43865e+07
A0A0G2JMI3	A0A0G2JMI3				320602
A0A0G2JS06	A0A0G2JS06				2.99837e+06
A0A0J9YX35	A0A0J9YX35				3.77703e+06
A0A0J9YXX1	A0A0J9YXX1				3.54809e+07
