Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D7_81784062.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				5.78922e+08
A0A075B6H9	A0A075B6H9				3.79675e+06
A0A075B6I0	A0A075B6I0				2.21177e+08
A0A075B6I1	A0A075B6I1				1.19385e+06
A0A075B6I9	A0A075B6I9				8.95933e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				5.25407e+06
A0A075B6J9	A0A075B6J9				3.11708e+06
A0A075B6K2	A0A075B6K2				495943
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.03214e+07
A0A075B6K5	A0A075B6K5				1.00871e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				2.27929e+08
A0A075B6Q5	A0A075B6Q5				2.1565e+06
A0A075B6R2	A0A075B6R2				1.03412e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.41148e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.2688e+08
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.20882e+06
A0A087WSY4	A0A087WSY4				2.75882e+07
A0A087WSY6	A0A087WSY6				1.79201e+08
A0A087WW87;P01614	P01614;A0A087WW87				996969
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				6.11912e+08
A0A0A0MS15	A0A0A0MS15				5.64409e+06
A0A0B4J1U7	A0A0B4J1U7				1.01647e+07
A0A0B4J1V0	A0A0B4J1V0				7.36345e+07
A0A0B4J1V2	A0A0B4J1V2				3.1642e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.03561e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.41229e+07
A0A0B4J1Y9	A0A0B4J1Y9				1.66481e+06
A0A0C4DH25	A0A0C4DH25				6.06051e+07
A0A0C4DH30	A0A0C4DH30				105082
A0A0C4DH33	A0A0C4DH33				1.79812e+06
A0A0C4DH34	A0A0C4DH34				1.51943e+07
A0A0C4DH35	A0A0C4DH35				3.81869e+06
A0A0C4DH36	A0A0C4DH36				4.08077e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				4.98762e+06
A0A0C4DH39	A0A0C4DH39				2.45349e+06
A0A0C4DH43	A0A0C4DH43				4.37596e+06
A0A0C4DH67	A0A0C4DH67				3.52669e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.57936e+07
A0A0G2JMI3	A0A0G2JMI3				2.13985e+06
A0A0J9YX35	A0A0J9YX35				1.17361e+07
A0A0J9YXX1	A0A0J9YXX1				1.14751e+07
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				202049
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.32397e+08
A1L4H1	A1L4H1				1.63399e+06
A2RU67	A2RU67				272788
A5D6W6	A5D6W6				1.55292e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.14112e+06
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				688076
A6NGN9	A6NGN9				7.32687e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.86728e+06
A6NL88	A6NL88				3.85546e+06
A6NLU5	A6NLU5				5.96353e+06
