Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB09.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.95236e+08
A0A075B6H9	A0A075B6H9				1.42308e+07
A0A075B6I0	A0A075B6I0				3.94905e+07
A0A075B6I1	A0A075B6I1				3.54301e+06
A0A075B6I9	A0A075B6I9				5.98986e+07
A0A075B6J1	A0A075B6J1				725607
A0A075B6J9	A0A075B6J9				712545
A0A075B6K2	A0A075B6K2				242381
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.53585e+06
A0A075B6K5	A0A075B6K5				7.31131e+06
A0A075B6K6	A0A075B6K6				714491
A0A075B6P5;P01615	P01615;A0A075B6P5				1.25328e+08
A0A075B6R2	A0A075B6R2				9.59517e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.23705e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.48527e+08
A0A075B6S5	A0A075B6S5				2.15382e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				4.99232e+06
A0A087WSY6	A0A087WSY6				7.20101e+07
A0A087WSZ0	A0A087WSZ0				632762
A0A087WW87;P01614	P01614;A0A087WW87				157940
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.25073e+08
A0A0A0MS15	A0A0A0MS15				5.36911e+06
A0A0A0MT89	A0A0A0MT89				1.08985e+07
A0A0B4J1U7	A0A0B4J1U7				1.81777e+07
A0A0B4J1V0	A0A0B4J1V0				5.96992e+07
A0A0B4J1V2	A0A0B4J1V2				5.96645e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.49516e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.41639e+06
A0A0B4J1Y9	A0A0B4J1Y9				741501
A0A0C4DH24	A0A0C4DH24				3.03599e+06
A0A0C4DH25	A0A0C4DH25				9.14057e+07
A0A0C4DH31	A0A0C4DH31				6.32568e+06
A0A0C4DH33	A0A0C4DH33				431418
A0A0C4DH34	A0A0C4DH34				9.42458e+06
A0A0C4DH35	A0A0C4DH35				997332
A0A0C4DH36	A0A0C4DH36				4.02958e+06
A0A0C4DH38	A0A0C4DH38				2.4816e+07
A0A0C4DH43	A0A0C4DH43				2.54382e+07
A0A0C4DH67	A0A0C4DH67				1.35961e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.06107e+07
A0A0G2JS06	A0A0G2JS06				2.36219e+06
A0A0J9YX35	A0A0J9YX35				4.03589e+06
A0A0J9YXX1	A0A0J9YXX1				2.45753e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.42543e+08
A1L4H1	A1L4H1;A1L4H1-2				1.9446e+06
A2RU67	A2RU67				238921
A5D6W6	A5D6W6				9.31134e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				585670
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				260385
A6NGN9	A6NGN9				2.97312e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.70629e+06
A6NL88	A6NL88				1.02691e+06
A6NLU5	A6NLU5				6.57297e+06
A8MTW9	A8MTW9				2.55697e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				122484
C9JVW0	C9JVW0				3.00458e+06
I3L3R5	I3L3R5				373357
O00115;O00115-2	O00115;O00115-2				2.75225e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.13738e+07
O00187;O00187-2	O00187;O00187-2				1.77977e+06
O00244	O00244				462407
O00264	O00264;O00264-2				2.16209e+06
O00299	O00299				1.40148e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				885809
O00391	O00391;O00391-2				8.93194e+06
O00451	O00451;O00451-2;O00451-3				3.45022e+06
O00461	O00461				7.80069e+06
O00462	O00462				7.50639e+08
O00468-6	O00468-6;O00468-7				1.0929e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				357605
O00533	O00533				4.32604e+06
O00533-2	O00533;O00533-2				9.94509e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				395126
O00584	O00584				4.22315e+06
O00754;O00754-2	O00754;O00754-2				2.74447e+06
O14498	O14498				4.11607e+07
O14514	O14514				777418
O14522;O14522-1	O14522;O14522-1				976360
O14525;O14525-2	O14525;O14525-2;O14525-3				290576
O14594	O14594				2.02084e+07
O14668;O14668-2	O14668;O14668-2				465343
O14672	O14672				3.99439e+06
O14745	O14745				16532.5
O14773	O14773				4.97093e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				5.13023e+06
O14791-2	O14791;O14791-2;O14791-3				1.02484e+07
O14810	O14810;Q6PUV4				642842
O14917;O14917-2	O14917;O14917-2				2.86061e+06
O14960	O14960				187402
O15031	O15031				6.53457e+06
O15041;O15041-2	O15041;O15041-2				217384
O15197;O15197-3	O15197;O15197-3				1.16881e+06
O15204;O15204-2	O15204;O15204-2				2.20288e+06
O15230	O15230				7.75756e+06
O15232;O15232-2	O15232;O15232-2				48212.5
O15240	O15240				7.06928e+07
O15335	O15335				6.68637e+06
O15354	O15354				1.80192e+07
O15389;Q08ET2	O15389;Q08ET2				138981
O15394	O15394;O15394-2				1.16429e+07
O15400;O15400-2	O15400;O15400-2				494794
O15466;O15466-2	O15466;O15466-2				679033
O15540;O15540-2	O15540;O15540-2				1.73696e+06
O43155	O43155				328330
O43157	O43157;O43157-2;O43157-3				1.0261e+06
O43169	O43169				107164
O43173	O43173				842011
O43240	O43240				453768
O43278;O43278-2	O43278;O43278-2				1.09897e+06
O43291	O43291				3.76361e+06
O43300	O43300				1.60864e+06
O43323	O43323				270422
O43396	O43396				213763
O43405;O43405-2	O43405;O43405-2				5.60398e+06
O43491;O43491-4	O43491;O43491-2;O43491-3;O43491-4				354504
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				1.31618e+07
O43505	O43505				2.19151e+08
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				642086
O43529	O43529				3.86302e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				3.45269e+06
O43567	O43567				2.23353e+06
