Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE06.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.85711e+08
A0A075B6H9	A0A075B6H9				1.71696e+07
A0A075B6I0	A0A075B6I0				5.06652e+07
A0A075B6I1	A0A075B6I1				9.48688e+06
A0A075B6I6;P01703	P01703;A0A075B6I6				5.86036e+06
A0A075B6I9	A0A075B6I9				4.6137e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.23836e+06
A0A075B6J9	A0A075B6J9				1.73807e+07
A0A075B6K0;A0A075B6K4	A0A075B6K0;A0A075B6K4				1.3455e+06
A0A075B6K5	A0A075B6K5				4.39348e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.98007e+08
A0A075B6Q5	A0A075B6Q5				678038
A0A075B6R2	A0A075B6R2				7.90529e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.96395e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.34811e+08
A0A075B6S5	A0A075B6S5				1.3695e+06
A0A075B6S6	A0A075B6S6				1.69328e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.41765e+06
A0A087WSY6	A0A087WSY6				2.1736e+08
A0A087WSZ0	A0A087WSZ0				4.13614e+06
A0A087WW87;P01614	P01614;A0A087WW87				104005
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.70675e+08
A0A0A0MS15	A0A0A0MS15				1.28732e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.99018e+06
A0A0A0MT89	A0A0A0MT89				1.16484e+07
A0A0B4J1U7	A0A0B4J1U7				4.19958e+07
A0A0B4J1V0	A0A0B4J1V0				8.32965e+07
A0A0B4J1V2	A0A0B4J1V2				1.18779e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.5216e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.45012e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.15494e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.34893e+07
A0A0C4DH24	A0A0C4DH24				1.78688e+06
A0A0C4DH25	A0A0C4DH25				5.33793e+07
A0A0C4DH31	A0A0C4DH31				3.77057e+06
A0A0C4DH33	A0A0C4DH33				891345
A0A0C4DH34	A0A0C4DH34				1.9848e+07
A0A0C4DH35	A0A0C4DH35				6.91297e+06
A0A0C4DH36	A0A0C4DH36				6.71234e+06
A0A0C4DH38	A0A0C4DH38				3.41108e+07
A0A0C4DH43	A0A0C4DH43				8.836e+06
A0A0C4DH67	A0A0C4DH67				1.37995e+07
A0A0C4DH72	P01599;A0A0C4DH72				6.2654e+06
A0A0G2JS06	A0A0G2JS06				2.94127e+06
A0A0J9YX35	A0A0J9YX35				7.10684e+06
A0A0J9YXX1	A0A0J9YXX1				3.3718e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				5.68612e+08
A1L4H1	A1L4H1				4.4339e+06
A2RU67	A2RU67				354498
A5D6W6	A5D6W6				2.27451e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.46834e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				831679
A6NGN9	A6NGN9				7.93814e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				2.82372e+06
A6NKN8	A6NKN8				120721
A6NL88	A6NL88				1.56062e+06
A6NLU5	A6NLU5				2.0506e+07
A6NML5	A6NML5				7.94591e+06
