Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_E10_CSF_16.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.44306e+08
A0A075B6H9	A0A075B6H9				7.96777e+06
A0A075B6I0	A0A075B6I0				413164
A0A075B6I1	A0A075B6I1				2.87703e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.48051e+06
A0A075B6J9	A0A075B6J9				2.06138e+06
A0A075B6K0;A0A075B6K4	A0A075B6K0;A0A075B6K4				753330
A0A075B6K5	A0A075B6K5				3.49256e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				3.02408e+08
A0A075B6R2	A0A075B6R2				1.7417e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.31888e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.59206e+08
A0A075B6S5	A0A075B6S5				1.7569e+06
A0A087WSX0	A0A087WSX0				4.4406e+06
A0A087WSY6	A0A087WSY6				1.16299e+08
A0A087WW87;P01614	P01614;A0A087WW87				112174
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.8747e+08
A0A0A0MS15	A0A0A0MS15				1.9837e+06
A0A0A0MT89	A0A0A0MT89				9.47803e+06
A0A0B4J1U7	A0A0B4J1U7				2.10702e+07
A0A0B4J1V0	A0A0B4J1V0				1.88783e+08
A0A0B4J1V2	A0A0B4J1V2				4.54584e+06
A0A0B4J1V6	A0A0B4J1V6				557113
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.98304e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.16471e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.02214e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				2.60674e+07
A0A0C4DH24	A0A0C4DH24				4.68928e+06
A0A0C4DH25	A0A0C4DH25				3.03356e+07
A0A0C4DH33	A0A0C4DH33				526478
A0A0C4DH34	A0A0C4DH34				6.68173e+06
A0A0C4DH35	A0A0C4DH35				1.09257e+06
A0A0C4DH36	A0A0C4DH36				3.11117e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.50384e+07
A0A0C4DH43	A0A0C4DH43				1.582e+07
A0A0C4DH67	A0A0C4DH67				2.58946e+07
A0A0G2JS06	A0A0G2JS06				5.65514e+06
A0A0J9YX35	A0A0J9YX35				1.01852e+07
A0A0J9YXX1	A0A0J9YXX1				7.88311e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				3.52534e+08
A1L4H1	A1L4H1;A1L4H1-2				1.09376e+06
A5D6W6	A5D6W6				365513
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				582160
A6NCE7;Q9GZQ8;Q9H492;Q9H492-2	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				201950
A6NGN9	A6NGN9				1.85184e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				605243
A6NL88	A6NL88				1.41818e+06
A6NLU5	A6NLU5				3.56752e+06
A6NML5	A6NML5				1.0001e+06
A8MTJ3;P04899;P04899-4;P08754;P11488;P19087;P63096	A8MTJ3;P04899;P08754;P09471;P11488;P19087;P38405;P63092;P63096;Q5JWF2;P63092-2;P04899-4;P63092-3;P63092-4;Q5JWF2-2;P09471-2;P38405-2				307724
A8MTW9	A8MTW9				174891
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				79176.1
C9JVW0	C9JVW0				1.12703e+06
E2RYF7	E2RYF7				636318
I3L3R5	I3L3R5				132871
O00115;O00115-2	O00115;O00115-2				1.58879e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				7.39906e+06
O00187;O00187-2	O00187;O00187-2				699662
O00264	O00264;O00264-2				614078
O00292;O00292-2	O00292;O75610;O00292-2				779253
O00299	O00299				409819
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				995208
O00391	O00391;O00391-2				5.96986e+06
O00451	O00451;O00451-2;O00451-3				3.5554e+06
O00461	O00461				3.04095e+06
O00462	O00462				2.96934e+06
O00468-6	O00468-6;O00468-7				3.79703e+06
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				139318
O00533	O00533;O00533-2				6.45815e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				716864
O00567	O00567				72441.4
O00584	O00584				4.72436e+06
O00754;O00754-2	O00754;O00754-2				442007
O14498	O14498				1.28202e+07
O14514	O14514				614476
O14522;O14522-1	O14522;O14522-1				173268
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				172598
O14594	O14594				3.87837e+07
O14668;O14668-2	O14668;O14668-2				623363
O14672	O14672				2.86832e+06
O14745	O14745				54862.7
O14773	O14773				4.58923e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				2.28076e+06
O14791-2	O14791;O14791-2;O14791-3				8.72206e+06
O14793	O14793				468337
O14917;O14917-2	O14917;O14917-2				822156
O15031	O15031				6.82213e+06
O15197;O15197-3	O15197;O15197-3				1.06159e+06
O15204;O15204-2	O15204;O15204-2				533581
O15230	O15230				393012
O15232;O15232-2	O15232;O15232-2				961764
O15240	O15240				5.65529e+07
O15335	O15335				493322
O15354	O15354				8.7769e+06
O15394	O15394;O15394-2				9.1677e+06
O15466;O15466-2	O15466;O15466-2				391172
O15540;O15540-2	O15540;O15540-2				3.54138e+06
O43155	O43155				140773
O43157	O43157;O43157-2;O43157-3				1.30595e+06
O43173	O43173				432251
O43240	O43240				339106
O43278;O43278-2	O43278;O43278-2				351327
O43291;O43291-2	O43291;O43291-2				1.12725e+06
O43300	O43300				1.1815e+06
O43323	O43323				399643
O43405	O43405;O43405-2				5.93151e+06
O43491;O43491-4	O43491;O43491-2;O43491-3;O43491-4				111375
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				4.34135e+06
O43505	O43505				9.96499e+07
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				678243
O43529	O43529				4.24575e+07
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				2.34631e+06
O43567	O43567				1.59515e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				429186
O43827	O43827				1.12188e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				366557
O43854;O43854-2	O43854;O43854-2				566825
O43866	O43866				1.0474e+06
O43897;O43897-2	O43897;O43897-2				594450
O43916	O43916				257314
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				2.77685e+06
O60242	O60242				260794
O60243	O60243				580098
O60245;O60245-2	O60245;O60245-2				1.27303e+06
O60279	O60279				5.62427e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				112420
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				1.96758e+06
O60476	O60476				810518
O60512	O60512				490493
O60565	O60565				60965.6
O60568	O60568				1.06798e+06
O60613	O60613				528516
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;Q5QNW6-2				3.82499e+06
O60883	O60883				4.35727e+07
O60888-3	O60888;O60888-2;O60888-3				5.13598e+06
O60909;O60909-2;O60909-3	O60909;O60909-2;O60909-3				631112
O60939	O60939				753738
O75015	O75015				114562
O75051;O75051-2	O75051;O75051-2				90589.6
O75063	O75063				596093
O75071	O75071				1.95646e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				3.62213e+06
O75078	O75078;O75078-2				2.28829e+06
O75083	O75083				535762
O75084;Q14332	O75084;Q14332				115579
O75144;O75144-2	O75144;O75144-2;O75144-3				4.04118e+06
O75173;O75173-2	O75173;O75173-2				3.54355e+06
O75223	O75223				80130.1
O75326	O75326;O75326-2				5.47525e+06
O75339	O75339				339637
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				295839
O75368	O75368				1.56637e+06
O75493	O75493				1.3553e+06
O75503	O75503				1.98043e+06
O75509	O75509				3.10758e+06
O75594	O75594				198271
O75629	O75629				117314
O75636;O75636-2	O75636;O75636-2				759129
O75711	O75711				2.80052e+07
O75752	O75752				2.17475e+06
O75787;O75787-2	O75787;O75787-2				4.46264e+06
O75874	O75874				325960
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				6.97626e+06
O75973	O75973				256976
O75976	O75976				164984
O76061	O76061				1.73331e+06
O94760	O94760				1.5614e+06
O94766	O94766;Q9NPZ5				5.95751e+06
O94769	O94769;O94769-2				5.20084e+06
O94772;O94772-2	O94772;O94772-2				3.31496e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				49705.9
O94813;O94813-2;O94813-3	O75093;O94813;O75093-2;O94813-2;O94813-3				453782
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				1.40264e+07
O94898	O94898				85076
O94910;O94910-2	O94910;O94910-2				2.18672e+06
O94919	O94919				8.36051e+06
O94985	O94985				1.09191e+06
O94985-2	O94985;O94985-2				8.03472e+07
O94991	O94991;O94991-2				1.5688e+06
O95084;O95084-2	O95084;O95084-2				935571
O95157	O95157				342272
O95158	O95158				5.14721e+06
O95185;O95185-2	O95185;O95185-2				698999
O95196;O95196-2	O95196;O95196-2				2.0994e+06
O95206;O95206-2	O95206;O95206-2				698460
O95292	O95292;Q9P0L0;O95292-2;Q9P0L0-2				340664
O95336	O95336				197138
O95390	O95390				813973
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				2.25129e+06
O95445	O95445;O95445-2				2.74617e+07
O95450;O95450-2	O95450;O95450-2				876976
O95467	O95467				951893
O95477	O95477				1.87028e+06
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				174756
O95497	O95497				1.57325e+06
O95502	O95502				2.78423e+07
O95633;O95633-2	O95633;O95633-2				1.68137e+06
O95865	O95865				171633
O95881	O95881				182881
O95897	O95897				323951
O95967	O95967				2.82577e+06
O95970	O95970;O95970-2				238601
O95980	O95980				1.3181e+07
P00338;P00338-3	P00338;P00338-3;P00338-4				1.20977e+06
P00352	P00352				190759
P00390;P00390-2;P00390-3;P00390-4;P00390-5	P00390;P00390-2;P00390-3;P00390-4;P00390-5				729361
P00441	P00441				3.73074e+07
P00450	P00450				1.10797e+08
P00488	P00488				1.19841e+06
P00492	P00492				397835
P00505;P00505-2	P00505;P00505-2				2.19439e+06
P00533;P00533-3;P00533-4	P00533;P00533-3;P00533-4				561649
P00558	P00558;P00558-2				1.27115e+06
