Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC09.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.621e+08
A0A075B6H9	A0A075B6H9				1.10905e+07
A0A075B6I0	A0A075B6I0				1.5566e+07
A0A075B6I1	A0A075B6I1				7.30284e+06
A0A075B6I9	A0A075B6I9				4.80174e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				733136
A0A075B6J9	A0A075B6J9				2.99794e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.92512e+06
A0A075B6K5	P01715;P01717;P01718;P80748;A0A075B6K0;A0A075B6K2;A0A075B6K4;A0A075B6K5				1.89633e+07
A0A075B6K6	A0A075B6K6				37448.6
A0A075B6P5;P01615	P01615;A0A075B6P5				1.64806e+08
A0A075B6Q5	A0A075B6Q5				1.19607e+07
A0A075B6R2	A0A075B6R2				5.308e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.44748e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.29313e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				3.86327e+07
A0A075B6S6	A0A075B6S6				609989
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.16695e+06
A0A087WSY6	A0A087WSY6				7.74161e+07
A0A087WW87;P01614	P01614;A0A087WW87				152920
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.26047e+08
A0A0A0MS15	A0A0A0MS15				2.98058e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.55511e+06
A0A0A0MT89	A0A0A0MT89				1.10956e+07
A0A0B4J1U7	A0A0B4J1U7				4.01652e+07
A0A0B4J1V0	A0A0B4J1V0				2.86462e+08
A0A0B4J1V2	A0A0B4J1V2				1.20655e+07
A0A0B4J1V6	A0A0B4J1V6				644580
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.52729e+08
A0A0B4J1Y8	A0A0B4J1Y8				7.39124e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.28177e+06
