Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD05.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.42989e+08
A0A075B6H9	A0A075B6H9				1.2654e+07
A0A075B6I0	A0A075B6I0				4.75636e+07
A0A075B6I1	A0A075B6I1				1.71559e+06
A0A075B6I9	A0A075B6I9				3.84469e+07
A0A075B6J9	A0A075B6J9				1.17633e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.34813e+06
A0A075B6K5	A0A075B6K5				2.41555e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.27617e+08
A0A075B6Q5	A0A075B6Q5				1.0584e+06
A0A075B6R2	A0A075B6R2				8.38832e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.89799e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.8326e+08
A0A075B6S5	A0A075B6S5				1.60236e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.24454e+06
A0A087WSY6	A0A087WSY6				1.33356e+08
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.0623e+08
A0A0A0MRZ9	A0A0A0MRZ9				2.2663e+06
A0A0A0MS15	A0A0A0MS15				5.33568e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				660851
A0A0A0MT89	A0A0A0MT89				6.80903e+06
A0A0B4J1U7	A0A0B4J1U7				2.49831e+07
A0A0B4J1V0	A0A0B4J1V0				1.00945e+08
A0A0B4J1V2	A0A0B4J1V2				2.94189e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.02667e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.60304e+06
A0A0B4J1Y9	A0A0B4J1Y9				767209
A0A0C4DH24	A0A0C4DH24				2.09221e+06
A0A0C4DH25	A0A0C4DH25				2.76815e+07
A0A0C4DH31	A0A0C4DH31				3.93992e+06
A0A0C4DH33	A0A0C4DH33				680939
A0A0C4DH34	A0A0C4DH34				7.33826e+06
A0A0C4DH35	A0A0C4DH35				1.29204e+06
A0A0C4DH36	A0A0C4DH36				2.47182e+06
A0A0C4DH38	A0A0C4DH38				8.29526e+06
A0A0C4DH43	A0A0C4DH43				9.77002e+06
A0A0C4DH67	A0A0C4DH67				1.75957e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.17851e+07
A0A0J9YX35	A0A0J9YX35				4.51357e+06
A0A0J9YXX1	A0A0J9YXX1				1.61437e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				3.5117e+08
A1L4H1	A1L4H1;A1L4H1-2				981218
A5D6W6	A5D6W6				2.96e+06
