Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD01.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.95623e+08
A0A075B6H9	A0A075B6H9				2.01135e+07
A0A075B6I0	A0A075B6I0				2.42309e+07
A0A075B6I1	A0A075B6I1				1.92547e+06
A0A075B6I9	A0A075B6I9				2.91283e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				796356
A0A075B6J9	A0A075B6J9				3.74131e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				8.49272e+06
A0A075B6K5	A0A075B6K5				3.14353e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.36683e+08
A0A075B6R2	A0A075B6R2				7.58789e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.13361e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.12685e+08
A0A075B6S5	A0A075B6S5				1.73209e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.85444e+06
A0A087WSY6	A0A087WSY6				1.20953e+08
A0A087WW87;P01614	P01614;A0A087WW87				864658
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.20747e+08
A0A0A0MS15	A0A0A0MS15				2.18862e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				812473
A0A0A0MT89	A0A0A0MT89				3.14099e+07
A0A0B4J1U7	A0A0B4J1U7				2.6923e+07
A0A0B4J1V0	A0A0B4J1V0				1.57896e+08
A0A0B4J1V2	A0A0B4J1V2				2.49565e+07
A0A0B4J1V6	A0A0B4J1V6				2.23318e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.28627e+07
A0A0B4J1Y8	A0A0B4J1Y8				8.92804e+06
A0A0B4J1Y9	A0A0B4J1Y9				975092
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				7.5708e+06
A0A0C4DH24	A0A0C4DH24				4.15107e+06
A0A0C4DH25	A0A0C4DH25				5.04079e+07
A0A0C4DH31	A0A0C4DH31				771552
A0A0C4DH33	A0A0C4DH33				2.02432e+06
A0A0C4DH34	A0A0C4DH34				1.10259e+07
A0A0C4DH35	A0A0C4DH35				1.55557e+06
A0A0C4DH36	A0A0C4DH36				5.01373e+06
A0A0C4DH38	A0A0C4DH38				1.46909e+07
A0A0C4DH43	A0A0C4DH43				5.39463e+07
A0A0C4DH67	A0A0C4DH67				3.53027e+07
A0A0G2JS06	A0A0G2JS06				1.7254e+06
A0A0J9YX35	A0A0J9YX35				4.12282e+06
A0A0J9YXX1	A0A0J9YXX1				4.14843e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				6.08225e+08
A1L4H1	A1L4H1				1.84476e+06
A2RU67	A2RU67				178735
A5D6W6	A5D6W6				3.69845e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				165287
A6NGN9	A6NGN9				2.88949e+06
A6NL88	A6NL88				700987
A6NLU5	A6NLU5				4.17783e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				220700
C9JVW0	C9JVW0				3.23313e+06
I3L3R5	I3L3R5				164707
O00115;O00115-2	O00115;O00115-2				1.49241e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.72954e+07
O00187;O00187-2	O00187;O00187-2				3.35247e+06
O00264	O00264;O00264-2				2.26294e+06
O00299	O00299				440726
O00339;O00339-2	O00339;O00339-2;O00339-3				943956
O00391	O00391;O00391-2				7.74213e+06
O00451	O00451;O00451-2;O00451-3				3.69544e+06
O00461	O00461				2.6032e+06
O00462	O00462				2.41707e+06
O00468-6	O00468-6;O00468-7				3.74175e+06
O00533	O00533;O00533-2				4.4774e+07
O00584	O00584				4.74576e+06
O00754;O00754-2	O00754;O00754-2				590762
O14498	O14498				3.28687e+07
O14522;O14522-1	O14522;O14522-1				227937
O14594	O14594				9.83537e+06
O14668;O14668-2	O14668;O14668-2				738879
O14672	O14672				2.53161e+06
O14773	O14773				5.53783e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				3.35042e+06
O14791-2	O14791;O14791-2;O14791-3				8.12279e+06
O14793	O14793				1.08242e+06
O14917;O14917-2	O14917;O14917-2				1.63933e+06
O14960	O14960				203050
O15031	O15031				9.7814e+06
O15041;O15041-2	O15041;O15041-2				171776
O15197;O15197-3	O15197;O15197-3				781461
O15230	O15230;O15230-2				6.32152e+06
O15240	O15240				2.29372e+07
O15335	O15335				791288
O15354	O15354				4.79297e+06
O15389;Q08ET2	O15389;Q08ET2				1.40195e+06
O15394	O15394;O15394-2				1.27945e+07
O15466;O15466-2	O15466;O15466-2				330066
O43155	O43155				165127
O43157	O43157				3.18175e+06
O43173	O43173				826209
O43240	O43240				494096
O43278;O43278-2	O43278;O43278-2				4.5635e+06
O43286	O43286				1.73587e+06
O43291;O43291-2	O43291;O43291-2				1.48846e+06
O43300	O43300				472381
O43396	O43396				70495.9
O43405;O43405-2	O43405;O43405-2				3.031e+06
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				1.21966e+07
O43505	O43505				1.92776e+08
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				207007
O43529	O43529				2.49236e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				4.32846e+06
O43567	O43567				2.33761e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				101116
O43827	O43827				4.38482e+06
O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				49369.7
O43854;O43854-2	O43854;O43854-2				119591
O43866	O43866				1.10693e+07
O43897;O43897-2	O43897;O43897-2				590367
O43916	O43916				155668
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				2.74361e+06
O60242	O60242				656544
O60243	O60243				313758
O60245;O60245-2	O60245;O60245-2				798441
O60279	O60279				4.6525e+06
O60294	O60294				2.70238e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				230991
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				2.22503e+06
O60476	O60476				570359
O60512;O60512-2	O60512;O60512-2				259042
O60565	O60565				94501.6
O60568	O60568				648983
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;Q5QNW6-2				4.02749e+06
O60883	O60883				1.01599e+07
O60888-3	O60888;O60888-2;O60888-3				1.85789e+06
O60939	O60939				1.95857e+06
O75063	O75063				2.01002e+06
O75071	O75071				5.11048e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				2.83785e+06
O75078	O75078;O75078-2				1.95275e+06
O75083;O75083-3	O75083;O75083-3				550388
O75084;Q14332	O75084;Q14332				498700
O75144;O75144-2	O75144;O75144-2				5.99037e+06
O75173;O75173-2	O75173;O75173-2				2.89984e+06
O75326	O75326;O75326-2				1.45146e+07
O75339	O75339				922939
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				439611
O75368	O75368				1.07392e+06
O75467;Q6AW86	O75467;Q6AW86				1.50254e+06
O75487	O75487;O75487-2				226812
O75493	O75493				3.11519e+06
O75503	O75503				1.96843e+06
O75509	O75509				5.81704e+06
O75629	O75629				1.65828e+06
O75636;O75636-2	O75636;O75636-2				1.09079e+06
O75752	O75752				1.49211e+06
O75781;O75781-2	O75781;O75781-2				605788
O75787;O75787-2	O75787;O75787-2				2.79734e+06
O75874	O75874				263860
O75882-2;O75882-3	O75882;O75882-2;O75882-3				8.02864e+06
O75973	O75973				183503
O75976	O75976				604077
O76061	O76061				1.22716e+06
O76070	O76070				158493
O94760	O94760;O94760-2				1.88656e+06
O94766;O94766-2	O94766;O94766-2				344229
O94769	O94769;O94769-2				5.58146e+06
O94772;O94772-2	O94772;O94772-2				4.39444e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				276956
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				1.04813e+07
O94898	O94898				34431.5
O94910;O94910-2	O94910;O94910-2				2.24331e+06
O94919	O94919				9.77401e+06
O94933	O94933				568013
O94985	O94985				956600
O94985-2	O94985;O94985-2				6.03498e+07
O94991	O94991;O94991-2				1.14249e+06
O95157	O95157				411422
O95158	O95158				6.09795e+06
O95185;O95185-2	O95185;O95185-2				902049
O95196;O95196-2	O95196;O95196-2				2.05489e+06
O95206;O95206-2	O95206;O95206-2				642013
O95390	O95390				1.04132e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				2.49663e+06
O95445	O95445;O95445-2				4.28088e+07
O95450;O95450-2	O95450;O95450-2				769401
O95467	O95467				632949
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				239222
O95497	O95497				1.09743e+06
O95502	O95502				2.30071e+07
O95841	O95841				779458
O95865	O95865				304259
O95897	O95897				135412
O95967	O95967				4.38729e+06
O95980	O95980				1.30377e+07
P00338;P00338-3	P00338;P00338-3;P00338-4				2.5239e+06
P00390;P00390-2;P00390-3	P00390;P00390-2;P00390-3;P00390-4;P00390-5				816883
P00441	P00441				6.33684e+07
P00450	P00450				1.24983e+08
P00488	P00488				1.86638e+06
P00492	P00492				598130
P00505;P00505-2	P00505;P00505-2				2.58314e+07
P00533;P00533-3;P00533-4	P00533;P00533-2;P00533-3;P00533-4				719955
P00558	P00558;P00558-2				1.41263e+06
P00734	P00734				8.49467e+07
P00736	P00736				2.16321e+07
P00738	P00738;P00738-2				5.11044e+08
P00739	P00739;P00739-2				3.60632e+08
P00740;P00740-2	P00740;P00740-2				1.44666e+06
P00742	P00742				8.10201e+06
P00746	P00746				2.72918e+07
P00747	P00747				9.48104e+07
P00748	P00748				3.59346e+07
P00751	P00751;P00751-2				7.08879e+07
P00915	P00915				503987
P01008	P01008				9.13186e+08
P01009	P01009;P01009-2;P01009-3				2.43082e+09
P01011	P01011				6.01454e+08
P01019	P01019				2.58203e+08
P01023	P01023				1.80521e+08
P01024	P01024				4.6549e+08
P01031	P01031				2.54684e+07
P01033	P01033				1.21477e+07
P01034	P01034				7.74822e+08
P01036;P01037	P01036;P01037				676857
P01040	P01040				979621
P01042	P01042;P01042-2;P01042-3				2.74886e+08
P01042-2;P01042-3	P01042-2;P01042-3				1.00109e+08
P01127;P01127-2	P01127;P01127-2				1.04501e+07
P01210	P01210				1.93362e+07
P01213	P01213				795518
P01236	P01236				65565.3
P01258;P01258-2	P01258;P06881;P10092;P01258-2				1.2489e+06
P01303	P01303				607564
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				2.18501e+07
P01591	P01591				1.06939e+07
P01593;P01594	P01593;P01594				4.95709e+07
P01597;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				4.57371e+07
P01599	P01599;A0A0C4DH72				9.14583e+06
P01601	P01601				2.16633e+06
P01602	P01602				1.10308e+06
P01619	P01619				2.77151e+08
P01700	P01700				4.19099e+07
P01701	P01701				1.58816e+07
P01714	P01714				3.71304e+06
P01715	P01715				2.15811e+06
P01717	P01717				1.47452e+07
P01721	P01721				1.1731e+07
P01742	P01742				9.9339e+06
P01743	P23083;P01743;A0A0C4DH29;A0A0C4DH31;A0A0C4DH33;A0A0J9YVY3;P0DP01				8.00016e+06
P01768;P0DP03	P01768;P01772;P0DP02;P0DP03				1.92128e+07
P01780	P01780				1.02919e+08
P01814	P01814				1.582e+06
P01817	P01817				4.1648e+06
P01833	P01833				1.72379e+06
P01834	P01834				9.28531e+07
P01859;P01859-1	P01859;P01859-1				2.54403e+08
P01860;P01860-1	P01860;P01860-1				9.05889e+07
P01861;P01861-1	P01861;P01861-1				7.01818e+07
P01871;P01871-1	P01871;P0DOX6;P01871-1				1.51316e+08
P01876;P01876-1	P01876;P01876-1				3.74868e+08
P01889	P01889;P10321;P10321-2				1.72842e+06
P01903;P01906	P01903;P01906				378162
P02144	P02144				409621
P02452	P02452				7.83815e+06
P02461;P02461-2	P02461;P02461-2				1.44871e+06
P02462	P02462				265052
P02533	P02533;P08727;P08779;P19012;Q04695;P19012-2				1.07262e+06
P02538	O95678;P02538;P48668				1.05536e+06
P02647	P02647				2.43589e+09
P02649	P02649				2.37814e+09
P02652	P02652				2.95226e+08
P02654	P02654				2.19722e+07
P02655	P02655				3.41706e+06
P02656	P02656				8.91118e+06
P02671	P02671;P02671-2				3.35767e+08
P02675	P02675				5.51142e+08
P02679;P02679-2	P02679;P02679-2				2.05877e+08
P02741	P02741;P02741-2				1.17702e+06
P02743	P02743				5.435e+06
P02745	P02745				3.28543e+07
P02746	P02746				1.05191e+08
P02747	P02747				3.98559e+07
P02748	P02748				4.44295e+07
P02749	P02749				8.78411e+07
P02750	P02750				1.00815e+08
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				1.81809e+08
P02753	P02753				2.10096e+08
P02760	P02760				1.4825e+08
P02763	P02763				2.38138e+09
P02765	P02765				3.0568e+08
P02766	P02766				8.50605e+08
P02768	P02768				1.26816e+10
P02774;P02774-3	P02774;P02774-2;P02774-3				8.20752e+08
P02786	P02786				397688
P02787	P02787				2.52218e+09
P02788;P02788-2	P02788;P02788-2				6.133e+06
P02790	P02790				2.10363e+09
P02792	P02792				1.05727e+06
P02794	P02794				3.04986e+06
P03950	P03950				1.37149e+06
P03951	P03951;P03951-2				3.15492e+06
P03952	P03952				9.11744e+06
P04003	P04003				2.23822e+06
P04004	P04004				1.17824e+08
P04040	P04040				46226.8
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				1.06187e+06
P04066	P04066				1.25371e+06
P04070;P04070-2	P04070;P04070-2				2.30443e+06
P04075;P04075-2	P04075;P04075-2				8.62676e+06
P04080	P04080				1.44586e+06
P04083	P04083				668419
P04085;P04085-2	P04085;P04085-2				1.62547e+06
P04114	P04114				3.11182e+06
P04156	P04156				1.05637e+08
P04179	P04179;P04179-2;P04179-3;P04179-4				3.39102e+06
P04180	P04180				6.79277e+06
P04196	P04196				9.32444e+07
P04216	P04216				9.98773e+07
P04217	P04217;P04217-2				2.95681e+08
P04217-2	P04217-2				2.20432e+06
P04264	P04259;P04264				1.69898e+07
P04271	P04271				758948
P04275	P04275				1.16226e+06
P04278	P04278;P04278-5				6.8665e+06
P04406	P04406;P04406-2				5.38867e+06
P04430	P04430				4.49046e+06
P04439;P04439-2	P04439;P04439-2				2.88878e+06
P04440	P01911;P04440				1.27682e+06
P04746	P04746;P0DTE7;P0DTE8;P0DUB6;P19961;P19961-2;P04746-2				800153
P04792	P04792				253197
P04908;P0C0S8;P16104;P20671;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q99878;Q9BTM1;Q9BTM1-2	P04908;P0C0S8;P16104;P20671;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q99878;Q9BTM1;Q9BTM1-2				3.69384e+06
P05023;P05023-2;P05023-4	P05023;P05023-2;P05023-4				199984
P05060	P05060				1.24694e+08
P05067;P05067-11;P05067-8	P05067;P05067-4;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9				5.46936e+07
P05089;P05089-2;P05089-3	P05089;P05089-2;P05089-3				191457
P05090	P05090				1.53132e+09
P05107	P05107				480553
P05109	P05109				4.31763e+06
P05154	P05154				6.3059e+06
P05155;P05155-3	P05155;P05155-2;P05155-3				1.81938e+08
P05156	P05156				2.512e+07
P05160	P05160				3.76589e+06
P05362	P05362				1.3853e+06
P05408;P05408-2	P05408;P05408-2				3.7823e+07
P05413	P05413				1.37813e+06
P05451	P05451;P48304				709440
P05452	P05452				4.48319e+07
P05543	P05543				2.82128e+07
P05546	P05546				7.3358e+07
P05556;P05556-2;P05556-3;P05556-4;P05556-5	P05556;P05556-2;P05556-5;P05556-3;P05556-4				675994
P05937	P05937;P05937-2				1.3595e+06
P06276	P06276				3.52537e+06
P06280	P06280				273030
P06307	P06307				2.41654e+06
P06312	P06312				2.53308e+08
P06331	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				3.3517e+07
P06396	P06396;P06396-2;P06396-3;P06396-4				4.79319e+08
P06396-2	P06396-2				1.7246e+06
