Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD03.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				5.72755e+08
A0A075B6H9	A0A075B6H9				9.46218e+06
A0A075B6I0	A0A075B6I0				1.71856e+07
A0A075B6I1	A0A075B6I1				1.29911e+06
A0A075B6I9	A0A075B6I9				4.18618e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.45268e+06
A0A075B6J9	A0A075B6J9				2.03082e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.96542e+06
A0A075B6K5	A0A075B6K5				5.26079e+06
A0A075B6K6	A0A075B6K6				273974
A0A075B6P5;P01615	P01615;A0A075B6P5				8.1404e+07
A0A075B6R2	A0A075B6R2				9.96056e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.89881e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.89343e+08
A0A075B6S5	A0A075B6S5				833291
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.28751e+06
A0A087WSY4	A0A087WSY4				1.3617e+07
A0A087WSY6	A0A087WSY6				5.50779e+07
A0A087WW87;P01614	P01614;A0A087WW87				491733
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				6.5576e+08
A0A0A0MS15	A0A0A0MS15				3.76806e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.04076e+06
A0A0A0MT89	A0A0A0MT89				9.77329e+06
A0A0B4J1U7	A0A0B4J1U7				1.07301e+08
A0A0B4J1V0	A0A0B4J1V0				977379
A0A0B4J1V2	A0A0B4J1V2				1.27741e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				6.84776e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.73273e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.72965e+08
A0A0C4DH24	A0A0C4DH24				3.52492e+06
A0A0C4DH25	A0A0C4DH25				9.66046e+07
A0A0C4DH31	A0A0C4DH31				2.21609e+06
A0A0C4DH33	A0A0C4DH33				1.13499e+06
A0A0C4DH34	A0A0C4DH34				9.41023e+06
A0A0C4DH35	A0A0C4DH35				2.71231e+06
A0A0C4DH36	A0A0C4DH36				3.51178e+06
A0A0C4DH38	A0A0C4DH38				1.59052e+07
A0A0C4DH43	A0A0C4DH43				8.56755e+06
A0A0C4DH67	A0A0C4DH67				1.82191e+07
A0A0C4DH73;P01611	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.87678e+07
A0A0J9YX35	A0A0J9YX35				5.03906e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				2.53174e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				3.44571e+08
A1L4H1	A1L4H1				2.79343e+06
A2RU67	A2RU67				243509
A5D6W6	A5D6W6				9.18243e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				539166
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				317268
A6NGN9	A6NGN9				2.69095e+06
A6NL88	A6NL88				813665
A6NLU5	A6NLU5				9.33755e+06
A6NML5	A6NML5				2.88345e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				831098
B9A064;P0DOX8	B9A064;P0DOX8				1.01713e+08
C9JVW0	C9JVW0				3.31068e+06
I3L3R5	I3L3R5				405112
O00115;O00115-2	O00115;O00115-2				3.25398e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.65763e+07
O00187;O00187-2	O00187;O00187-2				3.15134e+06
O00244	O00244				247421
O00264	O00264;O00264-2				2.86349e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				1.24697e+06
O00391	O00391;O00391-2				9.88908e+06
O00451	O00451;O00451-2;O00451-3				2.94839e+06
O00461	O00461				1.56744e+06
O00462	O00462				3.96074e+06
O00468-6	O00468-6;O00468-7				8.74264e+06
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				169427
O00533	O00533;O00533-2				3.14014e+07
O00584	O00584				6.96266e+06
O00754;O00754-2	O00754;O00754-2				1.6719e+06
O14498	O14498				4.78308e+07
O14522;O14522-1	O14522;O14522-1				400786
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				71414.9
O14594	O14594				1.63147e+07
O14657	O14657				108223
O14668;O14668-2	O14668;O14668-2				851580
O14672	O14672				3.64312e+06
O14773	O14773				6.27527e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				4.35509e+06
O14791-2	O14791;O14791-2;O14791-3				9.11381e+06
O14793	O14793				1.8492e+06
O14810	O14810;Q6PUV4				652615
O14917;O14917-2	O14917;O14917-2				2.34255e+06
O14960	O14960				192647
O15031	O15031				9.19786e+06
O15041;O15041-2	O15041;O15041-2				183953
O15197;O15197-3	O15197;O15197-3				973252
O15204;O15204-2	O15204;O15204-2				1.49637e+06
O15230	O15230				1.44359e+07
O15232;O15232-2	O15232;O15232-2				124604
O15240	O15240				2.66364e+07
O15335	O15335				1.63842e+06
O15354	O15354				6.52616e+06
O15389;Q08ET2	O15389;Q08ET2				2.30588e+06
O15394	O15394;O15394-2				1.55949e+07
O15466;O15466-2	O15466;O15466-2				541017
O15498;O15498-2	O15498;O15498-2				179773
O43155	O43155				265603
O43157	O43157;O43157-2;O43157-3				5.3358e+06
O43169	O43169				99702
O43173	O43173				739985
O43240	O43240				525341
O43278;O43278-2	O43278;O43278-2				1.88888e+06
O43286	O43286				1.45566e+06
O43291;O43291-2	O43291;O43291-2				3.55714e+06
O43300	O43300				3.22697e+06
O43323	O43323				381511
O43405;O43405-2	O43405;O43405-2				4.59912e+06
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				1.88471e+07
O43505	O43505				3.2033e+08
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				517374
O43529	O43529				3.10103e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				4.94215e+06
O43567	O43567				2.49391e+06
O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6	O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6				614880
O43827	O43827				5.29562e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				172515
O43854;O43854-2	O43854;O43854-2				144632
O43866	O43866				3.74664e+06
O43916	O43916				5.28157e+07
