Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE12.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.233e+08
A0A075B6H9	A0A075B6H9				7.10862e+06
A0A075B6I0	A0A075B6I0				1.87506e+07
A0A075B6I9	A0A075B6I9				1.70939e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.54589e+06
A0A075B6J9	A0A075B6J9				115120
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.41105e+06
A0A075B6K5	A0A075B6K5				3.42107e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.67241e+07
A0A075B6R2	A0A075B6R2				1.55561e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				8.73474e+06
A0A075B6S2	A0A075B6S2				459472
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.94996e+07
A0A075B6S6	A0A075B6S6				389968
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.29363e+06
A0A087WSY6	A0A087WSY6				3.42937e+07
A0A087WW87;P01614	P01614;A0A087WW87				128109
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				8.79788e+07
A0A0A0MS15	A0A0A0MS15				6.49054e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				77289.4
A0A0A0MT89	A0A0A0MT89				8.73264e+06
A0A0B4J1U7	A0A0B4J1U7				8.13365e+06
A0A0B4J1V0	A0A0B4J1V0				5.44558e+07
A0A0B4J1V2	A0A0B4J1V2				2.086e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				3.52638e+07
A0A0B4J1Y8	A0A0B4J1Y8				938335
A0A0B4J1Y9	A0A0B4J1Y9				440871
A0A0C4DH24	A0A0C4DH24				1.35305e+06
A0A0C4DH25	A0A0C4DH25				3.532e+07
A0A0C4DH30	A0A0C4DH30				97449.9
A0A0C4DH33	A0A0C4DH33				153964
A0A0C4DH34	A0A0C4DH34				4.44657e+06
A0A0C4DH35	A0A0C4DH35				879903
A0A0C4DH36	A0A0C4DH36				3.11812e+06
A0A0C4DH38	A0A0C4DH38				9.02539e+06
A0A0C4DH43	A0A0C4DH43				7.53255e+06
A0A0C4DH67	A0A0C4DH67				290221
A0A0J9YX35	A0A0J9YX35				3.41275e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				8.53684e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.76497e+08
A1L4H1	A1L4H1				1.41194e+06
A2NJV5	A0A075B6S2;A2NJV5				6.97655e+07
A2RU67	A2RU67				152933
A5D6W6	A5D6W6				1.13147e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				589167
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				287924
A6NGN9	A6NGN9				4.62299e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				752907
A6NL88	A6NL88				974826
A6NLU5	A6NLU5				2.84024e+07
A6NML5	A6NML5				1.37658e+06
A8MTW9	A8MTW9				2.54982e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				167086
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				116977
B9A064;P0DOX8	B9A064;P0DOX8				4.828e+07
C9JVW0	C9JVW0				3.93332e+06
I3L3R5	I3L3R5				600515
O00115;O00115-2	O00115;O00115-2				2.40869e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.87516e+07
O00187;O00187-2	O00187;O00187-2				762648
O00244	O00244				315133
O00264	O00264;O00264-2				3.67537e+06
O00299	O00299				637649
O00339;O00339-2	O00339;O00339-2;O00339-3				1.02358e+06
O00391	O00391;O00391-2				8.62072e+06
O00451	O00451;O00451-2;O00451-3				8.57425e+06
O00461	O00461				4.04546e+06
O00462	O00462				5.05363e+06
O00468-6	O00468-6;O00468-7				1.26669e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				235950
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				325157
O00533	O00533;O00533-2				1.38648e+08
O00533-2	O00533-2				3.7042e+06
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.80266e+06
O00567	O00567				311663
O00584	O00584				7.52417e+06
O00754;O00754-2	O00754;O00754-2				1.17776e+06
O14498	O14498				4.39947e+07
O14514	O14514				1.64076e+06
O14522	O14522;O14522-1				1.50302e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				407332
O14594	O14594				2.25941e+07
O14668;O14668-2	O14668;O14668-2				1.73346e+06
O14672	O14672				2.8179e+06
O14745	O14745				9504.24
O14773	O14773				7.77922e+06
O14786	O14786;O14786-2;O14786-3				5.80306e+06
O14791-2	O14791;O14791-2;O14791-3				6.6756e+06
O14793	O14793				1.27515e+06
O14810	O14810;Q6PUV4				1.04602e+06
O14917;O14917-2	O14917;O14917-2				3.64934e+06
O14960	O14960				358403
O15031	O15031				5.76107e+06
O15041;O15041-2	O15041;O15041-2				220847
O15118	O15118				444345
O15197;O15197-3	O15197;O15197-3				2.14135e+06
O15204;O15204-2	O15204;O15204-2				1.35037e+06
O15230	O15230				3.61081e+06
O15232;O15232-2	O15232;O15232-2				35486.1
O15240	O15240				7.18875e+07
O15335	O15335				5.34562e+06
O15354	O15354				2.45459e+07
O15389;Q08ET2	O15389;Q08ET2				1.47675e+06
O15394	O15394;O15394-2				1.74616e+07
O15400;O15400-2	O15400;O15400-2				902866
O15466;O15466-2	O15466;O15466-2				701972
O15540;O15540-2	O15540;O15540-2				1.51135e+06
O43155	O43155				368658
O43157	O43157;O43157-2;O43157-3				1.2342e+06
O43169	O43169				93754
O43173	O43173				2.09972e+06
O43278;O43278-2	O43278;O43278-2				953190
O43286	O43286				845738
O43291	O43291				4.75415e+06
O43300	O43300				4.55418e+06
O43405;O43405-2	O43405;O43405-2				4.934e+06
O43491;O43491-4	O43491;O43491-2;O43491-3;O43491-4				53366.1
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-4;O43493-6;O43493-7				1.78255e+07
O43505	O43505				6.36471e+08
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				719257
O43529	O43529				4.68191e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				5.15473e+06
O43567	O43567				2.86832e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				386631
O43736;O43736-2	O43736;O43736-2				158622
O43827	O43827				2.57133e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				366216
O43854;O43854-2	O43854;O43854-2				1.10835e+06
O43866	O43866				1.11111e+06
O43897;O43897-2	O43897;O43897-2				766496
O43909	O43909				346152
O43916	O43916				557300
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				1.35271e+07
O60242	O60242				614556
O60243	O60243				523162
O60245;O60245-2	O60245;O60245-2				3.05343e+06
O60279	O60279				1.01812e+07
