Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA10.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.34032e+08
A0A075B6H9	A0A075B6H9				2.03792e+07
A0A075B6I0	A0A075B6I0				3.52323e+07
A0A075B6I1	A0A075B6I1				5.77836e+06
A0A075B6I9	A0A075B6I9				6.24677e+07
A0A075B6J9	A0A075B6J9				2.23316e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				8.76812e+06
A0A075B6K5	A0A075B6K5				1.5489e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				3.50276e+07
A0A075B6Q5	A0A075B6Q5				6.4285e+06
A0A075B6R2	A0A075B6R2				2.30063e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.40716e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.39219e+08
A0A075B6S5	A0A075B6S5				1.81717e+06
A0A075B6S6	A0A075B6S6				9.80245e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				9.31136e+06
A0A087WSY6	A0A087WSY6				1.35043e+08
A0A087WSZ0	A0A087WSZ0				458943
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				4.42291e+08
A0A0A0MS15	A0A0A0MS15				7.87995e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				813477
A0A0A0MT89	A0A0A0MT89				1.47746e+07
A0A0B4J1U7	A0A0B4J1U7				3.07477e+07
A0A0B4J1V0	A0A0B4J1V0				1.23064e+06
A0A0B4J1V2	A0A0B4J1V2				7.30654e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.94372e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.76374e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.12608e+08
A0A0C4DH24	A0A0C4DH24				3.51754e+06
A0A0C4DH25	A0A0C4DH25				6.38113e+07
A0A0C4DH29	A0A0C4DH29				976893
A0A0C4DH31	A0A0C4DH31				2.89262e+06
A0A0C4DH33	A0A0C4DH33				2.80277e+06
A0A0C4DH34	A0A0C4DH34				1.1896e+07
A0A0C4DH35	A0A0C4DH35				2.91469e+06
A0A0C4DH36	A0A0C4DH36				4.22153e+06
A0A0C4DH38	A0A0C4DH38				3.27601e+07
A0A0C4DH43	A0A0C4DH43				1.07209e+07
A0A0C4DH67	A0A0C4DH67				1.18992e+08
