Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E12_190226223.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.88333e+08
A0A075B6H9	A0A075B6H9				3.88781e+06
A0A075B6I0	A0A075B6I0				2.63357e+07
A0A075B6I1	A0A075B6I1				3.87729e+06
A0A075B6J1	A0A075B6J1				1.37769e+07
A0A075B6J9	A0A075B6J9				3.80036e+07
A0A075B6K2	A0A075B6K2				425191
A0A075B6K5	A0A075B6K5				1.14675e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.15092e+08
A0A075B6R2	A0A075B6R2				1.91177e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.30981e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.34947e+08
A0A075B6S5	A0A075B6S5				7.70828e+06
A0A075B6S6	A0A075B6S6				219312
A0A087WSX0	A0A087WSX0				3.06331e+06
A0A087WSY6	A0A087WSY6				4.26983e+08
A0A087WW87;P01614	P01614;A0A087WW87				201064
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.57496e+08
A0A0A0MS15	A0A0A0MS15				1.33857e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				2.82463e+06
A0A0B4J1U7	A0A0B4J1U7				1.05785e+07
A0A0B4J1V0	A0A0B4J1V0				1.16122e+06
A0A0B4J1V2	A0A0B4J1V2				3.0426e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				9.4384e+07
A0A0B4J1Y8	A0A0B4J1Y8				2.00196e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.9382e+08
A0A0B4J2H0	A0A0B4J2H0				313252
A0A0C4DH24	A0A0C4DH24				5.52557e+06
A0A0C4DH25	A0A0C4DH25				3.32924e+07
A0A0C4DH29	A0A0C4DH29				305617
A0A0C4DH31	A0A0C4DH31				889560
A0A0C4DH33	A0A0C4DH33				6.65283e+06
A0A0C4DH34	A0A0C4DH34				1.39389e+07
A0A0C4DH36	A0A0C4DH36				5.88571e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.35133e+07
A0A0C4DH39	A0A0C4DH39				4.10683e+06
A0A0C4DH43	A0A0C4DH43				7.39152e+06
A0A0C4DH67	A0A0C4DH67				2.50015e+07
A0A0G2JS06	A0A0G2JS06				1.93754e+06
A0A0J9YX35	A0A0J9YX35				8.28868e+06
A0A0J9YXX1	A0A0J9YXX1				7.61123e+06
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				272806
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				1.29288e+08
A1L4H1	A1L4H1				2.3189e+06
A2RU67	A2RU67				247540
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.34448e+06
A6NGN9	A6NGN9				5.77482e+06
A6NL88	A6NL88				673073
A6NLU5	A6NLU5				3.93973e+06
A6NML5	A6NML5				2.40684e+06
