Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A12_190103450.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				8.00059e+08
A0A075B6H9	A0A075B6H9				6.84609e+07
A0A075B6I0	A0A075B6I0				7.94583e+07
A0A075B6I1	A0A075B6I1				4.64547e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				3.92621e+06
A0A075B6J9	A0A075B6J9				1.16819e+08
A0A075B6K2	A0A075B6K2				5.15343e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.87286e+07
A0A075B6K5	A0A075B6K5				2.24181e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.2515e+09
A0A075B6Q5	A0A075B6Q5				2.47444e+07
A0A075B6R2	A0A075B6R2				6.71904e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				7.98562e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.49185e+09
A0A075B6S5	A0A075B6S5				2.28455e+06
A0A075B6S6	A0A075B6S6				1.2606e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				7.00877e+06
A0A087WSY6	A0A087WSY6				4.04009e+08
A0A087WSZ0	A0A087WSZ0				9.18446e+06
A0A087WW87;P01614	P01614;A0A087WW87				3.05979e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				8.53938e+08
A0A0A0MS15	A0A0A0MS15				9.48411e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				5.68652e+06
A0A0A0MT89	A0A0A0MT89				1.49449e+07
A0A0B4J1U7	A0A0B4J1U7				2.46486e+07
A0A0B4J1V0	A0A0B4J1V0				1.39782e+08
A0A0B4J1V2	A0A0B4J1V2				1.93745e+07
A0A0B4J1V6	A0A0B4J1V6				3.85723e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.2207e+08
A0A0B4J1Y8	A0A0B4J1Y8				7.49982e+07
A0A0B4J1Y9	A0A0B4J1Y9				9.43586e+06
A0A0C4DH24	A0A0C4DH24				1.5111e+07
A0A0C4DH25	A0A0C4DH25				1.16741e+08
A0A0C4DH33	A0A0C4DH33				1.34184e+09
A0A0C4DH34	A0A0C4DH34				2.1992e+07
A0A0C4DH35	A0A0C4DH35				1.66408e+07
A0A0C4DH36	A0A0C4DH36				2.46885e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.02162e+08
A0A0C4DH39	A0A0C4DH39				1.12472e+07
A0A0C4DH43	A0A0C4DH43				1.41688e+07
A0A0C4DH67	A0A0C4DH67				2.2135e+08
A0A0G2JMI3	A0A0G2JMI3				95067.5
A0A0G2JS06	A0A0G2JS06				3.12911e+06
A0A0J9YX35	A0A0J9YX35				4.44396e+07
A0A0J9YXX1	A0A0J9YXX1				1.37034e+07
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				952760
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				7.08663e+08
A1L4H1	A1L4H1				3.83981e+07
A5D6W6	A5D6W6				2.1238e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				611364
A6NGN9	A6NGN9				7.3814e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				2.8703e+06
A6NL88	A6NL88				2.83351e+06
A6NLU5	A6NLU5				5.39978e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				342292
A8MTW9	A8MTW9				3.54747e+06
B9A064;P0DOX8	B9A064;P0DOX8				8.45983e+08
C9JVW0	C9JVW0				9.77228e+06
I3L3R5	I3L3R5				648189
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				4.43299e+07
O00187;O00187-2	O00187;O00187-2				3.23248e+06
O00264	O00264;O00264-2				3.31425e+06
O00299	O00299				2.21581e+06
O00300	O00300				119894
O00339-2	O00339;O00339-2;O00339-3				2.15034e+06
O00391	O00391;O00391-2				4.69305e+07
O00451	O00451;O00451-2;O00451-3				1.42279e+07
O00461	O00461				9.90986e+06
O00462	O00462				5.73618e+06
O00468-6	O00468-6;O00468-7				9.01607e+06
O00533	O00533;O00533-2				1.08836e+08
O00533-2	O00533-2				234888
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.67479e+06
O00584	O00584				1.37535e+07
O00587;O00587-2	O00587;O00587-2				109157
O00754;O00754-2	O00754;O00754-2				3.28568e+06
O14498	O14498				1.20525e+08
O14514	O14514				1.02564e+06
O14522;O14522-1	O14522;O14522-1				969514
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				841687
O14594	O14594				2.16143e+07
O14657	O14657				142664
O14668;O14668-2	O14668;O14668-2				3.71279e+06
O14672	O14672				3.17716e+06
O14733;O14733-2;O14733-3;O14733-4	O14733;O14733-2;O14733-3;O14733-4				5.73456e+07
O14737;O14737-2	O14737;O14737-2				153423
O14745	O14745;O14745-2				448614
O14773	O14773				9.03454e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				9.48154e+06
O14791-2	O14791;O14791-2;O14791-3				1.08402e+08
O14793	O14793				3.77487e+06
