Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B6_79113519.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				7.64862e+08
A0A075B6H9	A0A075B6H9				2.92341e+07
A0A075B6I0	A0A075B6I0				1.36891e+08
A0A075B6I1	A0A075B6I1				2.91256e+06
A0A075B6I9	A0A075B6I9				3.77681e+08
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				8.36415e+06
A0A075B6J9	A0A075B6J9				5.60151e+06
A0A075B6K2	A0A075B6K2				5.86726e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.73098e+07
A0A075B6K5	A0A075B6K5				1.79118e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				4.1506e+08
A0A075B6Q5	A0A075B6Q5				296962
A0A075B6R2	A0A075B6R2				3.27202e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				7.02424e+07
A0A075B6S2	A0A075B6S2;A2NJV5				5.83438e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.68705e+07
A0A087WSX0	A0A087WSX0				1.11596e+07
A0A087WSY6	A0A087WSY6				4.00868e+08
A0A087WW87;P01614	P01614;A0A087WW87				1.14225e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.45282e+08
A0A0A0MS15	A0A0A0MS15				4.62966e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				4.08227e+06
A0A0A0MT89	A0A0A0MT89				1.22015e+07
A0A0B4J1U7	A0A0B4J1U7				1.16791e+08
A0A0B4J1V0	A0A0B4J1V0				4.55351e+08
A0A0B4J1V2	A0A0B4J1V2				1.38434e+07
A0A0B4J1V6	A0A0B4J1V6				2.72139e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				3.7017e+08
A0A0B4J1Y9	A0A0B4J1Y9				1.63764e+07
A0A0C4DH24	A0A0C4DH24				1.42174e+07
A0A0C4DH25	A0A0C4DH25				4.41703e+07
A0A0C4DH29	A0A0C4DH29				360134
A0A0C4DH33	A0A0C4DH33				1.23624e+06
A0A0C4DH34	A0A0C4DH34				1.57689e+07
A0A0C4DH35	A0A0C4DH35				1.23186e+07
A0A0C4DH36	A0A0C4DH36				1.78572e+07
A0A0C4DH38	A0A0C4DH38				1.87694e+08
A0A0C4DH39	A0A0C4DH39				4.95511e+06
A0A0C4DH43	A0A0C4DH43				1.27977e+08
A0A0C4DH67	A0A0C4DH67				2.56342e+06
A0A0C4DH72	P01599;A0A0C4DH72				1.17484e+07
A0A0G2JMI3	A0A0G2JMI3				3.27081e+07
A0A0G2JS06	A0A0G2JS06				1.38062e+07
A0A0J9YX35	A0A0J9YX35				2.152e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				4.01078e+08
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.04611e+08
A1L4H1	A1L4H1				2.51617e+07
A2RU67	A2RU67				853886
A5D6W6	A5D6W6				3.56324e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				3.20144e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.60908e+06
A6NGN9	A6NGN9				7.63794e+07
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.69739e+06
A6NL88	A6NL88				2.97378e+06
A6NLU5	A6NLU5				3.06415e+07
A6NML5	A6NML5				1.11358e+07
A8MTW9	A8MTW9				2.65347e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				676390
B9A064;P0DOX8	B9A064;P0DOX8				6.00915e+08
C9JVW0	C9JVW0				8.50616e+06
I3L3R5	I3L3R5				1.09189e+06
O00115;O00115-2	O00115;O00115-2				8.85123e+06
