Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_F10_190102946_repeat.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				5.79632e+08
A0A075B6H9	A0A075B6H9				3.65684e+06
A0A075B6I0	A0A075B6I0				2.89358e+07
A0A075B6I1	A0A075B6I1				7.02142e+06
A0A075B6I9	A0A075B6I9				1.06046e+08
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.66601e+06
A0A075B6J9	A0A075B6J9				5.61563e+07
A0A075B6K2	A0A075B6K2				567218
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.62446e+07
A0A075B6K5	A0A075B6K5				1.18336e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.28639e+08
A0A075B6R2	A0A075B6R2				1.58381e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				5.04853e+07
A0A075B6S2	A0A075B6S2;A2NJV5				4.16866e+08
A0A075B6S5	A0A075B6S5				3.51941e+06
A0A087WSX0	A0A087WSX0				7.52997e+06
A0A087WSY4	A0A087WSY4				1.29104e+07
A0A087WSY6	A0A087WSY6				2.01665e+08
A0A087WW87;P01614	P01614;A0A087WW87				824539
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.08699e+08
A0A0A0MS15	A0A0A0MS15				7.10135e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.58358e+06
A0A0A0MT89	A0A0A0MT89				1.05679e+07
A0A0B4J1U7	A0A0B4J1U7				1.15271e+07
A0A0B4J1V0	A0A0B4J1V0				1.08182e+06
A0A0B4J1V2	A0A0B4J1V2				2.65069e+06
A0A0B4J1V6	A0A0B4J1V6				1.16373e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.78861e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.52952e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.53461e+08
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				2.15666e+06
A0A0C4DH24	A0A0C4DH24				9.81923e+06
A0A0C4DH25	A0A0C4DH25				5.33713e+07
A0A0C4DH30	A0A0C4DH30				1.18017e+06
A0A0C4DH33	A0A0C4DH33				5.49709e+08
A0A0C4DH34	A0A0C4DH34				2.1541e+07
A0A0C4DH35	A0A0C4DH35				1.09616e+07
A0A0C4DH36	A0A0C4DH36				1.28774e+07
A0A0C4DH38	A0A0C4DH38				3.21316e+07
A0A0C4DH39	A0A0C4DH39				3.9596e+06
A0A0C4DH43	A0A0C4DH43				1.18618e+07
A0A0C4DH67	A0A0C4DH67				2.4798e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.41762e+07
A0A0G2JMI3	A0A0G2JMI3				5.78089e+06
A0A0G2JS06	A0A0G2JS06				8.1264e+06
A0A0J9YX35	A0A0J9YX35				1.47443e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				4.28988e+07
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				109221
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				1.27259e+08
A1L4H1	A1L4H1				2.41924e+06
A2RU67	A2RU67				1.0564e+06
A5D6W6	A5D6W6				1.15163e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				725409
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				725651
A6NGN9	A6NGN9				8.24176e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.49681e+06
A6NL88	A6NL88				1.47318e+06
A6NLU5	A6NLU5				1.07152e+07
A6NML5	A6NML5				3.6039e+06
A6NNZ2;P04350;P07437;P68371;Q13509;Q13509-2;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7	A6NNZ2;P04350;P07437;P68371;Q13509;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7;Q13509-2				292055
A8MTW9	A8MTW9				1.51028e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				178373
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				143016
C9JVW0	C9JVW0				3.11512e+06
I3L3R5	I3L3R5				302562
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.63851e+07
O00264	O00264;O00264-2				1.40234e+08
O00299	O00299				574579
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.52839e+06
O00391	O00391;O00391-2				2.35754e+07
O00451	O00451;O00451-2;O00451-3				7.40454e+06
O00461	O00461				2.38749e+06
O00462	O00462				3.23385e+06
O00468-6	O00468-6;O00468-7				7.2682e+06
O00533	O00533				4.5341e+06
O00533-2	O00533;O00533-2				1.47362e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				585720
O00584	O00584				7.28594e+06
O00754;O00754-2	O00754;O00754-2				1.74394e+06
O14498	O14498				2.57468e+07
O14514	O14514				1.76154e+06
O14522;O14522-1	O14522;O14522-1				333206
O14594	O14594				9.96301e+07
O14668;O14668-2	O14668;O14668-2				532731
O14672	O14672				4.92823e+06
O14733;O14733-2;O14733-3;O14733-4	O14733;O14733-2;O14733-3;O14733-4				1.3946e+07
O14745	O14745;O14745-2				90083
O14773	O14773				7.13046e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				5.55978e+06
O14791-2	O14791;O14791-2;O14791-3				2.5012e+07
O14793	O14793				817426
O14917;O14917-2	O14917;O14917-2				2.65875e+06
O15031	O15031				1.40104e+07
O15197;O15197-3	O15197;O15197-3				1.71506e+06
O15204;O15204-2	O15204;O15204-2				1.50058e+06
O15230	O15230				1.43823e+06
O15232;O15232-2	O15232;O15232-2				1.88845e+06
O15240	O15240				1.8475e+08
O15335	O15335				3.09629e+06
O15354	O15354				1.36201e+07
O15394	O15394;O15394-2				2.64896e+07
O15466;O15466-2	O15466;O15466-2				1.01846e+06
O15498;O15498-2	O15498;O15498-2				157155
O15540;O15540-2	O15540;O15540-2				1.38347e+06
O43155	O43155				632941
O43157	O43157;O43157-2;O43157-3				2.5848e+06
O43173	O43173				1.68962e+06
O43240	O43240				1.42955e+06
O43278;O43278-2	O43278;O43278-2				1.30646e+06
O43291	O43291				3.7109e+06
O43300	O43300				2.3128e+06
O43323	O43323				971252
O43405;O43405-2	O43405;O43405-2				1.85765e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				2.74857e+07
O43505	O43505				3.67667e+08
O43508	O43508				641216
O43529	O43529				5.93098e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				8.09097e+06
O43567	O43567				8.0685e+06
O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6	O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6				371116
O43827	O43827				4.6731e+06
O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				755391
O43854;O43854-2	O43854;O43854-2				501072
O43866	O43866				6.57543e+06
O43897;O43897-2	O43897;O43897-2				338166
O43909	O43909				537822
O43916	O43916				776286
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				8.8513e+06
O60242	O60242				908526
O60243	O60243;O60243-2				2.67993e+06
O60245;O60245-2	O60245;O60245-2				1.74381e+06
O60279	O60279				2.37302e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				479695
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				582511
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				5.76696e+06
O60476	O60476				2.59532e+06
O60477;O60477-2	O60477;O60477-2				133806
O60512	O60512				1.60091e+06
O60568	O60568				1.67791e+06
O60613	O60613				1.95947e+06
O60741	O60741				648121
O60883	O60883				5.78046e+07
O60888-3	O60888;O60888-2;O60888-3				6.77832e+06
O60909;O60909-2;O60909-3	O60909;O60909-2;O60909-3				2.93634e+06
O60939	O60939				1.9986e+06
O75063	O75063				1.84521e+06
O75071	O75071				2.79581e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				3.30548e+06
O75078	O75078;O75078-2				3.14781e+06
O75083	O75083;O75083-3				1.32033e+06
O75084;Q14332	O75084;Q14332				463072
O75144;O75144-2	O75144;O75144-2;O75144-3				2.54594e+07
O75173;O75173-2	O75173;O75173-2				6.47192e+06
O75223	O75223				727443
O75326	O75326;O75326-2				2.48379e+07
O75339	O75339				524021
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				580647
O75368	O75368				1.07806e+06
O75487;O75487-2	O75487;O75487-2				233606
O75493	O75493				8.50579e+06
O75503	O75503				3.15379e+06
O75509	O75509				1.16399e+07
O75629	O75629				1.05733e+06
O75636;O75636-2	O75636;O75636-2				2.37741e+06
O75711	O75711				9.44808e+07
O75752	O75752				2.84912e+06
O75787;O75787-2	O75787;O75787-2				8.71987e+06
O75828	O75828				742213
O75874	O75874				353443
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.2887e+07
O75884;O75884-2	O75884;O75884-2				7.02749e+06
O75973	O75973				298756
O75976	O75976				7.868e+06
O76061	O76061				2.84597e+06
O94760	O94760				2.48945e+06
O94766	O94766;Q9NPZ5				2.36109e+06
O94769	O94769;O94769-2				9.41131e+06
O94772;O94772-2	O94772;O94772-2				3.9694e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				373422
O94856;O94856-11;O94856-13;O94856-6;O94856-7	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				2.64074e+07
O94898	O94898				1.55209e+07
O94910;O94910-2	O94910;O94910-2				4.15975e+06
O94919	O94919				3.08022e+07
O94933	O94933				589330
O94973;O94973-2	O94973;O94973-2				82289
O94985	O94985				1.20013e+06
O94985-2	O94985;O94985-2				1.5991e+08
O94991	O94991;O94991-2				6.54137e+06
O95157	O95157				6.28409e+06
O95158	O95158				9.29402e+06
O95185;O95185-2	O95185;O95185-2				1.42246e+06
O95196;O95196-2	O95196;O95196-2				3.78829e+06
O95206;O95206-2	O95206;O95206-2				3.25633e+06
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4				591128
O95336	O95336				1.92375e+06
O95390	O95390				3.10365e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				5.01844e+06
O95445	O95445;O95445-2				1.47703e+07
O95445-2	O95445-2				1.27493e+06
O95450;O95450-2	O95450;O95450-2				971752
O95467	O95467				1.37893e+06
O95477	O95477				3.12634e+06
O95479;O95479-2	O95479;O95479-2				629970
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				131451
O95497	O95497				1.89313e+06
O95502	O95502				9.1641e+07
O95633;O95633-2	O95633;O95633-2				2.36529e+06
O95803;O95803-3;Q9H3R1	O95803;Q9H3R1;O95803-2;O95803-3				2.45444e+06
O95841	O95841				166557
O95865	O95865				177873
O95881	O95881				69571.1
O95897	O95897				236341
O95967	O95967				6.76448e+06
O95970	O95970;O95970-2				233111
O95980	O95980				1.05659e+07
O95998	O95998;O95998-4				9.42496e+06
P00325;P00325-2;P00326;P07327	P00325;P00326;P07327;P00325-2				316779
P00338;P00338-3	P00338;P00338-3;P00338-4				1.06538e+07
P00352	O94788;P00352;P05091;P30837;P47895;O94788-2;O94788-3;O94788-4;P05091-2				300846
P00390;P00390-2;P00390-3;P00390-4;P00390-5	P00390;P00390-2;P00390-3;P00390-4;P00390-5				1.68895e+06
P00441	P00441				2.07558e+08
P00450	P00450				1.33284e+08
P00488	P00488				2.14637e+06
P00492	P00492				1.08209e+06
P00505	P00505;P00505-2				3.25237e+06
P00533;P00533-3;P00533-4	P00533;P00533-3;P00533-4				732150
P00558	P00558;P07205;P00558-2				4.63925e+06
P00568	P00568				555941
P00734	P00734				7.79275e+07
P00736	P00736				9.34299e+07
P00738	P00738;P00738-2				7.05189e+08
P00739	P00739;P00739-2				2.24197e+06
P00740;P00740-2	P00740;P00740-2				4.31927e+06
P00742	P00742				1.97198e+07
P00746	P00746				2.25491e+07
P00747	P00747				1.73096e+08
P00748	P00748				6.82581e+07
P00751	P00751;P00751-2				1.8479e+08
P00915	P00915				970603
P00966	P00966				1.43166e+06
P01008	P01008				1.029e+09
P01009	P01009;P01009-2;P01009-3				5.25032e+09
P01011	P01011				9.96347e+08
P01019	P01019				1.79659e+08
P01023	P01023				3.29048e+08
P01024	P01024				1.13249e+09
P01031	P01031				4.2145e+07
P01033	P01033				3.51322e+07
P01034	P01034				1.19321e+09
P01036;P01037	P01036;P01037				465161
P01042	P01042;P01042-2;P01042-3				1.00176e+08
P01042-2;P01042-3	P01042-2;P01042-3				1.15314e+08
P01127;P01127-2	P01127;P01127-2				2.78277e+07
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				612363
P01178	P01178				2.37277e+06
P01210	P01210				4.14473e+07
P01213	P01213				3.16795e+06
P01236	P01236				103209
P01258;P01258-2	P01258;P06881;P10092;P01258-2				1.66098e+06
P01282;P01282-2	P01282;P01282-2				735940
P01303	P01303				4.98579e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				5.32078e+06
P01591	P01591				7.32986e+06
P01593;P01594	P01593;P01594				2.17551e+07
P01599	P01599;A0A0C4DH72				3.92474e+06
P01601	P01601				2.96062e+06
P01602	P01602				7.08332e+06
P01619	P01619				5.97898e+08
P01700	P01700				9.22219e+07
P01701	P01701				3.8926e+06
P01703	P01703				1.50697e+07
P01705	P01704;P01705				1.30136e+07
P01706	P01706				4.39032e+06
P01709	P01706;P01709;P0DOX8				2.36752e+07
P01714	P01714				1.32465e+07
P01715	P01715				6.57e+06
P01717	P01717				1.10304e+08
P01721	P01721				4.01187e+06
P01742	P01742				9.5577e+07
P01743	P01743				1.83159e+06
P01768;P0DP03	P01768;P01772;P0DP02;P0DP03				3.7522e+07
P01780	P01780				1.22693e+08
P01817	P01817				5.27553e+06
P01833	P01833				192695
P01834	P01834				3.22803e+07
P01859;P01859-1	P01859;P01859-1				2.74882e+09
P01860;P01860-1	P01860;P01860-1				8.62646e+07
