Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE08.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.27432e+08
A0A075B6H9	A0A075B6H9				7.653e+06
A0A075B6I0	A0A075B6I0				1.3519e+07
A0A075B6I1	A0A075B6I1				774450
A0A075B6I9	A0A075B6I9				1.03472e+07
A0A075B6J1	A0A075B6J1				896920
A0A075B6J9	A0A075B6J9				1.23432e+06
A0A075B6K2	A0A075B6K2				69982.3
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.69022e+06
A0A075B6K5	A0A075B6K5				3.59593e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				8.31711e+07
A0A075B6R2	A0A075B6R2				7.86881e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				7.3642e+06
A0A075B6S2	A0A075B6S2				248749
A0A087WSX0	A0A087WSX0;A0A0G2JS06				592067
A0A087WSY4	A0A087WSY4				1.10233e+07
A0A087WSY6	A0A087WSY6				3.11534e+07
A0A087WW87;P01614	P01614;A0A087WW87				150718
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.38305e+08
A0A0A0MS15	A0A0A0MS15				3.92217e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				159946
A0A0A0MT89	A0A0A0MT89				5.03749e+06
A0A0B4J1U7	A0A0B4J1U7				5.66695e+06
A0A0B4J1V0	A0A0B4J1V0				1.27464e+06
A0A0B4J1V2	A0A0B4J1V2				2.14649e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.58093e+07
A0A0B4J1Y8	A0A0B4J1Y8				2.80265e+06
A0A0B4J1Y9	A0A0B4J1Y9				6.06947e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.41869e+07
A0A0C4DH24	A0A0C4DH24				1.35189e+06
A0A0C4DH25	A0A0C4DH25				3.40775e+07
A0A0C4DH31	A0A0C4DH31				1.44512e+06
A0A0C4DH33	A0A0C4DH33				317260
A0A0C4DH34	A0A0C4DH34				5.56342e+06
A0A0C4DH35	A0A0C4DH35				1.73243e+07
A0A0C4DH36	A0A0C4DH36				1.86352e+06
A0A0C4DH38	A0A0C4DH38				7.4341e+06
A0A0C4DH43	A0A0C4DH43				2.39443e+06
A0A0C4DH67	A0A0C4DH67				1.83886e+07
A0A0J9YX35	A0A0J9YX35				2.80786e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.68846e+08
A1L4H1	A1L4H1				2.10331e+06
A2NJV5	A0A075B6S2;A2NJV5				7.82171e+07
A2RU67	A2RU67				193770
A5D6W6	A5D6W6				4.75598e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				904385
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				156112
A6NGN9	A6NGN9				4.94822e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				840760
A6NL88	A6NL88				1.22383e+06
A6NLU5	A6NLU5				5.96502e+06
A6NML5	A6NML5				1.72753e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				50589.3
C9JVW0	C9JVW0				3.93986e+06
I3L3R5	I3L3R5				464303
O00115;O00115-2	O00115;O00115-2				2.11296e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				5.18729e+06
O00187;O00187-2	O00187;O00187-2				1.17867e+06
O00244	O00244				336047
O00264	O00264;O00264-2				1.49308e+06
O00299	O00299				489951
O00339;O00339-2	O00339;O00339-2;O00339-3				570891
O00391	O00391;O00391-2				5.67661e+06
O00451	O00451;O00451-2;O00451-3				7.25191e+06
O00461	O00461				3.32576e+06
O00462	O00462				8.34396e+08
O00468-6	O00468-6;O00468-7				8.57572e+06
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				602627
O00533	O00533				5.59045e+06
O00533-2	O00533;O00533-2				5.37443e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				324472
O00584	O00584				5.59225e+06
O00754;O00754-2	O00754;O00754-2				627832
O14498	O14498				3.74905e+07
O14514	O14514				1.32572e+06
O14522	O14522;O14522-1				1.38708e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				373461
O14594	O14594				2.59886e+07
O14668;O14668-2	O14668;O14668-2				719631
O14672	O14672				2.74549e+06
O14773	O14773				3.80636e+06
O14786	O14786;O14786-2;O14786-3				2.08156e+06
O14791-2	O14791;O14791-2;O14791-3				5.97468e+06
O14793	O14793				1.28762e+06
O14810	O14810;Q6PUV4				803685
O14917;O14917-2	O14917;O14917-2				2.41584e+06
O15031	O15031				6.09439e+06
O15041;O15041-2	O15041;O15041-2				245682
O15197;O15197-3	O15197;O15197-3				804233
O15204;O15204-2	O15204;O15204-2				1.23513e+06
O15230	O15230				2.17344e+06
O15232;O15232-2	O15232;O15232-2				960596
O15240	O15240				8.38117e+07
O15335	O15335				2.35112e+06
O15354	O15354				1.29148e+07
O15389;Q08ET2	O15389;Q08ET2				3.97032e+06
O15394	O15394;O15394-2				1.52115e+07
O15400;O15400-2	O15400;O15400-2				474609
O15466;O15466-2	O15466;O15466-2				787109
