Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE10.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.04009e+08
A0A075B6H9	A0A075B6H9				4.6142e+06
A0A075B6I0	A0A075B6I0				1.432e+07
A0A075B6I1	A0A075B6I1				403368
A0A075B6I9	A0A075B6I9				1.3403e+07
A0A075B6J1	A0A075B6J1				1.2005e+06
A0A075B6J9	A0A075B6J9				330289
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.26032e+06
A0A075B6K5	A0A075B6K5				2.95911e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				7.04841e+07
A0A075B6Q5	A0A075B6Q5				1.25677e+06
A0A075B6R2	A0A075B6R2				4.92322e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.51854e+07
A0A075B6S2	A0A075B6S2;A2NJV5				6.01502e+07
A0A075B6S5	A0A075B6S5				1.24581e+06
A0A075B6S6	A0A075B6S6				174229
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.18453e+06
A0A087WSY6	A0A087WSY6				1.86273e+07
A0A087WSZ0	A0A087WSZ0				418567
A0A087WW87;P01614	P01614;A0A087WW87				41967.7
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.40061e+08
A0A0A0MS15	A0A0A0MS15				1.08589e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				192132
A0A0A0MT89	A0A0A0MT89				5.80493e+06
A0A0B4J1U7	A0A0B4J1U7				8.40105e+06
A0A0B4J1V0	A0A0B4J1V0				2.25764e+06
A0A0B4J1V2	A0A0B4J1V2				1.6636e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.18357e+07
A0A0B4J1Y9	A0A0B4J1Y9				4.36544e+07
A0A0C4DH24	A0A0C4DH24				2.73692e+06
A0A0C4DH25	A0A0C4DH25				2.2109e+07
A0A0C4DH31	A0A0C4DH31				2.0005e+06
A0A0C4DH33	A0A0C4DH33				236127
A0A0C4DH34	A0A0C4DH34				4.21876e+06
A0A0C4DH35	A0A0C4DH35				1.30216e+06
A0A0C4DH36	A0A0C4DH36				2.06812e+06
A0A0C4DH38	A0A0C4DH38				1.32481e+07
A0A0C4DH43	A0A0C4DH43				7.17916e+06
A0A0C4DH67	A0A0C4DH67				1.52468e+07
A0A0J9YX35	A0A0J9YX35				1.91819e+06
A0A0J9YXX1	A0A0J9YXX1				7.17044e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.74682e+08
A1L4H1	A1L4H1				1.51319e+06
A2RU67	A2RU67				259699
A5D6W6	A5D6W6				1.30283e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				856535
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				381395
A6NGN9	A6NGN9				3.4591e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.11968e+06
A6NL88	A6NL88				477972
A6NLU5	A6NLU5				3.20501e+07
A6NML5	A6NML5				2.87552e+06
A8MTW9	A8MTW9				1.36778e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				64135
C9JVW0	C9JVW0				5.95277e+06
I3L3R5	I3L3R5				452556
O00115;O00115-2	O00115;O00115-2				2.64757e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.28397e+07
O00187;O00187-2	O00187;O00187-2				1.05027e+06
O00244	O00244				337222
O00264	O00264;O00264-2				3.01141e+06
O00292;O00292-2;O75610	O00292;O75610;O00292-2				287227
O00299	O00299				525086
O00339;O00339-2	O00339;O00339-2;O00339-3				744702
O00391	O00391;O00391-2				1.10929e+07
O00451	O00451;O00451-2;O00451-3				6.3952e+06
O00461	O00461				4.09501e+06
O00462	O00462				4.33217e+06
O00468-6	O00468-6;O00468-7				7.97863e+06
O00533	O00533				4.13622e+06
O00533-2	O00533;O00533-2				5.55092e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.36578e+06
