Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE05.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.66714e+08
A0A075B6H9	A0A075B6H9				5.45766e+06
A0A075B6I0	A0A075B6I0				1.365e+07
A0A075B6I1	A0A075B6I1				2.64195e+06
A0A075B6I9	A0A075B6I9				2.81762e+07
A0A075B6J1	A0A075B6J1				596666
A0A075B6J9	A0A075B6J9				628784
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.22563e+06
A0A075B6K5	A0A075B6K5				1.34846e+07
A0A075B6K6	A0A075B6K6				393740
A0A075B6P5;P01615	P01615;A0A075B6P5				1.73765e+08
A0A075B6Q5	A0A075B6Q5				1.08912e+06
A0A075B6R2	A0A075B6R2				9.97552e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.83761e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.00824e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				9.84215e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				4.56239e+06
A0A087WSY4	A0A087WSY4				1.13706e+07
A0A087WSY6	A0A087WSY6				5.08869e+07
A0A087WW87;P01614	P01614;A0A087WW87				238553
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.59178e+08
A0A0A0MS15	A0A0A0MS15				2.71718e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.14854e+06
A0A0A0MT89	A0A0A0MT89				6.80746e+06
A0A0B4J1U7	A0A0B4J1U7				2.10807e+07
A0A0B4J1V0	A0A0B4J1V0				9.68984e+07
A0A0B4J1V2	A0A0B4J1V2				5.11474e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				4.08816e+07
A0A0B4J1Y8	A0A0B4J1Y8				4.13224e+06
A0A0B4J1Y9	A0A0B4J1Y9				5.42447e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				9.76565e+06
A0A0C4DH24	A0A0C4DH24				4.93625e+06
A0A0C4DH25	A0A0C4DH25				5.01141e+07
A0A0C4DH31	A0A0C4DH31				2.43905e+06
A0A0C4DH33	A0A0C4DH33				719325
A0A0C4DH34	A0A0C4DH34				6.38513e+06
A0A0C4DH35	A0A0C4DH35				1.03391e+06
A0A0C4DH36	A0A0C4DH36				3.43505e+06
A0A0C4DH38	A0A0C4DH38				3.5604e+07
A0A0C4DH43	A0A0C4DH43				5.60783e+06
A0A0C4DH67	A0A0C4DH67				651907
A0A0C4DH72	P01599;A0A0C4DH72				1.51873e+07
A0A0J9YX35	A0A0J9YX35				5.71913e+06
A0A0J9YXX1	A0A0J9YXX1				2.76488e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				4.04321e+08
A1L4H1	A1L4H1				1.37612e+06
A2RU67	A2RU67				167434
A5D6W6	A5D6W6				1.1464e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.16532e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				330834
A6NGN9	A6NGN9				3.657e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.47717e+06
A6NL88	A6NL88				441819
A6NLU5	A6NLU5				7.81821e+06
A6NML5	A6NML5				1.81883e+06
A6NNZ2;P04350;P07437;P68371;Q13509;Q13509-2;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7	A6NNZ2;P04350;P07437;P68371;Q13509;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7;Q13509-2				176648
A8MTW9	A8MTW9				987506
B9A064;P0DOX8	B9A064;P0DOX8				1.63115e+08
C9JVW0	C9JVW0				8.52859e+06
I3L3R5	I3L3R5				472380
O00115;O00115-2	O00115;O00115-2				3.39582e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.49371e+07
O00187;O00187-2	O00187;O00187-2				1.43403e+06
O00244	O00244				6.7024e+07
O00264	O00264;O00264-2				3.04041e+06
O00299	O00299				1.10785e+06
O00339;O00339-2	O00339;O00339-2;O00339-3				1.13452e+06
O00391	O00391;O00391-2				8.82806e+06
O00451	O00451;O00451-2;O00451-3				3.82802e+06
