Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_F2_190226445.mzML
A0A075B6H9	A0A075B6H9				4.22561e+07
A0A075B6I0	A0A075B6I0				2.05793e+08
A0A075B6I1	A0A075B6I1				9.61806e+06
A0A075B6I9;P04211	P04211;A0A075B6I9				6.35053e+08
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				5.23717e+06
A0A075B6J9	A0A075B6J9				5.92351e+07
A0A075B6K2	A0A075B6K2				5.63174e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.68788e+07
A0A075B6K5	A0A075B6K5				1.59171e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				3.23977e+08
A0A075B6R2	A0A075B6R2				6.17558e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.2046e+07
A0A075B6S2	A0A075B6S2;A2NJV5				4.72563e+08
A0A075B6S6	A0A075B6S6				1.36437e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.06659e+08
A0A0A0MS15	A0A0A0MS15				2.16443e+06
A0A0B4J1U7	A0A0B4J1U7				1.65833e+08
A0A0B4J1V0	A0A0B4J1V0				2.63521e+08
A0A0B4J1V2	A0A0B4J1V2				1.48262e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.56406e+08
A0A0B4J1Y8	A0A0B4J1Y8				9.9049e+07
A0A0C4DH24	A0A0C4DH24				5.58593e+06
A0A0C4DH25	A0A0C4DH25				2.9414e+07
A0A0C4DH33	A0A0C4DH33				1.61975e+06
A0A0C4DH34	A0A0C4DH34				2.4851e+07
A0A0C4DH35	A0A0C4DH35				2.44672e+07
A0A0C4DH36	A0A0C4DH36				1.65326e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				4.66498e+07
A0A0C4DH39	A0A0C4DH39				2.96294e+07
A0A0C4DH43	A0A0C4DH43				2.84731e+08
A0A0C4DH67	A0A0C4DH67				2.40991e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				3.81644e+06
A0A0G2JMI3	A0A0G2JMI3				8.7193e+07
A0A0G2JS06	A0A0G2JS06				5.95253e+06
A0A0J9YX35	A0A0J9YX35				8.1385e+06
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				1.06949e+06
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				2.47383e+08
A1L4H1	A1L4H1				1.72933e+07
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.98193e+06
A6NGN9	A6NGN9				5.85979e+06
A6NL88	A6NL88				2.47413e+06
A6NLU5	A6NLU5				1.80855e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				31400.2
A6NNZ2;P04350;P07437;P68371;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1	A6NNZ2;P04350;P07437;P68371;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1				827375
A8MTW9	A8MTW9				2.44903e+06
