Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE01.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.43277e+08
A0A075B6H9	A0A075B6H9				4.13116e+06
A0A075B6I0	A0A075B6I0				1.60104e+07
A0A075B6I1	A0A075B6I1				3.45522e+06
A0A075B6I9	A0A075B6I9				1.07735e+07
A0A075B6J9	A0A075B6J9				347234
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.46755e+06
A0A075B6K5	A0A075B6K5				4.5093e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				6.56008e+07
A0A075B6R2	A0A075B6R2				3.03124e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.11618e+07
A0A075B6S2	A0A075B6S2;A2NJV5				8.12187e+07
A0A075B6S5	A0A075B6S5				1.17848e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				742388
A0A087WSY6	A0A087WSY6				8.73804e+06
A0A087WW87;P01614	P01614;A0A087WW87				107154
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.49077e+08
A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.00066e+06
A0A0A0MS15	A0A0A0MS15				1.12371e+07
A0A0A0MT89	A0A0A0MT89				5.34938e+06
A0A0B4J1U7	A0A0B4J1U7				1.73007e+07
A0A0B4J1V0	A0A0B4J1V0				3.03273e+07
A0A0B4J1V2	A0A0B4J1V2				3.19279e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.45469e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.69637e+06
A0A0B4J1Y9	A0A0B4J1Y9				680563
A0A0C4DH24	A0A0C4DH24				1.50885e+06
A0A0C4DH25	A0A0C4DH25				4.26195e+07
A0A0C4DH33	A0A0C4DH33				260005
A0A0C4DH34	A0A0C4DH34				3.25822e+06
A0A0C4DH35	A0A0C4DH35				935863
A0A0C4DH36	A0A0C4DH36				1.5411e+06
A0A0C4DH38	A0A0C4DH38				1.3598e+07
A0A0C4DH43	A0A0C4DH43				2.19114e+07
A0A0C4DH67	A0A0C4DH67				3.30125e+07
A0A0C4DH72	P01599;A0A0C4DH72				2.06213e+07
A0A0J9YX35	A0A0J9YX35				4.32458e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				9.54825e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.27515e+08
A1L4H1	A1L4H1				1.77349e+06
A2RU67	A2RU67				241770
A5D6W6	A5D6W6				7.20613e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.02922e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				156590
A6NGN9	A6NGN9				2.1359e+06
A6NL88	A6NL88				1.00861e+06
A6NLU5	A6NLU5				2.13301e+07
A6NML5	A6NML5				929813
A8MTW9	A8MTW9				2.40272e+06
C9JVW0	C9JVW0				6.60711e+06
I3L3R5	I3L3R5				500298
O00115;O00115-2	O00115;O00115-2				1.77084e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.31719e+07
O00187;O00187-2	O00187;O00187-2				837872
O00244	O00244				255228
O00264	O00264;O15173;O15173-2				2.00715e+06
O00299	O00299				411793
O00339;O00339-2	O00339;O00339-2;O00339-3				960519
O00391	O00391;O00391-2				7.8908e+06
O00451	O00451;O00451-2;O00451-3				2.85754e+06
O00461	O00461				2.67318e+06
O00462	O00462				3.32271e+06
O00468-6	O00468-6;O00468-7				1.03716e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				1.0276e+06
O00533	O00533;O00533-2				3.4828e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				285723
O00584	O00584				3.09465e+06
O00754;O00754-2	O00754;O00754-2				898605
