Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA05.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.86053e+08
A0A075B6H9	A0A075B6H9				3.10063e+07
A0A075B6I0	A0A075B6I0				4.80693e+07
A0A075B6I1	A0A075B6I1				6.68862e+06
A0A075B6I9	A0A075B6I9				8.00215e+07
A0A075B6J1	A0A075B6J1				1.71154e+06
A0A075B6J9	A0A075B6J9				1.84363e+07
A0A075B6K2	A0A075B6K2				1.65195e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.24304e+06
A0A075B6K5	A0A075B6K5				7.27385e+06
A0A075B6K6	A0A075B6K6				419664
A0A075B6P5;P01615	P01615;A0A075B6P5				5.00367e+07
A0A075B6Q5	A0A075B6Q5				768576
A0A075B6R2	A0A075B6R2				1.46888e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.86173e+07
A0A075B6S2	A0A075B6S2				4.60828e+06
A0A075B6S5	A0A075B6S5				1.68897e+06
A0A075B6S6	A0A075B6S6				754577
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.42381e+06
A0A087WSY6	A0A087WSY6				1.10174e+08
A0A087WSZ0	A0A087WSZ0				535885
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.13371e+08
A0A0A0MS15	A0A0A0MS15				1.48224e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				2.12583e+06
A0A0A0MT89	A0A0A0MT89				8.70894e+06
A0A0B4J1U7	A0A0B4J1U7				1.08908e+07
A0A0B4J1V0	A0A0B4J1V0				746468
A0A0B4J1V2	A0A0B4J1V2				1.05498e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				5.07797e+07
A0A0B4J1Y8	A0A0B4J1Y8				4.71809e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.04558e+08
A0A0C4DH24	A0A0C4DH24				577704
A0A0C4DH25	A0A0C4DH25				4.76047e+07
A0A0C4DH31	A0A0C4DH31				2.2952e+06
A0A0C4DH33	A0A0C4DH33				172446
A0A0C4DH34	A0A0C4DH34				7.47858e+06
A0A0C4DH35	A0A0C4DH35				1.86481e+06
A0A0C4DH36	A0A0C4DH36				7.2166e+06
A0A0C4DH38	A0A0C4DH38				2.12183e+07
A0A0C4DH43	A0A0C4DH43				8.06389e+06
