Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE09.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.30127e+08
A0A075B6H9	A0A075B6H9				6.04995e+06
A0A075B6I0	A0A075B6I0				1.09426e+07
A0A075B6I1	A0A075B6I1				1.46833e+06
A0A075B6J1	A0A075B6J1				443809
A0A075B6J9	A0A075B6J9				1.03287e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				440683
A0A075B6K5	A0A075B6K5				1.96728e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				6.95261e+07
A0A075B6Q5	A0A075B6Q5				1.15882e+06
A0A075B6R2	A0A075B6R2				4.82906e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.59837e+06
A0A075B6S2	A0A075B6S2;A2NJV5				6.32796e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.30927e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.60902e+06
A0A087WSY6	A0A087WSY6				4.23958e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				6.70524e+07
A0A0A0MS15	A0A0A0MS15				2.01139e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				269462
A0A0A0MT89	A0A0A0MT89				4.48149e+06
A0A0B4J1U7	A0A0B4J1U7				1.04631e+07
A0A0B4J1V0	A0A0B4J1V0				3.44204e+07
A0A0B4J1V2	A0A0B4J1V2				1.11234e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.4636e+07
A0A0B4J1Y8	A0A0B4J1Y8				336455
A0A0B4J1Y9	A0A0B4J1Y9				1.04787e+06
A0A0C4DH24	A0A0C4DH24				531616
A0A0C4DH25	A0A0C4DH25				1.20477e+07
A0A0C4DH31;P23083	P23083;A0A0C4DH31				1.28561e+06
A0A0C4DH33	A0A0C4DH33				1.39437e+06
A0A0C4DH34	A0A0C4DH34				3.45503e+06
A0A0C4DH35	A0A0C4DH35				409362
A0A0C4DH36	A0A0C4DH36				1.37481e+06
A0A0C4DH38	A0A0C4DH38				1.20188e+07
A0A0C4DH43	A0A0C4DH43				2.29886e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.03366e+07
A0A0J9YX35	A0A0J9YX35				1.11965e+06
A0A0J9YXX1	A0A0J9YXX1				862186
