Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE11.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.44126e+08
A0A075B6H9	A0A075B6H9				1.50003e+07
A0A075B6I0	A0A075B6I0				1.70641e+07
A0A075B6I1	A0A075B6I1				8.07204e+06
A0A075B6I9	A0A075B6I9				5.25983e+07
A0A075B6J9	A0A075B6J9				2.24342e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.74997e+06
A0A075B6K5	A0A075B6K5				1.25204e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.42268e+08
A0A075B6Q5	A0A075B6Q5				7.2453e+06
A0A075B6R2	A0A075B6R2				1.47475e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.7887e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.02185e+08
A0A075B6S5	A0A075B6S5				2.24477e+06
A0A087WSX0	A0A087WSX0				3.53194e+06
A0A087WSY6	A0A087WSY6				1.08352e+08
A0A087WW87;P01614	P01614;A0A087WW87				262659
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.92349e+08
A0A0A0MS15	A0A0A0MS15				1.87959e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				583253
A0A0A0MT89	A0A0A0MT89				7.44838e+06
A0A0B4J1U7	A0A0B4J1U7				1.58261e+07
A0A0B4J1V0	A0A0B4J1V0				2.35221e+08
A0A0B4J1V2	A0A0B4J1V2				1.29119e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				4.00899e+07
A0A0B4J1Y8	A0A0B4J1Y8				6.45346e+06
A0A0B4J1Y9	A0A0B4J1Y9				707103
