Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_E5_CSF_123.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.4583e+08
A0A075B6H9	A0A075B6H9				8.80073e+06
A0A075B6I0	A0A075B6I0				2.01528e+07
A0A075B6I1	A0A075B6I1				1.31585e+06
A0A075B6J1	A0A075B6J1				1.46064e+06
A0A075B6J9	A0A075B6J9				1.62699e+06
A0A075B6K2	A0A075B6K2				1.02096e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.61746e+06
A0A075B6K5	A0A075B6K5				2.3805e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				9.21454e+07
A0A075B6R2	A0A075B6R2				1.01736e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.15988e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.34409e+08
A0A075B6S5	A0A075B6S5				2.52483e+06
A0A087WSX0	A0A087WSX0				3.59989e+06
A0A087WSY6	A0A087WSY6				6.05389e+07
A0A087WW87;P01614	P01614;A0A087WW87				581325
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.12997e+08
A0A0A0MS15	A0A0A0MS15				1.64825e+06
A0A0A0MT89	A0A0A0MT89				5.01515e+06
A0A0B4J1U7	A0A0B4J1U7				1.15461e+07
A0A0B4J1V0	A0A0B4J1V0				8.74468e+07
A0A0B4J1V2	A0A0B4J1V2				6.29677e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				5.77784e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.59489e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.63543e+06
A0A0C4DH24	A0A0C4DH24				1.57538e+06
A0A0C4DH25	A0A0C4DH25				1.2037e+07
A0A0C4DH31	A0A0C4DH31				510296
A0A0C4DH33	A0A0C4DH33				317780
A0A0C4DH34	A0A0C4DH34				7.09591e+06
A0A0C4DH35	A0A0C4DH35				616846
A0A0C4DH36	A0A0C4DH36				1.63477e+07
A0A0C4DH38	A0A0C4DH38				9.39886e+06
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				1.99774e+07
A0A0C4DH43	A0A0C4DH43				4.96432e+06
A0A0C4DH67	A0A0C4DH67				1.0523e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.23798e+07
A0A0G2JMI3	A0A0G2JMI3				9.44126e+06
A0A0G2JS06	A0A0G2JS06				7.20833e+06
A0A0J9YX35	A0A0J9YX35				4.83949e+06
A0A0J9YXX1	A0A0J9YXX1				2.129e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.17084e+08
A1L4H1	A1L4H1				1.67983e+06
A2NJV5	A2NJV5				40278.6
A2RU67	A2RU67				1.07503e+06
A5D6W6	A5D6W6				555274
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.78843e+06
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				745770
A6NGN9	A6NGN9				5.04529e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.34249e+06
A6NL88	A6NL88				971302
A6NLU5	A6NLU5				1.28749e+07
A6NML5	A6NML5				2.24783e+06
A8MTW9	A8MTW9				318480
