Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B11_CSF_506-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.46817e+08
A0A075B6I0	A0A075B6I0				5.13017e+07
A0A075B6I1	A0A075B6I1				5.88882e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				870887
A0A075B6J9	A0A075B6J9				8.35267e+06
A0A075B6K2	A0A075B6K2				2.09061e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				8.19424e+06
A0A075B6K5	A0A075B6K5				9.63855e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.51718e+08
A0A075B6Q5	A0A075B6Q5				5.13729e+06
A0A075B6R2	A0A075B6R2				1.08071e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.55741e+07
A0A075B6S2;A2NJV5	A0A075B6S2;A2NJV5				6.09796e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.53213e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.3987e+06
A0A087WSY6	A0A087WSY6				1.17215e+08
A0A087WW87;P01614	P01614;A0A087WW87				275423
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.806e+08
A0A0A0MS15	A0A0A0MS15				5.74601e+06
A0A0A0MT89	A0A0A0MT89				4.18435e+06
A0A0B4J1U7	A0A0B4J1U7				5.22182e+07
A0A0B4J1V0	A0A0B4J1V0				3.67339e+08
A0A0B4J1V2	A0A0B4J1V2				2.86162e+06
A0A0B4J1V6	A0A0B4J1V6				6.51692e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.85167e+08
A0A0B4J1Y8	A0A0B4J1Y8				5.32374e+06
A0A0B4J1Y9	A0A0B4J1Y9				7.38912e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				2.29026e+07
A0A0C4DH24	A0A0C4DH24				8.23289e+06
A0A0C4DH25	A0A0C4DH25				2.27909e+07
A0A0C4DH29	A0A0C4DH29				188128
A0A0C4DH30	A0A0C4DH30				302396
A0A0C4DH33	A0A0C4DH33				434255
A0A0C4DH34	A0A0C4DH34				4.17274e+06
A0A0C4DH35	A0A0C4DH35				1.54517e+06
A0A0C4DH36	A0A0C4DH36				4.72389e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.2466e+07
A0A0C4DH43	A0A0C4DH43				2.14735e+07
A0A0C4DH67	A0A0C4DH67				1.19601e+06
A0A0C4DH72	P01599;A0A0C4DH72				3.79175e+07
A0A0J9YX35	A0A0J9YX35				9.93219e+06
A0A0J9YXX1	A0A0J9YXX1				3.40062e+07
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				5.5898e+08
A1L4H1	A1L4H1				2.30293e+06
A2RU67	A2RU67				233376
A5D6W6	A5D6W6				1.51808e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.47973e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				347270
A6NGN9	A6NGN9				8.88024e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				2.77291e+06
A6NKN8	A6NKN8				90543.3
A6NL88	A6NL88				3.40696e+06
A6NLU5	A6NLU5				1.32538e+07
A6NML5	A6NML5				2.83241e+06
A8MTJ3;P04899;P04899-4;P08754;P11488;P19087;P63096	A8MTJ3;P04899;P08754;P09471;P11488;P19087;P38405;P63092;P63096;Q5JWF2;P63092-2;P04899-4;P63092-3;P63092-4;Q5JWF2-2;P09471-2;P38405-2				301737
A8MTW9	A8MTW9				655398
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				998564
B4DS77;B4DS77-2	B4DS77;B4DS77-2;B4DS77-3				288487
C9JVW0	C9JVW0				4.8585e+06
I3L3R5	I3L3R5				372791
O00115;O00115-2	O00115;O00115-2				3.933e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.45792e+07
O00187;O00187-2	O00187;O00187-2				1.468e+06
O00244	O00244				1.1284e+06
O00264	O00264;O00264-2				1.32404e+08
O00292;O00292-2	O00292;O75610;O00292-2				1.18797e+06
O00299	O00299				991344
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.90972e+06
O00391	O00391;O00391-2				1.99558e+07
O00451	O00451;O00451-2;O00451-3				1.09631e+07
O00461	O00461				5.88461e+06
O00462	O00462				5.7827e+06
O00468-6	O00468-6;O00468-7				9.12449e+06
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				1.00373e+06
O00533	O00533				4.4682e+06
O00533-2	O00533;O00533-2				1.16682e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				974776
O00567	O00567				268050
O00584	O00584				9.2813e+06
O00754;O00754-2	O00754;O00754-2				4.98952e+06
O14498	O14498				2.33638e+07
O14514	O14514				1.95432e+06
O14522	O14522;O14522-1				1.2893e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				471391
O14594	O14594				1.34793e+08
O14668	O14668				3.09183e+06
O14672	O14672				3.97191e+06
O14733;O14733-2;O14733-3;O14733-4	O14733;O14733-2;O14733-3;O14733-4				1.88576e+07
O14737;O14737-2	O14737;O14737-2				94018.9
O14745	O14745;O14745-2				329825
O14773	O14773				8.52356e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				8.13698e+06
O14791-2	O14791;O14791-2;O14791-3				3.03841e+06
O14793	O14793				2.26467e+06
O14917;O14917-2	O14917;O14917-2				2.6308e+06
O14960	O14960				158699
O15031	O15031				1.15783e+07
O15041;O15041-2	O15041;O15041-2				237838
O15197;O15197-3	O15197;O15197-3				6.3902e+06
O15204;O15204-2	O15204;O15204-2				1.51576e+06
O15230	O15230				6.90769e+06
O15232;O15232-2	O15232;O15232-2				1.8808e+06
O15240	O15240				1.24428e+08
O15335	O15335				4.0268e+06
O15354	O15354				2.54261e+07
O15394	O15394;O15394-2				3.08557e+07
O15400;O15400-2	O15400;O15400-2				1.50715e+06
O15466;O15466-2	O15466;O15466-2				1.48886e+06
O15498;O15498-2	O15498;O15498-2				194582
O43155	O43155				517007
O43157	O43157;O43157-2;O43157-3				4.4801e+06
O43173	O43173				3.71464e+06
O43240	O43240				1.26791e+06
O43278;O43278-2	O43278;O43278-2				1.91898e+06
O43286	O43286				31848.4
O43291	O43291				7.2301e+06
O43300	O43300				2.05045e+06
O43323	O43323				465513
O43405;O43405-2	O43405;O43405-2				3.46662e+07
O43491;O43491-4	O43491;O43491-2;O43491-3;O43491-4				247165
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-4;O43493-6;O43493-7				2.85149e+07
O43505	O43505				5.39504e+08
O43508	O43508				640674
O43508-2;O75888;O75888-2;O75888-4;O75888-5	O75888;O43508-2;O75888-2;O75888-4;O75888-5				659752
O43529	O43529				6.53998e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.1025e+07
O43567	O43567				4.7943e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				579581
O43736;O43736-2	O43736;O43736-2				967606
O43827	O43827				6.41408e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				761667
O43854;O43854-2	O43854;O43854-2				619203
O43866	O43866				2.4188e+06
O43897;O43897-2	O43897;O43897-2				1.45286e+06
O43909	O43909				409932
O43916	O43916				1.23616e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				4.7059e+06
O60242	O60242				1.53987e+06
O60243	O60243;O60243-2				2.92826e+06
O60245;O60245-2	O60245;O60245-2				2.86923e+06
O60279	O60279				1.52515e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				193020
O60330;O60330-2	O60330;Q9Y5G5;Q9Y5G8;Q9Y5G9;O60330-2;Q9Y5G5-2;Q9Y5G8-2;Q9Y5G9-2				1.50063e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				782423
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				4.43672e+06
O60476	O60476				1.77565e+06
O60477	O60477;Q76B58;O60477-3;Q76B58-2				297002
O60512	O60512				1.06186e+06
O60565	O60565				591679
O60568	O60568				2.01004e+06
O60613	O60613				1.80147e+06
O60741	O60741				268658
