Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G3_79069638.mzML
P04004	P04004				1.36929e+09
P04040	P04040				1.49362e+06
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				6.58125e+06
P04066	P04066				7.91383e+06
P04070;P04070-2	P04070;P04070-2				1.75421e+07
P04075	P04075;P09972;P04075-2				8.98577e+07
P04080	P04080				1.05449e+07
P04083	P04083				15636.9
P04085;P04085-2	P04085;P04085-2				2.62748e+07
P04114	P04114				7.50046e+06
P04156	P04156				8.62392e+08
P04179	P04179;P04179-2;P04179-3;P04179-4				2.93375e+08
P04180	P04180				5.36138e+07
P04196	P04196				3.11274e+08
P04211	P04211;A0A075B6I9				3.99941e+08
P04216	P04216				3.98228e+08
P04217	P04217;P04217-2				1.51187e+09
P04217-2	P04217-2				955773
P04233;P04233-2;P04233-4;P04233-5	P04233;P04233-2;P04233-4;P04233-5				1.02227e+06
P04264	P04259;P04264				2.23128e+07
P04271	P04271				6.118e+06
P04275	P04275				4.20772e+06
P04278	P04278;P04278-2;P04278-3;P04278-4;P04278-5				1.57119e+07
P04406	P04406;P04406-2				6.17855e+07
P04439-2	P04439;P04439-2				4.34318e+06
P04632	P04632				844060
P04746-2	P04746;P04746-2				429385
P04792	P04792				2.57581e+06
P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q71UI9-2;Q71UI9-5;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q9BTM1-2	P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q71UI9-2;Q71UI9-5;Q9BTM1-2				1.34963e+06
P05023;P05023-2;P05023-4	P05023;P05023-2;P05023-4				1.49345e+06
P05026;P05026-2	P05026;P05026-2				2.5804e+06
