Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C2_79070601.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				6.403e+08
A0A075B6H9	A0A075B6H9				7.40796e+07
A0A075B6I0	A0A075B6I0				4.25434e+07
A0A075B6I1	A0A075B6I1				1.48109e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				8.3888e+06
A0A075B6J9	A0A075B6J9				8.74732e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.41841e+07
A0A075B6K5	A0A075B6K5				6.97599e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				4.55757e+08
A0A075B6R2	A0A075B6R2				5.17664e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.12707e+07
A0A075B6S2	A0A075B6S2;A2NJV5				6.17922e+08
A0A087WSY4	A0A087WSY4				5.24399e+07
A0A087WSY6	A0A087WSY6				2.76271e+08
A0A087WSZ0	A0A087WSZ0				5.02801e+06
A0A087WW87;P01614	P01614;A0A087WW87				844575
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				5.76488e+08
A0A0A0MS15	A0A0A0MS15				6.95097e+07
A0A0A0MT89	A0A0A0MT89				7.54131e+06
A0A0B4J1U7	A0A0B4J1U7				1.85497e+07
A0A0B4J1V0	A0A0B4J1V0				2.73451e+08
A0A0B4J1V2	A0A0B4J1V2				1.12821e+07
A0A0B4J1V6	A0A0B4J1V6				1.85824e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.39214e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.75566e+07
A0A0B4J1Y9	A0A0B4J1Y9				3.32561e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.30988e+06
A0A0C4DH24	A0A0C4DH24				2.73845e+07
A0A0C4DH25	A0A0C4DH25				3.89385e+07
A0A0C4DH29	A0A0C4DH29				7.89e+06
A0A0C4DH31	A0A0C4DH31				2.21513e+06
A0A0C4DH33	A0A0C4DH33				2.04869e+06
A0A0C4DH34	A0A0C4DH34				1.83332e+07
A0A0C4DH35	A0A0C4DH35				5.93481e+06
A0A0C4DH36	A0A0C4DH36				6.81348e+06
A0A0C4DH38	A0A0C4DH38				2.65208e+06
A0A0C4DH67	A0A0C4DH67				1.07578e+08
A0A0G2JS06	A0A0G2JS06				5.60099e+06
A0A0J9YX35	A0A0J9YX35				8.48804e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				3.0165e+08
A0A1B0GUS4;P68036;P68036-2;P68036-3	P68036;A0A1B0GUS4;P68036-2;P68036-3				2.87012e+06
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				1.19698e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.32598e+08
A1L4H1	A1L4H1				8.97676e+06
A2RU67	A2RU67				486944
A5D6W6	A5D6W6				3.20768e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.43324e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.26937e+06
A6NGN9	A6NGN9				8.27088e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				5.16014e+06
A6NL88	A6NL88				4.12723e+06
A6NLU5	A6NLU5				2.42019e+07
A6NML5	A6NML5				5.77616e+06
A8MTW9	A8MTW9				4.14707e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				399491
C9JVW0	C9JVW0				9.00797e+06
I3L3R5	I3L3R5				864390
O00115;O00115-2	O00115;O00115-2				5.02787e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				8.48788e+07
O00187;O00187-2	O00187;O00187-2				2.07288e+06
O00244	O00244				2.39105e+06
O00264	O00264;O00264-2				7.34223e+06
O00299	O00299				3.2877e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				4.15171e+06
O00391	O00391;O00391-2				5.23911e+07
O00451	O00451;O00451-2;O00451-3				2.19858e+07
O00461	O00461				1.27561e+07
O00462	O00462				9.61767e+06
O00468-6	O00468-6;O00468-7				3.29412e+07
O00533	O00533				1.29918e+07
O00533-2	O00533;O00533-2				2.6621e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.4639e+06
O00567	O00567				525286
O00584	O00584				2.11598e+07
O00754;O00754-2	O00754;O00754-2				5.06204e+06
O14498	O14498				8.5753e+07
O14514	O14514				2.52126e+06
O14522	O14522;O14522-1				2.41893e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				908317
O14594	O14594				5.83436e+07
O14657	O14657				400344
O14668;O14668-2	O14668;O14668-2				4.5443e+06
O14672	O14672				5.52513e+06
O14737;O14737-2	O14737;O14737-2				249026
O14745	O14745				669378
O14773	O14773				1.4e+07
O14786	O14786;O14786-2;O14786-3				1.78305e+07
O14791-2	O14791;O14791-2;O14791-3				4.09475e+07
O14793	O14793				3.89464e+06
O14810	O14810;Q6PUV4				437908
O14917;O14917-2	O14917;O14917-2				4.5502e+06
O15031	O15031				6.21042e+07
O15041;O15041-2	O15041;O15041-2				692198
O15123;O15123-2;O15123-3	O15123;O15123-2;O15123-3				360082
O15197;O15197-3	O15197;O15197-3				1.16255e+07
O15204;O15204-2	O15204;O15204-2				2.64436e+06
O15230	O15230				6.14863e+06
O15232;O15232-2	O15232;O15232-2				6.18412e+06
O15240	O15240				2.61571e+08
O15335	O15335				4.81388e+06
O15354	O15354				5.04111e+07
O15394	O15394;O15394-2				7.77069e+07
O15466;O15466-2	O15466;O15466-2				3.53045e+06
O43155	O43155				1.22548e+06
O43157	O43157;O43157-2;O43157-3				6.99886e+06
O43173	O43173				4.53266e+06
O43240	O43240				3.0098e+06
O43278;O43278-2	O43278;O43278-2				3.79145e+06
O43291	O43291				1.79963e+07
O43300	O43300				9.08092e+06
O43405;O43405-2	O43405;O43405-2				2.02543e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				7.65765e+07
O43504	O43504				548782
O43505	O43505				6.29207e+08
O43508	O43508				1.03297e+06
O43508-2	O75888;O75888-3;O43508-2;O75888-2;O75888-4;O75888-5				1.94827e+06
O43529	O43529				1.56814e+07
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.46892e+07
O43567	O43567				1.06763e+07
