Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G4_190101656_repeat.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.58782e+08
A0A075B6H9	A0A075B6H9				2.89815e+07
A0A075B6I0	A0A075B6I0				2.57387e+07
A0A075B6I1	A0A075B6I1				2.20492e+06
A0A075B6I9	A0A075B6I9				1.11293e+08
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				4.03459e+06
A0A075B6J9	A0A075B6J9				2.94558e+06
A0A075B6K2	A0A075B6K2				2.9832e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.38517e+07
A0A075B6K5	A0A075B6K5				1.90701e+07
A0A075B6K6	A0A075B6K6				899833
A0A075B6P5;P01615	P01615;A0A075B6P5				2.0996e+08
A0A075B6R2	A0A075B6R2				1.82534e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				9.49869e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.46569e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.10886e+08
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.247e+07
A0A087WSY6	A0A087WSY6				1.92212e+08
A0A087WSZ0	A0A087WSZ0				4.32557e+06
A0A087WW87;P01614	P01614;A0A087WW87				526436
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.47825e+08
A0A0A0MS15	A0A0A0MS15				1.0717e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				599467
A0A0A0MT89	A0A0A0MT89				1.94981e+07
A0A0B4J1U7	A0A0B4J1U7				2.57529e+07
A0A0B4J1V0	A0A0B4J1V0				1.79235e+08
A0A0B4J1V2	A0A0B4J1V2				1.03609e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.29222e+08
A0A0B4J1Y8	A0A0B4J1Y8				6.15302e+06
A0A0B4J1Y9	A0A0B4J1Y9				6.9261e+06
A0A0C4DH25	A0A0C4DH25				5.6517e+07
