Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B9_79059821.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.169e+08
A0A075B6H9	A0A075B6H9				2.17861e+07
A0A075B6I0	A0A075B6I0				5.95106e+07
A0A075B6I1	A0A075B6I1				1.37171e+07
A0A075B6I9	A0A075B6I9				8.29925e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				5.26253e+06
A0A075B6J9	A0A075B6J9				2.2641e+06
A0A075B6K2	A0A075B6K2				618548
A0A075B6K4	A0A075B6K0;A0A075B6K4				7.83594e+06
A0A075B6K5	A0A075B6K5				5.35235e+06
A0A075B6K6	A0A075B6K6				3.88602e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				3.08396e+08
A0A075B6Q5	A0A075B6Q5				2.55371e+06
A0A075B6R2	A0A075B6R2				1.51517e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.39173e+07
A0A075B6S2	A0A075B6S2				412260
A0A075B6S5	A0A075B6S5				1.90428e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.50246e+06
A0A087WSY6	A0A087WSY6				2.42113e+08
A0A087WSZ0	A0A087WSZ0				4.06336e+06
A0A087WW87;P01614	P01614;A0A087WW87				769535
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.6946e+08
A0A0A0MS15	A0A0A0MS15				4.36151e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.28509e+06
A0A0A0MT89	A0A0A0MT89				1.1328e+06
A0A0B4J1U7	A0A0B4J1U7				4.64048e+06
A0A0B4J1V0	A0A0B4J1V0				726389
A0A0B4J1V2	A0A0B4J1V2				3.23697e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.87108e+07
A0A0B4J1Y8	A0A0B4J1Y8				4.68739e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.96386e+08
A0A0C4DH24	A0A0C4DH24				1.67678e+06
A0A0C4DH25	A0A0C4DH25				1.57454e+07
A0A0C4DH29	A0A0C4DH29				250558
A0A0C4DH31	A0A0C4DH31				7.00595e+08
A0A0C4DH33	A0A0C4DH33				1.23614e+06
A0A0C4DH34	A0A0C4DH34				2.57196e+06
A0A0C4DH35	A0A0C4DH35				4.76026e+06
A0A0C4DH36	A0A0C4DH36				6.92301e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				8.74406e+06
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				2.3844e+07
A0A0C4DH43	A0A0C4DH43				5.92314e+06
A0A0C4DH67	A0A0C4DH67				2.65621e+07
A0A0G2JMI3	A0A0G2JMI3				1.53065e+07
A0A0J9YX35	A0A0J9YX35				7.25354e+06
A0A0J9YXX1	A0A0J9YXX1				5.8707e+07
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				1.06433e+08
A1L4H1	A1L4H1				7.35334e+06
