Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D4_168751414.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.99827e+08
A0A075B6I0	A0A075B6I0				4.23877e+07
A0A075B6I9;P04211	P04211;A0A075B6I9				9.02493e+07
A0A075B6J9	A0A075B6J9				8.40671e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.02579e+07
A0A075B6K5	A0A075B6K5				8.64582e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.86898e+08
A0A075B6Q5	A0A075B6Q5				3.05937e+06
A0A075B6R2	A0A075B6R2				1.60091e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.49542e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.43122e+08
A0A075B6S5	A0A075B6S5				3.45929e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.92239e+06
A0A087WSY4	A0A087WSY4				1.88999e+07
A0A087WSY6	A0A087WSY6				3.30199e+08
A0A087WSZ0	A0A087WSZ0				1.12415e+06
A0A087WW87;P01614	P01614;A0A087WW87				748726
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				4.00181e+08
A0A0A0MS15	A0A0A0MS15				2.39165e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				481112
A0A0A0MT89	A0A0A0MT89				5.12601e+06
A0A0B4J1U7	A0A0B4J1U7				1.19554e+07
A0A0B4J1V0	A0A0B4J1V0				8.85691e+07
A0A0B4J1V2	A0A0B4J1V2				3.86705e+06
A0A0B4J1V6	A0A0B4J1V6				1.57613e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.31127e+08
