Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C11_129190335.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.63019e+08
A0A075B6H9	A0A075B6H9				1.73349e+07
A0A075B6I0	A0A075B6I0				1.30171e+08
A0A075B6I1	A0A075B6I1				2.51729e+06
A0A075B6I9	A0A075B6I9				4.11303e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.56781e+06
A0A075B6J9	A0A075B6J9				3.02593e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				6.93119e+06
A0A075B6K5	A0A075B6K5				7.56908e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				8.25501e+07
A0A075B6R2	A0A075B6R2				6.10775e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.83243e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.12356e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				3.16595e+07
A0A087WSX0	A0A087WSX0				3.6069e+06
A0A087WSY6	A0A087WSY6				1.32171e+08
A0A087WSZ0	A0A087WSZ0				360576
A0A087WW87;P01614	P01614;A0A087WW87				44716.6
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				7.31248e+07
A0A0A0MS15	A0A0A0MS15				8.84913e+06
A0A0B4J1U3	A0A0B4J1U3				8.9214e+06
A0A0B4J1U7	A0A0B4J1U7				6.52185e+06
A0A0B4J1V0	A0A0B4J1V0				3.60795e+06
A0A0B4J1V2	A0A0B4J1V2				1.07847e+06
A0A0B4J1V6	A0A0B4J1V6				1.41862e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				6.58946e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.88507e+06
A0A0B4J1Y9	A0A0B4J1Y9				6.32627e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				3.3793e+06
A0A0C4DH24	A0A0C4DH24				3.18955e+06
A0A0C4DH25	A0A0C4DH25				3.72634e+07
A0A0C4DH31	A0A0C4DH31				995966
A0A0C4DH33	A0A0C4DH33				660476
A0A0C4DH34	A0A0C4DH34				4.04271e+06
A0A0C4DH36	A0A0C4DH36				5.14463e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.38064e+07
A0A0C4DH43	A0A0C4DH43				3.55255e+06
A0A0C4DH67;A0A0C4DH69	A0A0C4DH67;A0A0C4DH69				2.15738e+06
A0A0G2JS06	A0A0G2JS06				2.92208e+06
A0A0J9YX35	A0A0J9YX35				5.80264e+06
A0A0J9YXX1	A0A0J9YXX1				1.37977e+07
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				7.8514e+07
A1L4H1	A1L4H1				4.81216e+06
A2RU67	A2RU67				922395
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.09162e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				171062
A6NGN9	A6NGN9				1.11294e+07
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				3.17262e+06
A6NL88	A6NL88				5.221e+06
A6NLU5	A6NLU5				2.98957e+07
A6NML5	A6NML5				3.56958e+06
A8MTW9	A8MTW9				3.40753e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				262603
B9A064;P0DOX8	B9A064;P0DOX8				1.41008e+08
C9JVW0	C9JVW0				6.04277e+06
I3L3R5	I3L3R5				553837
O00115;O00115-2	O00115;O00115-2				5.01416e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				4.86701e+07
O00233;O00233-2	O00233;O00233-2				115974
O00244	O00244				841848
O00264	O00264;O00264-2				3.36357e+06
O00299	O00299				727185
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.63701e+06
O00391	O00391;O00391-2				2.35588e+07
O00451	O00451;O00451-2;O00451-3				2.87476e+07
O00461	O00461				7.99111e+06
O00462	O00462				8.70927e+06
O00468-6	O00468-6;O00468-7				3.12234e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				232116
O00533	O00533				1.51393e+07
O00533-2	O00533;O00533-2				3.14551e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				530258
O00567	O00567				285278
O00584	O00584				9.12294e+06
O00754;O00754-2	O00754;O00754-2				2.7057e+06
O14498	O14498				2.46261e+07
O14514	O14514				3.27418e+06
O14522	O14522;O14522-1				2.38629e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				1.43505e+06
O14594	O14594				6.27314e+07
O14657	O14657				13449.5
O14668;O14668-2	O14668;O14668-2				1.52249e+06
O14672	O14672				3.10487e+06
O14733;O14733-2;O14733-3;O14733-4	O14733;O14733-2;O14733-3;O14733-4				3.49331e+07
O14773	O14773				1.87428e+07
O14786	O14786;O14786-2;O14786-3				6.79388e+06
O14791-2	O14791;O14791-2;O14791-3				1.01214e+07
O14793	O14793				2.72207e+06
O14810	O14810;Q6PUV4				369830
O14917;O14917-2	O14917;O14917-2				5.0522e+06
O15031	O15031				1.34718e+07
O15041;O15041-2	O15041;O15041-2				440968
O15126;O15126-2	O15126;O15126-2				1.07586e+07
O15197;O15197-3	O15197;O15197-3				1.01527e+07
O15204;O15204-2	O15204;O15204-2				679312
O15230	O15230				3.71948e+06
O15232;O15232-2	O15232;O15232-2				1.7172e+06
O15240	O15240				2.36431e+08
O15335	O15335				3.8532e+06
O15354	O15354				2.54095e+07
O15394	O15394;O15394-2				3.88717e+07
O15400;O15400-2	O15400;O15400-2				607071
O15466;O15466-2	O15466;O15466-2				2.3296e+06
O43155	O43155				875715
O43157	O43157;O43157-2;O43157-3				5.26365e+06
O43173	O43173				3.29714e+06
O43240	O43240				1.63727e+06
O43278;O43278-2	O43278;O43278-2				1.77904e+06
O43291	O43291				9.64436e+06
O43300	O43300				3.56801e+06
O43405;O43405-2	O43405;O43405-2				1.41639e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-4;O43493-6;O43493-7				3.01619e+07
O43504	O43504				4.45349e+06
O43505	O43505				4.99073e+08
O43508-2	O43508;O43508-2				2.33041e+06
O43529	O43529				5.72482e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				9.3836e+06
O43567	O43567;O43567-2				2.31352e+06
O43581-2;O43581-3;O43581-5	O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6				563726
O43736;O43736-2	O43736;O43736-2				390791
O43827	O43827				1.75786e+06
O43852;O43852-3;O43852-5	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				739748
O43854;O43854-2	O43854;O43854-2				105438
O43866	O43866				3.14263e+06
O43897;O43897-2	O43897;O43897-2				1.46125e+06
O43909	O43909				467462
O43916	O43916				2.52488e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				4.4779e+06
O60242	O60242				1.81522e+06
O60243	O60243;O60243-2				5.47518e+06
O60245;O60245-2	O60245;O60245-2				4.10544e+06
O60279	O60279				1.87984e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				3.70882e+06
O60330;O60330-2	O60330;Q9Y5G5;Q9Y5G8;Q9Y5G9;O60330-2;Q9Y5G5-2;Q9Y5G8-2;Q9Y5G9-2				1.10904e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				1.15934e+06
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				6.72027e+06
O60476	O60476				4.1261e+06
O60477	O60477;O60477-3				388367
O60512	O60512				985757
O60565	O60565				264140
O60568	O60568				6.30008e+06
O60613	O60613				938465
O60741	O60741				577127
O60883	O60883				1.28244e+08
O60888-3	O60888;O60888-2;O60888-3				1.12421e+07
O60909;O60909-2;O60909-3	O60909;O60909-2;O60909-3				223818
O60939	O60939				3.86145e+06
O75051;O75051-2	O75051;O75051-2				2.1547e+06
O75063	O75063				2.4131e+06
O75071	O75071				8.60331e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				1.06096e+07
O75078	O75078;O75078-2				3.91549e+06
O75083	O75083;O75083-3				2.51689e+06
O75084;Q14332	O75084;Q14332				286954
O75096	O75096				369356
O75144;O75144-2	O75144;O75144-2;O75144-3				2.44854e+07
O75173;O75173-2	O75173;O75173-2				1.46235e+07
O75223	O75223				1.08315e+06
O75326	O75326;O75326-2				4.64647e+07
O75340;O75340-2	O75340;O75340-2				90454.6
O75347	O75347;O75347-2				1.36414e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				1.53613e+06
O75363-2	O75363;O75363-2				197804
O75368	O75368				2.24326e+06
O75467;Q6AW86	O75467;Q6AW86				9.51e+06
O75493	O75493				8.32112e+06
O75503	O75503				3.73903e+06
O75509	O75509				2.29038e+07
O75629	O75629				1.22903e+06
O75636;O75636-2	O75636;O75636-2				602496
O75711	O75711				1.15997e+08
O75752	O75752				4.34667e+06
O75781;O75781-2	O75781;O75781-2				4.20518e+06
O75787;O75787-2	O75787;O75787-2				1.52594e+07
O75828	O75828				672271
O75874	O75874				696916
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.14675e+07
O75973	O75973				698165
O75976	O75976				5.34661e+06
O76061	O76061				3.72377e+06
O76070	O76070				2.02218e+06
O94760	O94760;O94760-2				3.66204e+06
O94766	O94766;Q9NPZ5				1.30131e+06
O94769	O94769;O94769-2				6.70531e+06
O94772;O94772-2	O94772;O94772-2				1.96698e+08
O94779;O94779-2	O94779;O94779-2;O94779-4				1.7998e+06
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				5.09438e+07
O94898	O94898				754049
O94910	O94910;O94910-2				1.58521e+07
O94919	O94919				2.73295e+07
O94933	O94933				3.01043e+06
O94973;O94973-2	O94973;O94973-2				499026
O94985	O94985				1.89728e+06
O94985-2	O94985;O94985-2				4.04774e+08
O94991	O94991;O94991-2				1.22829e+07
O95084	O95084;O95084-2				1.4894e+06
O95156	O95156				770452
O95157	O95157				1.14626e+06
O95158	O95158				2.1178e+07
O95159	O95159				681524
O95164	O95164				350796
O95185;O95185-2	O95185;O95185-2				5.57794e+06
O95196;O95196-2	O95196;O95196-2				1.58452e+07
O95206;O95206-2	O95206;O95206-2				8.9629e+06
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4				1.14567e+06
O95336	O95336				2.33443e+06
