Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G2_168751345.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.49252e+08
A0A075B6H9	A0A075B6H9				3.07951e+07
A0A075B6I0	A0A075B6I0				1.48599e+08
A0A075B6I9	A0A075B6I9				9.30568e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				3.30371e+06
A0A075B6J9	P01704;A0A075B6J9				1.71646e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.40712e+07
A0A075B6K5	A0A075B6K5				1.4851e+07
A0A075B6K6	A0A075B6K6				3.98555e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				3.522e+08
A0A075B6Q5	A0A075B6Q5				2.78135e+06
A0A075B6R2	A0A075B6R2				2.98384e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				6.30321e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.69974e+08
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.84852e+07
A0A087WSY6	A0A087WSY6				3.08719e+08
A0A087WSZ0	A0A087WSZ0				4.90768e+06
A0A087WW87;P01614	P01614;A0A087WW87				1.04627e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				7.78225e+08
A0A0A0MS15	A0A0A0MS15				5.42187e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				8.12999e+06
A0A0A0MT89	A0A0A0MT89				1.46604e+07
A0A0B4J1U7	A0A0B4J1U7				2.98982e+07
A0A0B4J1V2	A0A0B4J1V2				1.26745e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.61509e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.52135e+07
A0A0B4J1Y9	A0A0B4J1Y9				1.72618e+08
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.61945e+07
A0A0C4DH24	A0A0C4DH24				1.95048e+07
A0A0C4DH25	A0A0C4DH25				4.64465e+07
A0A0C4DH29	A0A0C4DH29				343663
A0A0C4DH30	A0A0C4DH30				1.02527e+06
A0A0C4DH33	A0A0C4DH33				937434
A0A0C4DH34	A0A0C4DH34				8.43481e+06
A0A0C4DH35	A0A0C4DH35				6.16935e+06
A0A0C4DH36	A0A0C4DH36				1.11815e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.20402e+08
A0A0C4DH67	A0A0C4DH67				6.33387e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				6.03793e+07
