Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G5_82544653.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.08466e+09
A0A075B6H9	A0A075B6H9				4.95102e+07
A0A075B6I0	A0A075B6I0				1.7526e+07
A0A075B6I1	A0A075B6I1				6.61496e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.76281e+06
A0A075B6J9	A0A075B6J9				2.44483e+06
A0A075B6K2	A0A075B6K2				1.41288e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.43942e+07
A0A075B6K5	A0A075B6K5				3.23449e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				3.25846e+08
A0A075B6R2	A0A075B6R2				3.44888e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.9567e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.93614e+08
A0A075B6S5	A0A075B6S5				1.98173e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.06256e+07
A0A087WSY6	A0A087WSY6				8.26776e+08
A0A087WSZ0	A0A087WSZ0				1.67624e+07
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				5.52169e+08
A0A0A0MS15	A0A0A0MS15				2.34843e+06
A0A0A0MT89	A0A0A0MT89				1.37175e+07
A0A0B4J1U7	A0A0B4J1U7				1.37609e+08
A0A0B4J1V0	A0A0B4J1V0				3.96735e+06
A0A0B4J1V2	A0A0B4J1V2				4.21205e+07
A0A0B4J1V6	A0A0B4J1V6				1.45393e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				3.58895e+08
A0A0B4J1Y8	A0A0B4J1Y8				3.61373e+07
A0A0B4J1Y9	A0A0B4J1Y9				5.6309e+08
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				3.15107e+06
A0A0C4DH24	A0A0C4DH24				5.81149e+06
A0A0C4DH25	A0A0C4DH25				4.19844e+07
A0A0C4DH29	P23083;P01743;A0A0C4DH29;A0A0C4DH31;A0A0C4DH33;A0A0J9YVY3;P0DP01				1.7377e+09
A0A0C4DH33	A0A0C4DH33				1.44554e+06
A0A0C4DH34	A0A0C4DH34				2.73632e+07
A0A0C4DH35	A0A0C4DH35				9.67423e+06
A0A0C4DH36	A0A0C4DH36				2.01441e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.49045e+08
A0A0C4DH43	A0A0C4DH43				2.22847e+08
A0A0C4DH67	A0A0C4DH67				2.18498e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				5.88553e+06
A0A0J9YX35	A0A0J9YX35				1.29303e+07
A0A0J9YXX1	A0A0J9YXX1				3.20754e+07
A0A1B0GUS4;P68036;P68036-2;P68036-3	P68036;A0A1B0GUS4;P68036-2;P68036-3				2.24294e+06
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				2.19998e+08
A1L4H1	A1L4H1;A1L4H1-2				1.45787e+07
A2RU67	A2RU67				777390
A5D6W6	A5D6W6				4.05078e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				3.49613e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				2.35893e+06
A6NDG6	A6NDG6				173576
A6NGN9	A6NGN9				2.55533e+07
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				5.10595e+06
A6NL88	A6NL88				4.6995e+06
A6NLU5	A6NLU5				2.14739e+07
A6NML5	A6NML5				2.53751e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				19153.5
A8MTW9	A8MTW9				2.15926e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				3.93626e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				769565
