Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D3_129189776.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.86673e+08
A0A075B6H9	A0A075B6H9				8.7737e+06
A0A075B6I0	A0A075B6I0				1.52652e+07
A0A075B6I1	A0A075B6I1				4.52196e+06
A0A075B6I9	A0A075B6I9				5.01531e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				6.56179e+06
A0A075B6K2	A0A075B6K2				630621
A0A075B6K4	A0A075B6K0;A0A075B6K4				8.57837e+06
A0A075B6K5	A0A075B6K5				4.50392e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.77526e+08
A0A075B6R2	A0A075B6R2				1.17251e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.18488e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.49685e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				4.26442e+07
A0A087WSX0	A0A087WSX0				8.85691e+06
A0A087WSY6	A0A087WSY6				4.51083e+08
A0A087WW87;P01614	P01614;A0A087WW87				1.09366e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.34526e+08
A0A0A0MS15	A0A0A0MS15				3.44144e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.62344e+06
A0A0A0MT89	A0A0A0MT89				1.82082e+06
A0A0B4J1U7	A0A0B4J1U7				2.62566e+06
A0A0B4J1V0	A0A0B4J1V0				8.97905e+07
A0A0B4J1V2	A0A0B4J1V2				2.24363e+06
A0A0B4J1V6	A0A0B4J1V6				923664
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.09726e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.61793e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.72239e+06
A0A0C4DH24	A0A0C4DH24				6.88759e+06
A0A0C4DH25	A0A0C4DH25				7.26532e+07
A0A0C4DH30	A0A0C4DH30				308655
A0A0C4DH31	A0A0C4DH31				577325
A0A0C4DH33	A0A0C4DH33				1.19477e+06
A0A0C4DH34	A0A0C4DH34				2.21554e+07
A0A0C4DH35	A0A0C4DH35				6.91564e+06
A0A0C4DH36	A0A0C4DH36				1.41921e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				8.85918e+08
A0A0C4DH43	A0A0C4DH43				9.23608e+06
A0A0C4DH67	A0A0C4DH67				5.72816e+06
A0A0G2JMI3	A0A0G2JMI3				2.81559e+07
A0A0G2JS06	A0A0G2JS06				1.2517e+07
A0A0J9YX35	A0A0J9YX35				1.15357e+07
A0A0J9YXX1	A0A0J9YXX1				1.30474e+08
A0M8Q6	P0CG04;P0DOY2;A0M8Q6;P0CF74;B9A064;P0DOX8				1.8005e+08
A1L4H1	A1L4H1				1.79096e+06
A2RU67	A2RU67				414329
A5D6W6	A5D6W6				5.57485e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.39224e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				361359
A6NGN9	A6NGN9				8.09033e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				2.09547e+06
A6NL88	A6NL88				1.4966e+06
A6NLU5	A6NLU5				2.03778e+07
A6NML5	A6NML5				2.79318e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				76213
A8MTW9	A8MTW9				2.27346e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				166670
C9JVW0	C9JVW0				5.11284e+06
I3L3R5	I3L3R5				522534
O00115;O00115-2	O00115;O00115-2				5.82879e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				5.19984e+07
O00187;O00187-2	O00187;O00187-2				1.55651e+06
O00244	O00244				1.14494e+06
O00264	O00264;O00264-2				2.50699e+06
O00299	O00299				1.07135e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.16052e+06
O00391	O00391;O00391-2				1.76595e+07
O00451	O00451;O00451-2;O00451-3				1.69984e+07
O00461	O00461				4.69427e+06
O00462	O00462				6.14453e+06
O00468-6	O00468-6;O00468-7				1.59343e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				17267.1
O00533	O00533				6.69293e+06
O00533-2	O00533;O00533-2				1.53307e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.0486e+06
O00567	O00567				287256
O00584	O00584				1.77666e+07
O00754;O00754-2	O00754;O00754-2				2.2459e+06
O14498	O14498				3.2107e+07
O14514	O14514				2.92914e+06
O14522	O14522;O14522-1				1.93275e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				543499
O14594	O14594				3.56045e+07
O14657	O14657				85864.5
O14668;O14668-2	O14668;O14668-2				3.31592e+06
O14672	O14672				3.09488e+06
O14733;O14733-2;O14733-3;O14733-4	O14733;O14733-2;O14733-3;O14733-4				2.54532e+07
O14737;O14737-2	O14737;O14737-2				138842
O14745;O14745-2	O14745;O14745-2				954556
O14773	O14773				9.65854e+06
O14786	O14786;O14786-2;O14786-3				7.1143e+06
O14791;O14791-2	O14791;O14791-2;O14791-3				1.21846e+07
O14793	O14793				3.52431e+06
O14917;O14917-2	O14917;O14917-2				5.28372e+06
O15031	O15031				3.27121e+07
O15041;O15041-2	O15041;O15041-2				546289
O15126;O15126-2	O15126;O15126-2				101519
O15197;O15197-3	O15197;O15197-3				5.1726e+06
O15204;O15204-2	O15204;O15204-2				2.07474e+06
O15230	O15230				3.21372e+06
O15232;O15232-2	O15232;O15232-2				1.47829e+06
O15240	O15240				1.46462e+08
O15335	O15335				5.0114e+06
O15354	O15354				9.17184e+06
O15394	O15394;O15394-2				1.65018e+07
O15400;O15400-2	O15400;O15400-2				854183
O15466;O15466-2	O15466;O15466-2				1.96575e+06
O43147;O43147-2	O43147;O43147-2				1.98499e+06
O43155	O43155				505489
O43157	O43157;O43157-2;O43157-3				4.48695e+06
O43173	O43173				4.5899e+06
O43240	O43240				1.1872e+06
O43278;O43278-2	O43278;O43278-2				3.61453e+06
O43291	O43291				6.95088e+06
O43300	O43300				2.34615e+06
O43405;O43405-2	O43405;O43405-2				3.78867e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				5.90621e+07
O43505	O43505				6.67536e+08
O43508-2	O43508;O43508-2				982984
O43529	O43529				5.71481e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				4.88235e+06
O43567	O43567				5.50574e+06
O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6	O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6				537505
O43827	O43827				5.13186e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				1.32468e+06
O43854;O43854-2	O43854;O43854-2				2.03236e+06
O43866	O43866				9.11442e+06
O43897;O43897-2	O43897;O43897-2				1.12892e+06
O43909	O43909				656422
O43916	O43916				1.55785e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				8.70659e+06
O60242	O60242				3.13837e+06
O60243	O60243;O60243-2				2.23943e+06
O60245;O60245-2	O60245;O60245-2				2.6036e+06
O60279	O60279				1.27704e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				1.49301e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				936647
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				5.57625e+06
O60476	O60476				4.0225e+06
O60477	O60477;O60477-3				644503
O60512	O60512				619526
O60565	O60565				125177
O60568	O60568				2.97934e+06
O60613	O60613				2.02112e+06
O60741	O60741				118690
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;Q5QNW6-2				3.53519e+06
O60883	O60883				5.76393e+07
O60888-3	O60888;O60888-2;O60888-3				7.50464e+06
O60909;O60909-2;O60909-3	O60909;O60909-2;O60909-3				498731
O60939	O60939				3.90442e+06
O75019;O75019-2	O75019;Q8N6C8;Q8NHL6;Q8NHL6-5;O75019-2;Q8N6C8-3;Q8NHL6-2;Q8NHL6-3;Q8NHL6-4				2.16433e+06
O75051;O75051-2	O75051;O75051-2				586108
O75063	O75063				3.02941e+06
O75071	O75071				4.62438e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				3.43044e+06
O75078	O75078;O75078-2				6.94842e+06
O75083	O75083;O75083-3				5.03895e+06
O75084;Q14332	O75084;Q14332				576336
O75144;O75144-2	O75144;O75144-2;O75144-3				1.01998e+07
O75173;O75173-2	O75173;O75173-2				1.25982e+07
O75223	O75223;O75223-3				2.2792e+07
O75326	O75326;O75326-2				3.72887e+07
O75339	O75339				772754
O75340;O75340-2	O75340;O75340-2				135293
O75347	O75347;O75347-2				1.51021e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				1.21867e+06
O75368	O75368				3.12106e+06
O75487;O75487-2	O75487;O75487-2				874018
O75493	O75493				4.87809e+06
O75503	O75503				2.56939e+06
O75509	O75509				1.56486e+07
O75531	O75531				53354.4
O75629	O75629				390156
O75636;O75636-2	O75636;O75636-2				2.41937e+06
O75711	O75711				1.55155e+08
O75752	O75752				5.11338e+06
O75781;O75781-2	O75781;O75781-2				2.31862e+06
O75787;O75787-2	O75787;O75787-2				1.44341e+07
O75874	O75874				705585
O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.63652e+07
O75884;O75884-2	O75884;O75884-2				6.6009e+06
O75973	O75973				681743
O75976	O75976				9.38143e+06
O76061	O76061				4.93951e+06
O76070	O76070				2.17547e+06
O94760	O94760;O94760-2				1.10201e+07
O94766	O94766;Q9NPZ5				1.97327e+06
O94769	O94769;O94769-2				9.11191e+06
O94772;O94772-2	O94772;O94772-2				7.25558e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				253705
O94856-11;O94856-3;O94856-8	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				3.0802e+07
O94898	O94898				281979
O94910;O94910-2	O94910;O94910-2				1.07697e+07
O94919	O94919				4.68779e+07
O94933	O94933				2.17723e+06
O94973;O94973-2	O94973;O94973-2				331048
O94985	O94985				844669
O94985-2	O94985;O94985-2				3.07983e+08
O94991	O94991;O94991-2				4.02581e+06
O95084;O95084-2	O95084;O95084-2				3.07818e+06
O95157	O95157				1.41484e+06
O95158	O95158				1.90323e+07
O95159	O95159				1.74759e+06
O95185;O95185-2	O95185;O95185-2				2.51814e+06
O95196;O95196-2	O95196;O95196-2				7.86645e+06
O95206;O95206-2	O95206;O95206-2				4.46942e+06
O95292	O95292;Q9P0L0;O95292-2;Q9P0L0-2				3.32106e+06
O95297;O95297-2;O95297-3;O95297-4	O95297;O95297-2;O95297-3;O95297-4				689916
O95336	O95336				5.61467e+06
O95390	O95390				3.80365e+06
O95428;O95428-5;O95428-6	O95428;O95428-2;O95428-4;O95428-5;O95428-6				6.08274e+06
O95445	O95445				1.09506e+06
O95445-2	O95445;O95445-2				3.75354e+07
O95450;O95450-2	O95450;O95450-2				1.9927e+06
O95467	O95467				2.84962e+06
O95477	O95477				1.30795e+06
O95479;O95479-2	O95479;O95479-2				688996
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				382620
O95497	O95497				982369
O95502	O95502				1.16789e+08
O95633;O95633-2	O95633;O95633-2				2.15735e+06
O95841	O95841				455503
O95865	O95865				1.14362e+06
O95881	O95881				213002
O95897	O95897				605967
O95967	O95967				1.49454e+07
O95970;O95970-3	O95970;O95970-3				852624
O95980	O95980				1.70292e+07
O95998	O95998;O95998-4				5.02784e+06
P00338;P00338-3	P00338;P00338-3;P00338-4				1.01578e+07
P00352	P00352				1.69249e+06
P00390;P00390-2;P00390-3	P00390;P00390-2;P00390-3;P00390-4;P00390-5				3.78129e+06
