Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D1_82545185.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.99569e+08
A0A075B6H9	A0A075B6H9				6.04202e+07
A0A075B6I1	A0A075B6I1				1.06985e+07
A0A075B6I9	A0A075B6I9				6.04438e+07
A0A075B6J1	A0A075B6J1				3.13602e+06
A0A075B6J9	A0A075B6J9				4.32882e+06
A0A075B6K2	A0A075B6K2				1.15511e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.38844e+07
A0A075B6K5	A0A075B6K5				2.06673e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				5.33198e+08
A0A075B6R2	A0A075B6R2				1.7536e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.53542e+07
A0A075B6S2	A0A075B6S2;A2NJV5				4.4712e+08
A0A075B6S5	A0A075B6S5				1.49716e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				5.61394e+06
A0A087WSY6	A0A087WSY6				2.39354e+08
A0A087WW87;P01614	P01614;A0A087WW87				358306
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				4.75289e+08
A0A0A0MS15	A0A0A0MS15				2.15271e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				544151
A0A0B4J1U7	A0A0B4J1U7				2.12503e+07
A0A0B4J1V0	A0A0B4J1V0				1.61623e+08
A0A0B4J1V2	A0A0B4J1V2				8.87244e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				6.44329e+07
A0A0B4J1Y8	A0A0B4J1Y8				7.9136e+06
A0A0B4J1Y9	A0A0B4J1Y9				4.2759e+06
A0A0C4DH24	A0A0C4DH24				1.18089e+07
A0A0C4DH25	A0A0C4DH25				6.52415e+07
A0A0C4DH29	A0A0C4DH29				950274
A0A0C4DH30	A0A0C4DH30				1.25443e+06
A0A0C4DH33	A0A0C4DH33				681287
A0A0C4DH34	A0A0C4DH34				1.56828e+07
A0A0C4DH35	A0A0C4DH35				1.01974e+07
A0A0C4DH36	A0A0C4DH36				1.14821e+07
A0A0C4DH38	A0A0C4DH38				6.08187e+08
A0A0C4DH43	A0A0C4DH43				2.75547e+06
A0A0C4DH67	A0A0C4DH67				1.623e+07
A0A0C4DH73;P01611	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				1.00627e+07
A0A0G2JMI3	A0A0G2JMI3				3.1296e+07
A0A0J9YX35	A0A0J9YX35				9.32526e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				1.80529e+08
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.57265e+08
A1L4H1	A1L4H1				4.19487e+06
A2NJV5	A2NJV5				230116
A2RU67	A2RU67				873801
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.00668e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				451966
A6NGN9	A6NGN9				6.74894e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				3.61476e+06
A6NL88	A6NL88				6.80647e+06
A6NLU5	A6NLU5				2.17254e+07
A6NML5	A6NML5				3.09711e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				20271.4
A6NNZ2;P04350;P07437;P68371;Q13509;Q13509-2;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7	A6NNZ2;P04350;P07437;P68371;Q13509;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1;Q9H4B7;Q13509-2				389071
A8MTW9	A8MTW9				2.76077e+06
B4DS77;B4DS77-2	B4DS77;B4DS77-2;B4DS77-3				476035
B9A064;P0DOX8	B9A064;P0DOX8				3.70439e+08
C9JVW0	C9JVW0				4.81015e+06
I3L3R5	I3L3R5				586196
O00115;O00115-2	O00115;O00115-2				4.3134e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				5.44066e+07
O00187;O00187-2	O00187;O00187-2				2.80062e+06
O00244	O00244				720126
O00264	O00264;O00264-2				3.89029e+06
O00299	O00299				1.07773e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				3.94587e+06
O00391	O00391;O00391-2				2.50609e+07
O00451	O00451;O00451-2;O00451-3				2.02159e+07
O00461	O00461				1.10651e+07
O00462	O00462				4.82518e+07
O00468-6	O00468-6;O00468-7				2.78953e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				20729.4
O00533	O00533				3.35747e+06
O00533-2	O00533;O00533-2				2.56988e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.47958e+06
O00567	O00567				271780
O00584	O00584				8.2859e+06
O00754;O00754-2	O00754;O00754-2				3.29424e+06
O14498	O14498				2.8832e+07
O14514	O14514				3.32614e+06
O14522	O14522;O14522-1				4.78136e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				940223
O14594	O14594				5.47203e+07
O14668	O14668;O14668-2				4.89554e+06
O14672	O14672				4.52044e+06
O14737;O14737-2	O14737;O14737-2				139652
O14745	O14745;O14745-2				270672
O14773	O14773				2.28159e+07
O14786	O14786;O14786-2;O14786-3				8.68903e+06
O14791-2	O14791;O14791-2;O14791-3				2.21326e+07
O14793	O14793				1.62567e+06
O14917;O14917-2	O14917;O14917-2				6.68355e+06
O15031	O15031				2.4507e+07
O15041;O15041-2	O15041;O15041-2				734775
O15197;O15197-3	O15197;O15197-3				1.04496e+07
O15204;O15204-2	O15204;O15204-2				3.41476e+06
O15230	O15230				2.48115e+06
O15232;O15232-2	O15232;O15232-2				1.85811e+06
O15240	O15240				2.19879e+08
O15335	O15335				6.8012e+06
O15354	O15354				4.44041e+07
O15394	O15394;O15394-2				2.44083e+07
O15466;O15466-2	O15466;O15466-2				2.26669e+06
O43155	O43155				1.05872e+06
O43157	O43157;O43157-2;O43157-3				4.39981e+06
O43173	O43173				4.27128e+06
O43240	O43240				1.56404e+06
O43278;O43278-2	O43278;O43278-2				3.64963e+06
O43291	O43291				5.79278e+06
O43300	O43300				4.00521e+06
O43405	O43405;O43405-2				2.76656e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				5.25664e+07
O43505	O43505				9.56578e+08
O43508	O43508				1.14886e+06
O43529	O43529				1.37084e+07
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.12121e+07
O43567	O43567				8.09276e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				3.44371e+06
O43827	O43827				6.43702e+06
O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				1.27722e+06
O43854;O43854-2	O43854;O43854-2				6.9735e+06
O43866	O43866				6.73028e+06
O43897;O43897-2	O43897;O43897-2				1.19814e+06
O43909	O43909				6.63945e+06
O43916	O43916				1.77681e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				8.74496e+06
O60242	O60242				2.99343e+06
O60243	O60243;O60243-2				2.33e+06
O60245;O60245-2	O60245;O60245-2				3.63253e+06
O60279	O60279				2.39504e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				225662
O60330;O60330-2;Q9Y5G5;Q9Y5G5-2;Q9Y5G8;Q9Y5G8-2;Q9Y5G9;Q9Y5G9-2	O60330;Q9Y5G5;Q9Y5G8;Q9Y5G9;O60330-2;Q9Y5G5-2;Q9Y5G8-2;Q9Y5G9-2				947671
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				2.7068e+06
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				8.15747e+06
O60476	O60476				2.04266e+06
O60477;O60477-2	O60477;O60477-2				517495
O60512	O60512				1.75348e+06
O60565	O60565				543239
O60568	O60568				3.47261e+06
O60609;O60609-2	O60609;O60609-2				279578
O60613	O60613				1.99683e+06
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;Q5QNW6-2				1.50139e+06
O60883	O60883				4.69369e+07
O60888-3	O60888;O60888-2;O60888-3				1.21875e+07
O60939	O60939				3.75024e+06
O75051;O75051-2	O75051;O75051-2				1.63238e+06
O75063	O75063				3.82141e+06
O75071	O75071				6.23084e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				1.17836e+07
O75078	O75078;O75078-2				5.62458e+06
O75083	O75083;O75083-3				993259
O75084;Q14332	O75084;Q14332				220717
O75144;O75144-2	O75144;O75144-2;O75144-3				2.74734e+07
O75173;O75173-2	O75173;O75173-2				1.24325e+07
O75326	O75326;O75326-2				6.08147e+07
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				885215
O75368	O75368				3.31527e+06
O75467;Q6AW86	O75467;Q6AW86				5.92834e+06
O75493	O75493				8.64061e+06
O75503	O75503				6.27072e+06
O75509	O75509				3.32178e+07
O75629	O75629				559038
O75636;O75636-2	O75636;O75636-2				1.08804e+06
O75711	O75711				2.23603e+08
O75752	O75752				4.2058e+06
O75781;O75781-2	O75781;O75781-2				3.03779e+06
O75787;O75787-2	O75787;O75787-2				3.24336e+07
O75828	O75828				5.23945e+06
O75874	O75874				4.41236e+06
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.55759e+07
