Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E3_82871060_repeat.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.22781e+08
A0A075B6I0	A0A075B6I0				1.16257e+07
A0A075B6I1	A0A075B6I1				5.45176e+06
A0A075B6I9	A0A075B6I9				7.19362e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				693687
A0A075B6J9	A0A075B6J9				809513
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.77932e+06
A0A075B6K5	A0A075B6K5				8.26992e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.97956e+08
A0A075B6Q5	A0A075B6Q5				3.04269e+06
A0A075B6R2	A0A075B6R2				9.83003e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.91421e+07
A0A075B6S2	A0A075B6S2;A2NJV5				4.69703e+08
A0A075B6S5	A0A075B6S5				1.20729e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				5.02899e+06
A0A087WSY6	A0A087WSY6				1.61615e+08
A0A087WSZ0	A0A087WSZ0				2.33482e+06
A0A087WW87;P01614	P01614;A0A087WW87				844906
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.0534e+08
A0A0A0MS15	A0A0A0MS15				8.72236e+06
A0A0A0MT89	A0A0A0MT89				4.5862e+06
A0A0B4J1U7	A0A0B4J1U7				2.34943e+07
A0A0B4J1V0	A0A0B4J1V0				4.51076e+08
A0A0B4J1V2	A0A0B4J1V2				6.2068e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.42682e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.30576e+07
A0A0B4J1Y9	A0A0B4J1Y9				2.21662e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				693548
A0A0C4DH25	A0A0C4DH25				6.1175e+07
A0A0C4DH33	A0A0C4DH33				3.69632e+06
A0A0C4DH34	A0A0C4DH34				7.48069e+06
A0A0C4DH35	A0A0C4DH35				1.77017e+06
A0A0C4DH36	A0A0C4DH36				1.35788e+07
A0A0C4DH38	A0A0C4DH38				5.65891e+08
A0A0C4DH43	A0A0C4DH43				2.82318e+07
A0A0C4DH67	A0A0C4DH67				2.47046e+07
A0A0C4DH73;P01611	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				1.41351e+07
A0A0J9YX35	A0A0J9YX35				1.11839e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				1.17784e+08
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.15057e+08
A1L4H1	A1L4H1;A1L4H1-2				3.33563e+06
A2RU67	A2RU67				362031
A5D6W6	A5D6W6				4.12644e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				920097
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				399037
A6NGN9	A6NGN9				7.23496e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				2.86082e+06
A6NL88	A6NL88				2.84091e+06
A6NLU5	A6NLU5				1.87372e+07
A6NML5	A6NML5				2.08867e+06
A6NNZ2;P04350;P07437;P68371;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1	A6NNZ2;P04350;P07437;P68371;Q13885;Q3ZCM7;Q9BUF5;Q9BVA1				531516
A8MTW9	A8MTW9				3.81949e+06
B4DS77;B4DS77-2	B4DS77;B4DS77-2;B4DS77-3				433491
B9A064;P0DOX8	B9A064;P0DOX8				1.23643e+08
C9JVW0	C9JVW0				1.53237e+07
I3L3R5	I3L3R5				663080
O00115;O00115-2	O00115;O00115-2				6.85186e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.83153e+07
O00187;O00187-2	O00187;O00187-2				1.33705e+06
O00233;O00233-2	O00233;O00233-2				44015.4
O00244	O00244				925453
O00264	O00264;O00264-2				2.39002e+08
O00292;O00292-2	O00292;O00292-2				1.29697e+06
O00299	O00299				2.43662e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.91441e+06
O00391	O00391;O00391-2				2.60487e+07
O00451	O00451;O00451-2;O00451-3				1.53105e+07
O00461	O00461				7.28668e+06
O00462	O00462				6.2491e+06
O00468-6	O00468-6;O00468-7				1.50294e+07
O00533	O00533;O00533-2				1.00415e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.99376e+06
O00567	O00567				404326
O00584	O00584				2.93628e+07
O00754;O00754-2	O00754;O00754-2				3.45672e+06
O14498	O14498				3.62506e+07
O14514	O14514				2.28687e+06
O14522	O14522;O14522-1				1.79888e+06
O14525;O14525-2	O14525;O14525-2;O14525-3				827399
O14559;O14559-10;O14559-11	O14559;O14559-10;O14559-11				2.84492e+06
O14594	O14594				3.60334e+07
O14657	O14657				163670
O14668;O14668-2	O14668;O14668-2				4.52126e+06
O14672	O14672				1.95779e+06
O14737;O14737-2	O14737;O14737-2				185201
O14745	O14745;O14745-2				614097
O14773	O14773				1.74893e+07
O14786	O14786;O14786-2;O14786-3				1.68671e+08
