Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C3_82874751.mzML
P01601	P01601				3.30076e+06
P01602	P01602				4.37844e+06
P01619	P01619				1.29864e+09
P01700	P01700				6.41945e+07
P01701	P01701				4.55199e+07
P01703	P01703				4.74549e+06
P01705	P01704;P01705				7.48058e+06
P01706	P01706				3.93996e+06
P01709	P01706;P01709;P0DOX8				1.07882e+08
P01714	P01714				9.05622e+06
P01715	P01715;A0A075B6K4				1.53911e+07
P01717	P01717				1.14401e+08
P01721	P01721				6.01396e+06
P01742	P01742				1.58711e+07
P01768;P0DP03	P01768;P01772;P0DP02;P0DP03				9.96554e+07
P01780	P01780				8.72041e+07
P01814	P01814				3.8772e+06
P01817	P01817				1.43981e+07
P01833	P01833				1.52942e+06
P01834	P01834				5.86969e+07
P01859;P01859-1	P01859;P01859-1				2.81702e+09
P01860;P01860-1	P01860;P01860-1				1.13812e+08
P01861;P01861-1	P01861;P01861-1				7.26674e+08
P01871;P01871-1	P01871;P0DOX6;P01871-1				3.89054e+07
P01876;P01876-1	P01876;P01876-1				1.56201e+09
P01880;P01880-1	P01880;P01880-1				4.67706e+06
P01889	P01889;P01893;P04439;P13747;P17693;P17693-2;P17693-5;P17693-6;P04439-2				4.44756e+06
P01903	P01903;P01906				1.04832e+06
P01911;P04440	P01911;P04440				5.93469e+06
P02144	P02144				1.37692e+07
P02452	P02452				7.43104e+07
P02461	P02461;P02461-2				1.80006e+07
P02511	P02511				5.70735e+06
P02533;P08779;P13645;Q7Z3Y7	P02533;P08779;P13645;Q7Z3Y7;Q7Z3Y8;Q7Z3Y9;Q7Z3Z0				3.0027e+06
P02647	P02647				7.72747e+09
P02649	P02649				8.41495e+09
P02652	P02652				1.27722e+09
P02654	P02654				1.07673e+08
P02655	P02655				1.99859e+07
P02656	P02656				1.09161e+08
P02671	P02671;P02671-2				4.90865e+08
P02675	P02675				3.64663e+08
P02679;P02679-2	P02679;P02679-2				2.36581e+08
P02686;P02686-3;P02686-4;P02686-5;P02686-6	P02686;P02686-3;P02686-4;P02686-5;P02686-6				763984
P02741	P02741				2.66098e+06
P02743	P02743				1.42514e+07
P02745	P02745				7.77766e+07
P02746	P02746				2.86951e+08
P02747	P02747				1.99036e+08
P02748	P02748				4.7225e+07
P02749	P02749				1.01522e+08
P02750	P02750				2.11744e+08
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				5.19618e+08
P02753	P02753				1.27094e+08
P02760	P02760				2.06718e+08
P02763	P02763				3.04536e+09
P02765	P02765				1.3646e+09
P02766	P02766				7.49525e+09
P02768	P02768				3.09867e+10
P02774;P02774-3	P02774;P02774-2;P02774-3				1.38054e+09
P02786	P02786				4.3342e+06
P02787	P02787				1.10919e+10
P02788;P02788-2	P02788;P02788-2				4.84355e+06
P02790	P02790				4.86419e+09
P02792	P02792				5.73518e+06
P02794	P02794				8.05835e+06
P02810	P02810				339080
P02818	P02818				1.17418e+06
P03950	P03950				6.92544e+06
P03951	P03951;P03951-2				1.28965e+07
P03952	P03952				3.37835e+07
P04003	P04003				6.43302e+06
P04004	P04004				9.0362e+08
P04040	P04040				1.04837e+06
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				4.11562e+06
P04066	P04066				9.98313e+06
P04070;P04070-2	P04070;P04070-2				5.66089e+06
P04075	P04075;P09972;P04075-2				6.28434e+07
P04080	P04080				4.59111e+06
P04085;P04085-2	P04085;P04085-2				1.448e+07
P04114	P04114				1.07051e+07
P04156	P04156				3.99587e+08
P04179;P04179-4	P04179;P04179-2;P04179-3;P04179-4				1.53366e+07
P04180	P04180				4.35089e+07
P04196	P04196				2.41779e+08
P04211	P04211;A0A075B6I9				1.17133e+08
P04216	P04216				3.66001e+08
P04217	P04217;P04217-2				4.52733e+08
P04217-2	P04217-2				501710
P04233;P04233-2;P04233-4;P04233-5	P04233;P04233-2;P04233-4;P04233-5				9.86364e+06
P04264	P04264				5.43613e+06
P04271	P04271				3.54162e+06
P04275	P04275				8.84981e+06
P04278	P04278;P04278-2;P04278-3;P04278-4;P04278-5				1.01754e+07
P04350;P07437;P68371	P04350;P07437;P68371				882106
P04406	P04406;P04406-2				6.95029e+07
P04439;P04439-2	P01893;P04439;P04439-2				2.97425e+06
P04632	P04632				754348
P04746-2	P04746;P04746-2				410181
P04792	P04792				1.85988e+06
