Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E1_82883860.mzML
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				573131
P01178	P01178				1.6739e+06
P01210	P01210				9.88755e+07
P01213	P01213				5.40486e+06
P01236	P01236				604484
P01258;P01258-2;P06881	P01258;P06881;P10092;P01258-2				1.8639e+06
P01282;P01282-2	P01282;P01282-2				1.01328e+06
P01303	P01303				8.36642e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				1.75221e+07
P01591	P01591				2.20933e+07
P01593;P01594	P01593;P01594				6.48852e+07
P01597;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.52672e+07
P01599	P01599;A0A0C4DH72				7.82566e+06
P01601	P01601				4.47217e+06
P01602	P01602				8.97456e+06
P01619	P01619				5.84031e+08
P01700	P01700				7.20111e+07
P01701	P01701				4.6059e+07
P01703	P01703				3.92482e+06
P01705	P01704;P01705				8.57336e+06
P01706	P01706				2.54965e+06
P01709	P01706;P01709;P0DOX8				3.33646e+07
P01714	P01714				1.17958e+07
P01715	P01715;A0A075B6K4				5.82278e+06
P01717	P01717				2.45429e+08
P01721	P01721				5.12336e+06
P01742	P01742				2.02786e+07
P01743	P01743				721115
P01768;P0DP02;P0DP03	P01768;P01772;P0DP02;P0DP03				6.91261e+07
P01780	P01780				9.7171e+07
P01814	P01814				6.19385e+06
P01817	P01817				1.15032e+07
P01833	P01833				3.09543e+06
P01834	P01834				3.00803e+07
P01859;P01859-1	P01859;P01859-1				1.32537e+09
P01860;P01860-1	P01860;P01860-1				4.64059e+07
P01861;P01861-1	P01861;P01861-1				3.56735e+07
P01871;P01871-1	P01871;P0DOX6;P01871-1				9.6482e+07
P01876;P01876-1	P01876;P01876-1				4.96587e+08
P01889	P01889;P01893;P04439;P13747;P17693;P17693-2;P17693-5;P17693-6;P04439-2				4.34249e+06
P01893	P01893;P04439;P04439-2				1.18722e+06
P01903	P01903;P01906				1.14638e+06
P01911	P01911;P04440				2.72442e+06
P02042	P02042				1.949e+06
P02144	P02144				1.49027e+06
P02452	P02452				3.71126e+07
P02461	P02461;P02461-2				8.8748e+06
P02511	P02511				1.81469e+06
P02533;P08779;P19012;P19012-2;Q04695	P02533;P08727;P08779;P19012;Q04695;P19012-2				2.72137e+06
P02647	P02647				4.22441e+09
P02649	P02649				5.35272e+09
P02652	P02652				1.22049e+09
P02654	P02654				1.05214e+08
P02655	P02655				2.29708e+07
P02656	P02656				1.23809e+08
P02671	P02671;P02671-2				2.2329e+08
P02675	P02675				2.01049e+08
P02679;P02679-2	P02679;P02679-2				8.57498e+07
P02686;P02686-3;P02686-4;P02686-5;P02686-6	P02686;P02686-3;P02686-4;P02686-5;P02686-6				348853
P02743	P02743				6.87051e+06
P02745	P02745				2.75e+07
P02746	P02746				2.53156e+08
P02747	P02747				2.36205e+08
P02748	P02748				5.21072e+07
P02749	P02749				6.12738e+07
P02750	P02750				1.15673e+08
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				3.48163e+08
P02753	P02753				9.27925e+07
P02760	P02760				1.12673e+08
P02763	P02763				1.92851e+09
P02765	P02765				1.23766e+09
P02766	P02766				3.9023e+09
P02768	P02768				2.4023e+10
P02774;P02774-3	P02774;P02774-2;P02774-3				7.19414e+08
P02786	P02786				957214
P02787	P02787				6.93398e+09
P02788;P02788-2	P02788;P02788-2				7.85393e+06
P02790	P02790				1.86149e+09
P02792	P02792				3.43714e+06
P02794	P02794				1.10964e+07
P02810	P02810				1.21055e+06
P03950	P03950				4.0138e+06
P03951	P03951;P03951-2				5.07888e+06
P03952	P03952				1.31678e+07
P04003	P04003				1.44529e+06
P04004	P04004				4.65343e+08
P04040	P04040				881544
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				1.99206e+06
P04066	P04066				4.37044e+06
P04070;P04070-2	P04070;P04070-2				2.94438e+06
P04075	P04075;P09972;P04075-2				3.20208e+07
P04080	P04080				3.55303e+06
P04085;P04085-2	P04085;P04085-2				1.31044e+07
P04114	P04114				3.63917e+06
P04156	P04156				5.91054e+08
P04179;P04179-4	P04179;P04179-2;P04179-3;P04179-4				9.57411e+06
P04180	P04180				4.28177e+07
P04196	P04196				1.26455e+08
P04216	P04216				2.50746e+08
P04217	P04217;P04217-2				2.05839e+08
P04233;P04233-2;P04233-4;P04233-5	P04233;P04233-2;P04233-4;P04233-5				357715
P04264	P04259;P04264				1.25067e+07
P04271	P04271				2.47626e+06
P04275	P04275				7.04826e+06
P04278	P04278;P04278-2;P04278-3;P04278-4;P04278-5				6.83624e+06
P04406	P04406;P04406-2				5.61319e+07
P04430	P04430				5.10907e+06
P04439;P04439-2	P04439;P04439-2				1.48226e+06
P04792	P04792				837329
P05023;P05023-2;P05023-4	P05023;P05023-2;P05023-3;P05023-4				711311
P05026;P05026-2	P05026;P05026-2				4.36149e+06
P05060	P05060				9.50752e+08
P05062	P05062				1.13865e+06
P05067;P05067-11;P05067-8	P05067;P05067-4;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9				1.18277e+09
P05090	P05090				4.60316e+09
P05107	P05107				1.03954e+06
P05121	P05121				299125
P05154	P05154				1.78149e+07
P05155;P05155-3	P05155;P05155-2;P05155-3				6.8415e+08
P05156	P05156				3.18061e+07
P05160	P05160				2.19872e+06
P05362	P05362				2.48988e+06
P05408;P05408-2	P05408;P05408-2				2.69004e+08
P05413	P05413				8.72933e+06
P05452	P05452				7.06849e+07
P05543	P05543				2.80285e+07
P05546	P05546				1.03827e+08
P05556;P05556-2;P05556-3;P05556-4;P05556-5	P05556;P05556-2;P05556-5;P05556-3;P05556-4				1.00604e+06
P05937	P05937;P05937-2				6.10146e+06
P06276	P06276				6.6155e+06
P06280	P06280				975702
P06307	P06307				8.04787e+06
P06310	P06310				1.36674e+08
P06312	P06312				1.73266e+08
P06331	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				1.22798e+08
P06396	P06396;P06396-2;P06396-3;P06396-4				8.99912e+08
P06396-2	P06396-2				4.4991e+06
P06681	P06681;P06681-2;P06681-3				2.04594e+07
P06703	P06703				2.37794e+06
P06727	P06727				2.23775e+08
P06733	P06733;P06733-2				8.98445e+07
P06744;P06744-2	P06744;P06744-2				7.84343e+06
P06865	P06865				9.12257e+06
P07093-2;P07093-3	P07093;P07093-2;P07093-3				7.70957e+06
P07108;P07108-2;P07108-3;P07108-4;P07108-5	P07108;P07108-2;P07108-3;P07108-4;P07108-5;P07108-6				1.63051e+07
P07148	P07148;Q9NQV6-6				913865
P07195	P00338;P07195;P07864;Q6ZMR3;P00338-3;P00338-2;P00338-4;P00338-5				2.9112e+07
P07196	P07196				444283
P07225	P07225				5.72446e+07
P07237	P07237				6.01976e+06
P07307;P07307-2;P07307-3	P07307;P07307-3;P07307-2				866788
P07311	P07311				918823
P07333	P07333;P07333-2				4.4296e+07
P07339	P07339				1.7368e+08
P07355;P07355-2	A6NMY6;P07355;P07355-2				258599
P07357	P07357				2.36733e+07
P07358	P07358				2.09324e+07
P07360	P07360				1.01067e+07
P07451	P07451				20247.7
P07477	P07477;Q9BYE2;Q9BYE2-2;Q9BYE2-3;Q9BYE2-6				1.52154e+07
P07492	P07492;P07492-2;P07492-3				1.89171e+06
P07585	P07585;P07585-4				2.56141e+07
P07602;P07602-2;P07602-3	P07602;P07602-2;P07602-3				1.85915e+07
P07686	P07686				1.23912e+07
P07711	P07711;P07711-3				1.68816e+07
P07737	P07737				3.70115e+06
P07738	P07738				208580
P07858	P07858				3.86392e+07
P07900;P07900-2	P07900;Q58FG0;P07900-2				1.21283e+06
P07942	P07942				6.85804e+06
P07951-2;P07951-3	P06753;P07951;P09493;P09493-10;P67936;P07951-2;P09493-5;P06753-2;P06753-3;P09493-2;P09493-3;P09493-4;P09493-6;P09493-7;P09493-8;P09493-9;P06753-4;P06753-5;P06753-6;P07951-3;P67936-2				995016
P07996	P07996;P07996-2				2.29056e+06
P07998	P07998				1.61886e+07
P08123	P08123				3.07813e+07
P08133;P08133-2	P08133;P08133-2				80505.9
P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7	P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7				2.83206e+07
P08185	P08185				5.50773e+07
P08195;P08195-2;P08195-3;P08195-4;P08195-5	P08195;P08195-4;P08195-2;P08195-3;P08195-5				6.19931e+06
P08253	P08253;P08253-2;P08253-3				1.55254e+07
P08294	P08294				1.31366e+08
P08493-2	P08493;P08493-2				4.7878e+07
P08571	P08571				1.53648e+08
P08572	P08572				2.79089e+06
P08581;P08581-2	P08581;P08581-2				3.08022e+06
P08582	P08582;P08582-2				1.54342e+06
P08603	P08603				1.03357e+08
P08637	P08637				1.56066e+07
P08670	P08670;P17661				1.85843e+06
P08697	P08697;P08697-2				2.69054e+08
P08758	P08758				713761
P09104	P09104;P09104-2				1.58989e+07
P09172	P09172				517299
P09211	P09211				6.70441e+06
P09382	P09382				1.30442e+07
P09417;P09417-2	P09417;P09417-2				1.49672e+07
P09455;P09455-2;P09455-3	P09455;P09455-2;P09455-3				232707
P09486	P09486				6.28354e+07
P09529	P09529				315660
P09603	P09603				2.96237e+07
P09619	P09619;P09619-2				4.5011e+06
P09622	P09622;P09622-2				5.0874e+06
P09668	P09668				1.82264e+07
P09871	P09871				1.15787e+08
P09936	P09936				3.22134e+06
P09958	P09958				927542
P09960;P09960-4	P09960;P09960-2;P09960-3;P09960-4				762023
P09972	P09972				1.69472e+07
P0C0L4;P0C0L4-2	P0C0L4;P0C0L4-2				9.46509e+07
P0C0L5	P0C0L4;P0C0L5;P0C0L4-2				8.14038e+08
P0C6S8	P0C6S8				2.24988e+06
P0CG47;P0CG48	P0CG47;P0CG48;P62979;P62987				1.17122e+08
P0DMQ5	P0DMQ5				1.68356e+07
P0DMV8;P0DMV8-2;P0DMV9	P0DMV8;P0DMV9;P0DMV8-2				2.67232e+06
P0DOX2	P01876;P01877;P01876-1;P01877-1;P0DOX2				8.27464e+08
P0DOX3	P0DOX3				1.92283e+07
P0DOX5	P0DOX5				4.23134e+09
P0DOX7	P01834;P0DOX7				5.33476e+08
P0DOX8	B9A064;P0DOX8				3.5064e+08
P0DOY3	P0DOY2;P0DOY3				7.27855e+08
P0DP08	P0DP08				1.81286e+06
P0DP23;P0DP24;P0DP25	P0DP23;P0DP24;P0DP25;P27482				1.02609e+06
P0DP58	P0DP58				1.66324e+08
P0DTE1	P0DTE1				2.15409e+06
P0DTE7;P0DTE8;P0DUB6	P0DTE7;P0DTE8;P0DUB6				171023
P10124	P10124				7.46163e+06
P10153	P10153				5.65409e+06
P10253	P10253				4.46333e+06
P10451-3	P10451-3				2.70071e+07
P10451-5	P10451;P10451-4;P10451-5				4.37388e+08
P10451;P10451-4	P10451;P10451-4				1.39627e+06
P10586;P10586-2	P10586;P23468;P10586-2;P23468-3;P23468-4;P23468-5;P23468-6;P23468-7				1.05108e+07
P10599	P10599;P10599-2				1.8303e+07
P10619;P10619-2	P10619;P10619-2				696490
P10636;P10636-2;P10636-3;P10636-4;P10636-5;P10636-6;P10636-7;P10636-8;P10636-9	P10636;P10636-8;P10636-6;P10636-2;P10636-3;P10636-4;P10636-5;P10636-7;P10636-9				1.73385e+06
P10643	P10643				8.45863e+07
P10644;P10644-2	P10644;P10644-2				737082
P10645	P10645				3.67718e+08
P10721;P10721-2	P10721;P10721-2				1.33602e+07
P10745	P10745				1.08811e+06
P10768	P10768				2.35509e+06
P10909-6	P10909;P10909-4;P10909-6;P10909-2;P10909-3;P10909-5				5.5898e+09
P10915	P10915				460844
P11021	P11021				9.81927e+06
P11047	P11047				3.2948e+07
P11117	P11117				4.19791e+06
P11137;P11137-3	P11137;P11137-3				215060
P11142	P11142				9.13338e+06
P11215;P11215-2	P11215;P11215-2				333848
P11279	P11279;P11279-2				3.4144e+06
P11362-16	P11362;P11362-10;P11362-11;P11362-16;P11362-2;P11362-20;P11362-3;P11362-4;P11362-8;P11362-9				2.30629e+06
P11362-21;P11362-7	P11362;P11362-10;P11362-11;P11362-12;P11362-13;P11362-14;P11362-16;P11362-18;P11362-19;P11362-2;P11362-20;P11362-21;P11362-3;P11362-4;P11362-5;P11362-6;P11362-7;P11362-8;P11362-9				3.23331e+07
P11464-4	P11464-4				8.45601e+06
P11597;P11597-2	P11597;P11597-2				1.43831e+06
P11717	P11717				1.37626e+07
P12107;P12107-2;P12107-3;P12107-4	P12107;P12107-2;P12107-3;P12107-4				500217
P12109	P12109				5.22086e+07
P12110	P12110;P12110-2;P12110-3				5.24058e+06
