Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C4_168751222.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.74416e+08
A0A075B6H9	A0A075B6H9				3.243e+06
A0A075B6I0	A0A075B6I0				6.42157e+07
A0A075B6I9	A0A075B6I9				2.67847e+07
A0A075B6J9	A0A075B6J9				2.46193e+06
A0A075B6K5	A0A075B6K5				6.61416e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				9.06235e+07
A0A075B6R2	A0A075B6R2				1.36216e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.08503e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.84313e+08
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.79878e+06
A0A087WSY6	A0A087WSY6				5.65819e+07
A0A087WW87;P01614	P01614;A0A087WW87				253310
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				9.16812e+07
A0A0A0MS15	A0A0A0MS15				6.00879e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.18126e+06
A0A0B4J1U7	A0A0B4J1U7				4.06164e+06
A0A0B4J1V0	A0A0B4J1V0				1.07643e+06
A0A0B4J1V2	A0A0B4J1V2				577198
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				4.30861e+07
A0A0B4J1Y8	A0A0B4J1Y8				2.74516e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.7e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.2959e+06
A0A0C4DH24	A0A0C4DH24				8.75433e+06
A0A0C4DH25	A0A0C4DH25				5.43628e+07
A0A0C4DH33	A0A0C4DH33				229130
A0A0C4DH34	A0A0C4DH34				9.37968e+06
A0A0C4DH35	A0A0C4DH35				4.21769e+06
A0A0C4DH36	A0A0C4DH36				6.55041e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.02716e+08
A0A0C4DH43	A0A0C4DH43				6.45636e+06
A0A0C4DH67	A0A0C4DH67				1.86321e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				1.1827e+07
A0A0J9YX35	A0A0J9YX35				2.75627e+06
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				86265.6
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.02934e+08
A1L4H1	A1L4H1				1.07897e+06
A2RU67	A2RU67				319191
A5D6W6	A5D6W6				8.57178e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.36192e+06
A6NCE7;Q9GZQ8;Q9H492;Q9H492-2	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				686701
A6NGN9	A6NGN9				1.1113e+07
A6NL88	A6NL88				3.20803e+06
A6NLU5	A6NLU5				1.96622e+07
A8MTW9	A8MTW9				835558
B9A064;P0DOX8	B9A064;P0DOX8				5.5046e+08
C9JVW0	C9JVW0				4.70468e+06
I3L3R5	I3L3R5				22137.7
O00115;O00115-2	O00115;O00115-2				4.87057e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.46641e+07
O00244	O00244				478017
O00264	O00264;O15173;O15173-2				1.90212e+08
O00299	O00299				321940
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.53617e+06
O00391	O00391;O00391-2				3.05332e+07
O00451	O00451;O00451-2;O00451-3				1.04232e+07
O00461	O00461				3.73788e+06
O00462	O00462				5.24016e+06
O00468-6	O00468-6;O00468-7				1.32747e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				401646
O00533	O00533;O00533-2				1.67497e+08
O00533-2	O00533-2				1.19571e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				358954
O00567	O00567				173368
O00584	O00584				1.14993e+07
O00754;O00754-2	O00754;O00754-2				3.66436e+06
O14498	O14498				3.26306e+07
O14514	O14514				1.46355e+06
O14522;O14522-1	O14522;O14522-1				1.53665e+06
O14594	O14594				3.89633e+07
O14657	O14657				101512
O14668;O14668-2	O14668;O14668-2				945956
O14672	O14672				5.69917e+06
O14745	O14745				221947
O14773	O14773				1.1534e+07
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				6.4376e+06
O14791-2	O14791;O14791-2;O14791-3				2.31745e+07
O14793	O14793				2.02288e+06
O14917;O14917-2	O14917;O14917-2				8.03006e+06
O14960	O14960				161698
O15031	O15031				1.15447e+07
O15041;O15041-2	O15041;O15041-2				434665
O15197;O15197-3	O15197;O15197-3				5.86816e+06
O15204;O15204-2	O15204;O15204-2				1.90214e+06
O15230	O15230				1.89551e+06
O15232;O15232-2	O15232;O15232-2				823767
O15240	O15240				1.39571e+08
O15335	O15335				1.53584e+06
O15354	O15354				9.45348e+06
O15394	O15394;O15394-2				1.40413e+07
O15466;O15466-2	O15466;O15466-2				1.27295e+06
O15540;O15540-2	O15540;O15540-2				1.55781e+06
O43155	O43155				908850
O43157	O43157;O43157-2;O43157-3				4.1461e+06
O43173	O43173				3.16505e+06
O43240	O43240				230767
O43278;O43278-2	O43278;O43278-2				1.71341e+06
O43286	O43286				227231
O43291	O43291				2.00481e+06
O43300	O43300				1.55002e+06
O43405	O43405;O43405-2				2.56351e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				3.36659e+07
O43504	O43504				907316
O43505	O43505				8.76803e+08
O43508-2	O43508;O43508-2				2.87237e+06
O43529	O43529				7.13489e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				5.89466e+06
O43567	O43567;O43567-2				2.64642e+06
O43827	O43827				5.29117e+06
O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				5.58633e+06
O43854;O43854-2	O43854;O43854-2				136421
O43866	O43866				5.66695e+06
O43897;O43897-2	O43897;O43897-2				1.90667e+06
O43916	O43916				842322
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				1.83683e+06
O60242	O60242				1.81173e+06
O60243	O60243				4.97582e+06
O60245;O60245-2	O60245;O60245-2				2.36022e+06
O60279	O60279				1.43477e+07
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				686805
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				6.71775e+06
O60476	O60476				3.05709e+06
O60512	O60512				2.17178e+06
O60568	O60568				4.67604e+06
O60613	O60613				1.66325e+06
O60883	O60883				4.76149e+07
O60888-3	O60888;O60888-2;O60888-3				4.40322e+07
O60939	O60939				2.02519e+06
O75051;O75051-2	O75051;O75051-2				924450
O75063	O75063				2.44586e+06
O75071	O75071				4.59386e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				7.21185e+06
O75078	O75078;O75078-2				3.81385e+06
O75083;O75083-3	O75083;O75083-3				1.36703e+06
O75144;O75144-2	O75144;O75144-2;O75144-3				2.80556e+07
O75173;O75173-2	O75173;O75173-2				1.36853e+07
O75223	O75223				409613
O75326	O75326;O75326-2				3.65866e+07
O75340;O75340-2	O75340;O75340-2				506410
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				772738
O75368	O75368				2.25401e+06
O75487	O75487;O75487-2				811174
O75493	O75493				5.50188e+06
O75503	O75503				3.65937e+06
O75509	O75509				2.1696e+07
O75636;O75636-2	O75636;O75636-2				914161
O75711	O75711				7.73082e+07
O75752	O75752				1.65059e+06
O75787;O75787-2	O75787;O75787-2				2.88825e+07
O75828	O75828				3.42656e+06
O75874	O75874				434994
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				8.28846e+06
O75973	O75973				2.28711e+06
O75976	O75976				1.51413e+06
O76061	O76061				1.82144e+06
O94760	O94760				7.47139e+06
O94766;O94766-2	O94766;O94766-2				862237
O94769	O94769;O94769-2				7.91303e+06
O94772;O94772-2	O94772;O94772-2				2.82722e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				411921
O94856-10;O94856-3;O94856-5;O94856-8	O94856;O94856-10;O94856-11;O94856-13;O94856-3;O94856-5;O94856-6;O94856-7;O94856-8				1.49994e+06
O94856-12;O94856-4;O94856-9	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				2.58418e+07
O94910	O94910				6.00198e+06
O94919	O94919				3.19405e+07
O94985	O94985				2.24627e+06
O94985-2	O94985;O94985-2				3.51288e+08
O94991	O94991;O94991-2				4.02971e+06
O95084;O95084-2	O95084;O95084-2				2.1018e+06
O95157	O95157				893759
O95158	O95158				1.24772e+07
O95185;O95185-2	O95185;O95185-2				1.8705e+06
O95196;O95196-2	O95196;O95196-2				3.11898e+06
O95206;O95206-2	O95206;O95206-2				2.95706e+06
O95297;O95297-2;O95297-3;O95297-4	O95297;O95297-2;O95297-3;O95297-4				952046
O95336	O95336				53779.2
O95390	O95390				804140
O95428;O95428-5;O95428-6	O95428;O95428-2;O95428-4;O95428-5;O95428-6				3.17537e+06
O95445	O95445;O95445-2				2.66905e+07
O95450;O95450-2	O95450;O95450-2				1.44091e+06
O95467	O95467				1.14151e+06
O95477	O95477				3.48236e+06
O95497	O95497				911769
O95502	O95502				9.40837e+07
O95633;O95633-2	O95633;O95633-2				833342
O95841	O95841				1.70137e+06
O95865	O95865				810461
O95897	O95897				227382
O95967	O95967				6.51621e+06
O95970;O95970-3	O95970;O95970-3				660194
P00338;P00338-3	P00338;P00338-3;P00338-4				9.81751e+06
P00352	P00352				420927
P00390;P00390-2;P00390-3;P00390-4;P00390-5	P00390;P00390-2;P00390-3;P00390-4;P00390-5				5.76028e+06
P00441	P00441				2.49258e+08
P00450	P00450				2.00505e+08
P00488	P00488				1.41068e+06
P00492	P00492				2.26228e+06
P00505	P00505;P00505-2				4.09984e+06
P00533;P00533-3;P00533-4	P00533;P00533-3;P00533-4				1.43099e+06
P00558;P00558-2	P00558;P00558-2				3.5239e+06
P00734	P00734				4.12506e+07
P00736	P00736				6.56838e+07
P00738	P00738;P00738-2				6.61093e+08
P00739;P00739-2	P00739;P00739-2				2.44639e+06
P00740;P00740-2	P00740;P00740-2				4.49724e+06
P00742	P00742				1.70167e+07
P00746	P00746				2.19306e+08
P00747	P00747				1.07434e+08
P00748	P00748				3.60046e+07
P00751	P00751;P00751-2				1.48515e+08
P01008	P01008				4.26632e+08
P01009	P01009;P01009-2;P01009-3				6.35082e+09
P01011	P01011				2.27142e+09
P01019	P01019				3.61163e+08
P01023	P01023;P20742;P20742-2				6.12539e+08
P01024	P01024				1.17845e+09
P01031	P01031				2.92797e+07
P01033	P01033				1.09701e+08
P01034	P01034				5.29193e+09
P01042	P01042;P01042-2;P01042-3				1.33519e+08
P01042-2;P01042-3	P01042-2;P01042-3				1.8435e+08
P01127;P01127-2	P01127;P01127-2				2.1505e+07
P01210	P01210				7.81238e+07
P01213	P01213				3.78517e+06
P01236	P01236				1.0505e+06
P01282;P01282-2	P01282;P01282-2				865097
P01303	P01303				5.832e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				8.68844e+06
P01591	P01591				9.18939e+06
P01593;P01594	P01593;P01594				3.36779e+07
P01599	P01599;A0A0C4DH72				2.82113e+06
P01619	P01619				1.756e+08
P01700	P01700				6.43134e+07
P01701	P01701				6.71741e+07
P01705	P01705				6.28451e+06
P01709	P01706;P01709;P0DOX8				3.87813e+07
P01714	P01714				6.89049e+06
P01717	P01717;P01718				2.6939e+07
P01742	P01742				9.0665e+07
P01768;P0DP03	P01768;P01772;P0DP02;P0DP03				8.15883e+06
P01780	P01780				8.80013e+07
P01817	P01817				1.71585e+07
P01833	P01833				2.07215e+06
P01834	P01834				8.54516e+08
P01859	P01859;P01859-1				6.86289e+08
P01860	P01860;P01860-1				7.70515e+06
P01861;P01861-1	P01861;P01861-1				1.85884e+08
P01871;P01871-1	P01871;P0DOX6;P01871-1				2.49604e+07
P01876;P01876-1	P01876;P01876-1				5.99847e+07
P01889	P01889;P10321;P10321-2				5.98103e+06
P01893	P01893				2.71418e+06
P01911;P04440	P01911;P04440				2.94325e+06
P02144	P02144				866712
P02452	P02452				2.3155e+07
P02461	P02461;P02461-2				5.68308e+06
P02647	P02647				4.90604e+09
P02649	P02649				4.01001e+09
P02652	P02652				2.50196e+08
P02654	P02654				1.41441e+08
P02655	P02655				7.27971e+06
P02656	P02656				4.06185e+07
P02671	P02671;P02671-2				1.78301e+08
