Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A5_81790643.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				5.44561e+08
A0A075B6I0	A0A075B6I0				2.15891e+07
A0A075B6I1	A0A075B6I1				8.22191e+06
A0A075B6I9	A0A075B6I9				1.56138e+08
A0A075B6J9	A0A075B6J9				3.03244e+07
A0A075B6K2	A0A075B6K2				719872
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.89769e+06
A0A075B6K5	A0A075B6K5				1.08283e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				3.4993e+08
A0A075B6R2	A0A075B6R2				1.30477e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.65873e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.99362e+08
A0A075B6S5	A0A075B6S5				1.73492e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.87271e+06
A0A087WSY4	A0A087WSY4				1.61798e+07
A0A087WSY6	A0A087WSY6				3.09473e+08
A0A087WW87;P01614	P01614;A0A087WW87				298690
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.20328e+08
A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.84817e+06
A0A0A0MS15	A0A0A0MS15				2.15286e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				899791
A0A0A0MT89	A0A0A0MT89				2.55035e+06
A0A0B4J1U7	A0A0B4J1U7				8.344e+06
A0A0B4J1V0	A0A0B4J1V0				5.49234e+06
A0A0B4J1V2	A0A0B4J1V2				2.49812e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.76124e+07
A0A0B4J1Y8	A0A0B4J1Y8				4.04413e+06
A0A0B4J1Y9	A0A0B4J1Y9				9.15636e+07
A0A0C4DH24	A0A0C4DH24				4.16881e+06
A0A0C4DH25	A0A0C4DH25				2.91074e+07
A0A0C4DH33	A0A0C4DH33				1.32512e+06
A0A0C4DH34	A0A0C4DH34				1.0098e+07
A0A0C4DH35	A0A0C4DH35				3.89782e+06
A0A0C4DH36	A0A0C4DH36				5.96675e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				5.05732e+06
