Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B1_129186923.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.67955e+08
A0A075B6H9	A0A075B6H9				1.05764e+07
A0A075B6I0	A0A075B6I0				6.92344e+07
A0A075B6I1	A0A075B6I1				6.4168e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.45327e+06
A0A075B6J9	A0A075B6J9				5.63621e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.3076e+06
A0A075B6K5	A0A075B6K5				1.11312e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				2.2935e+08
A0A075B6R2	A0A075B6R2				1.19226e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.69527e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.81853e+08
A0A075B6S5;A0A0C4DH67;A0A0C4DH69	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				5.81366e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.71788e+06
A0A087WSY6	A0A087WSY6				2.14166e+08
A0A087WW87;P01614	P01614;A0A087WW87				216704
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.51466e+08
A0A0A0MS15	A0A0A0MS15				1.27748e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.10623e+06
A0A0A0MT89	A0A0A0MT89				5.58236e+06
A0A0B4J1U7	A0A0B4J1U7				1.08086e+07
A0A0B4J1V0	A0A0B4J1V0				1.02432e+08
A0A0B4J1V2	A0A0B4J1V2				4.73494e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.25466e+07
A0A0B4J1Y8	A0A0B4J1Y8				5.52594e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.11378e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.40693e+07
A0A0C4DH24	A0A0C4DH24				2.08662e+06
A0A0C4DH25	A0A0C4DH25				3.71426e+07
A0A0C4DH33	A0A0C4DH33				509234
A0A0C4DH34	A0A0C4DH34				5.9126e+06
A0A0C4DH35	A0A0C4DH35				3.07026e+06
A0A0C4DH36	A0A0C4DH36				4.77746e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.536e+07
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				3.51636e+07
A0A0C4DH43	A0A0C4DH43				6.65231e+06
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				4.13594e+07
A0A0J9YX35	A0A0J9YX35				1.2247e+07
A0A0J9YXX1	A0A0J9YXX1				6.4023e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.02948e+08
A1L4H1	A1L4H1;A1L4H1-2				3.4977e+06
A2RU67	A2RU67				211619
A5D6W6	A5D6W6				2.372e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.79607e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				256452
A6NGN9	A6NGN9				1.13802e+07
A6NL88	A6NL88				2.20019e+06
A6NLU5	A6NLU5				2.42032e+07
A8MTW9	A8MTW9				3.82474e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				354003
C9JVW0	C9JVW0				1.21001e+07
E2RYF7	E2RYF7				5.05558e+06
I3L3R5	I3L3R5				1.00863e+06
O00115;O00115-2	O00115;O00115-2				1.11335e+07
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				6.4032e+07
O00187;O00187-2	O00187;O00187-2				1.98983e+06
O00244	O00244				783632
O00264	O00264;O15173;O15173-2				1.73505e+08
O00299	O00299				1.21307e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				3.01595e+06
O00391	O00391;O00391-2				2.37773e+07
O00451	O00451;O00451-2;O00451-3				3.1968e+07
O00461	O00461				1.03225e+07
O00462	O00462				9.86464e+06
O00468-6	O00468-6;O00468-7				1.44051e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				497312
O00533	O00533				1.49971e+07
O00533-2	O00533;O00533-2				3.56295e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.35005e+06
O00567	O00567				517763
O00584	O00584				2.21946e+07
O00754;O00754-2	O00754;O00754-2				4.28599e+06
O14498	O14498				8.34977e+07
O14514	O14514				4.38477e+06
O14522	O14522;O14522-1				2.24974e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				191572
O14594	O14594				7.29578e+07
O14657	O14657				106075
O14668;O14668-2	O14668;O14668-2				2.04405e+06
O14672	O14672				6.0449e+06
O14737;O14737-2	O14737;O14737-2				232362
O14745	O14745				271797
O14773	O14773				1.82362e+07
O14786	O14786;O14786-2;O14786-3				1.05427e+07
O14791-2	O14791;O14791-2;O14791-3				3.02098e+07
O14793	O14793				2.86803e+06
O14810	O14810				611102
O14917;O14917-2	O14917;O14917-2				5.93828e+06
O14960	O14960				2.21828e+06
O15031	O15031				1.54051e+07
O15041;O15041-2	O15041;O15041-2				914797
O15197;O15197-3	O15197;O15197-3				9.68095e+06
O15204;O15204-2	O15204;O15204-2				1.9802e+06
O15230	O15230				4.53586e+06
O15232;O15232-2	O15232;O15232-2				319174
O15240	O15240				2.7006e+08
O15335	O15335				6.93749e+06
O15354	O15354				4.03963e+07
O15394	O15394;O15394-2				4.26395e+07
O15400;O15400-2	O15400;O15400-2				2.26937e+06
O15466;O15466-2	O15466;O15466-2				2.4162e+06
O15540;O15540-2	O15540;O15540-2				6.76382e+06
O43155	O43155				986137
O43157	O43157;O43157-2;O43157-3				8.08769e+06
O43173	O43173				3.87694e+06
O43240	O43240				1.88623e+06
O43278;O43278-2	O43278;O43278-2				3.51669e+06
O43286	O43286				2.81095e+06
O43291	O43291				1.18733e+07
O43300	O43300				5.29382e+06
O43405	O43405;O43405-2				2.8192e+07
O43491;O43491-4	O43491;O43491-4				476256
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				6.40902e+07
O43504	O43504				1.07236e+06
O43505	O43505				1.12214e+09
O43508	O43508				1.19277e+06
O43508-2;O75888;O75888-2;O75888-3;O75888-4;O75888-5	O75888;O75888-3;O43508-2;O75888-2;O75888-4;O75888-5				1.40733e+06
O43529	O43529				8.93099e+07
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				8.59288e+06
O43567	O43567				8.9594e+07
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				1.2534e+06
O43827	O43827				6.84129e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				1.18675e+06
O43854;O43854-2	O43854;O43854-2				492864
O43866	O43866				2.84738e+06
O43897;O43897-2	O43897;O43897-2				1.68334e+06
O43909	O43909				685868
O43916	O43916				1.06161e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				1.92463e+07
O60242	O60242				2.99925e+06
O60243	O60243				2.87737e+06
O60245;O60245-2	O60245;O60245-2				5.0508e+06
O60279	O60279				2.41783e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				2.20963e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				2.10005e+06
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				7.86507e+06
O60476	O60476				4.63695e+06
O60477	O60477;Q76B58;O60477-3;Q76B58-2				1.27348e+06
O60512	O60512				3.46436e+06
O60565	O60565				640581
O60568	O60568				4.87836e+06
O60613	O60613				2.65355e+06
O60704	O60704				249501
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				3.41133e+06
O60883	O60883				1.73974e+08
O60888-3	O60888;O60888-2;O60888-3				8.70252e+07
O60939	O60939				6.62951e+06
O75051;O75051-2	O75051;O75051-2				1.20046e+06
O75063	O75063				4.43528e+06
O75071	O75071				6.51168e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				3.5689e+06
O75078	O75078;O75078-2				6.8485e+06
O75083	O75083;O75083-3				2.17973e+06
O75084;Q14332	O75084;Q14332				201591
O75144;O75144-2	O75144;O75144-2;O75144-3				2.04989e+07
O75173;O75173-2	O75173;O75173-2				1.13873e+07
O75223	O75223;O75223-3				8.22139e+06
O75326	O75326;O75326-2				8.33135e+07
O75347;O75347-2	O75347;O75347-2				664286
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				2.17386e+06
O75368	O75368				2.23009e+06
O75467;Q6AW86	O75467;Q6AW86				8.96044e+06
O75493	O75493				1.13744e+07
O75503	O75503				5.87737e+06
O75509	O75509				2.20522e+07
O75594	O75594				152929
O75629	O75629				2.23757e+06
O75636;O75636-2	O75636;O75636-2				1.88884e+06
O75711	O75711				2.7158e+08
O75752	O75752				9.84934e+06
O75781;O75781-2	O75781;O75781-2				1.90224e+06
O75787;O75787-2	O75787;O75787-2				3.54066e+07
O75828	O75828				3.89256e+06
O75874	O75874				795003
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.92271e+07
O75884	O75884;O75884-2				4.35438e+06
O75973	O75973				1.05588e+06
O75976	O75976				2.37156e+06
O76061	O76061				6.31956e+06
O76070	O76070				1.99318e+06
O94760	O94760;O94760-2				5.65568e+06
O94766	O94766;Q9NPZ5				2.42336e+06
O94769	O94769;O94769-2				1.62343e+07
O94772;O94772-2	O94772;O94772-2				2.11966e+08
O94779;O94779-2	O94779;O94779-2				1.08718e+06
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				5.84978e+07
O94856-12;O94856-4;O94856-9	O94856-12;O94856-4;O94856-9				2.75306e+06
O94898	O94898				1.01097e+06
O94910	O94910;O94910-2				1.3545e+07
O94919	O94919				4.7781e+07
O94933	O94933				1.87286e+06
O94973;O94973-2	O94973;O94973-2				579204
O94985	O94985				4.00092e+06
O94985-2	O94985;O94985-2				4.63132e+08
O94991	O94991;O94991-2				1.23981e+07
O95084;O95084-2	O95084;O95084-2				2.19321e+06
O95157	O95157				824440
O95158	O95158				4.45808e+07
O95159	O95159				2.22808e+06
O95164	O95164				258407
O95185;O95185-2	O95185;O95185-2				4.62453e+06
O95196;O95196-2	O95196;O95196-2				1.44338e+07
O95206;O95206-2	O95206;O95206-2				3.59253e+06
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4				1.14877e+06
O95336	O95336				400453
O95390	O95390				5.73038e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				9.36402e+06
O95445-2	O95445;O95445-2				2.55222e+07
O95450;O95450-2	O95450;O95450-2				2.85459e+06
O95467	O95467				3.35375e+06
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				865100
O95497	O95497				2.93357e+06
O95502	O95502				1.83865e+08
O95633;O95633-2	O95633;O95633-2				2.32699e+06
O95841	O95841				1.9983e+06
O95865	O95865				1.22265e+06
O95881	O95881				310387
O95897	O95897				2.27146e+06
O95967	O95967				1.17803e+07
O95970;O95970-3	O95970;O95970-3				1.67945e+06
O95998	O95998;O95998-4				5.63501e+06
P00338;P00338-3	P00338;P00338-3;P00338-4				1.51947e+07
P00352	P00352				1.19949e+06
P00390;P00390-2;P00390-3;P00390-4;P00390-5	P00390;P00390-2;P00390-3;P00390-4;P00390-5				3.25318e+06
P00441	P00441				5.8146e+08
P00450	P00450				2.83418e+08
P00488	P00488				1.24691e+06
P00492	P00492				2.59421e+06
P00505	P00505;P00505-2				1.41605e+07
P00533;P00533-3;P00533-4	P00533;P00533-3;P00533-4				2.39573e+06
P00558	P00558;P00558-2				1.2017e+07
P00734	P00734				7.39626e+07
P00736	P00736				1.15558e+08
P00738	P00738;P00738-2				5.58683e+08
P00739	P00739;P00739-2				5.21215e+08
P00740;P00740-2	P00740;P00740-2				4.90048e+06
P00742	P00742				4.17021e+07
P00746	P00746				3.73106e+07
P00747	P00747				1.16208e+08
P00748	P00748				3.84215e+07
P00751	P00751;P00751-2				2.38695e+08
P00813	P00813				280421
P01008	P01008				8.74975e+08
P01009	P01009;P01009-2;P01009-3				6.71137e+09
P01011	P01011				1.18411e+09
P01019	P01019				5.26837e+08
P01023	P01023				5.8447e+08
P01024	P01024				9.4726e+08
P01031	P01031				2.92403e+07
P01033	P01033				6.23026e+07
P01034	P01034				3.83461e+09
P01036;P01037	P01036;P01037				1.9273e+06
P01042	P01042;P01042-2;P01042-3				2.91748e+08
P01042-2;P01042-3	P01042-2;P01042-3				1.47607e+08
P01127;P01127-2	P01127;P01127-2				4.36904e+07
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				1.13106e+06
P01210	P01210				1.30755e+08
P01213	P01213				9.6357e+06
P01236	P01236				425896
P01258;P01258-2;P06881	P01258;P06881;P10092;P01258-2				1.72589e+06
P01282;P01282-2	P01282;P01282-2				1.43515e+06
P01303	P01303				1.395e+07
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				3.85368e+07
P01591	P01591				8.74252e+06
