Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_F3_129190664.mzML
A0A075B6H9	A0A075B6H9				1.5273e+07
A0A075B6I9;P04211	P04211;A0A075B6I9				1.24047e+08
A0A075B6J9	A0A075B6J9				2.71389e+06
A0A075B6K4	P01715;A0A075B6K4				2.53408e+06
A0A075B6K5	A0A075B6K5				1.91801e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				2.15552e+08
A0A075B6R2	A0A075B6R2				7.69502e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.66756e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.58929e+08
A0A087WSX0	A0A087WSX0				1.32476e+07
A0A087WSY6	A0A087WSY6				1.50542e+07
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.30112e+08
A0A0A0MS15	A0A0A0MS15				3.05203e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				938724
A0A0B4J1U7	A0A0B4J1U7				1.03066e+07
A0A0B4J1V2	A0A0B4J1V2				231927
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				5.1311e+07
A0A0B4J1Y8	A0A0B4J1Y8				2.83645e+07
A0A0B4J1Y9	A0A0B4J1Y9				6.96518e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				845284
A0A0C4DH25	A0A0C4DH25				2.19977e+07
A0A0C4DH33	A0A0C4DH33				1.54542e+06
A0A0C4DH34	A0A0C4DH34				1.05131e+07
A0A0C4DH36	A0A0C4DH36				5.07877e+06
A0A0C4DH38	A0A0C4DH38				7.07557e+06
A0A0C4DH43	P01814;A0A0C4DH43				1.08364e+07
A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.94037e+08
A0A0C4DH67	A0A0C4DH67				8.17507e+06
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.22795e+07
A0A0J9YX35	A0A0J9YX35				1.02838e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				5.01069e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				6.44502e+07
A1L4H1	A1L4H1;A1L4H1-2				5.51308e+06
A2RU67	A2RU67				1.12495e+06
A5D6W6	A5D6W6				3.31563e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				4.21925e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				2.08944e+06
A6NGN9	A6NGN9				1.27964e+07
A6NL88	A6NL88				6.04205e+06
A6NLU5	A6NLU5				2.09549e+07
A8MTW9	A8MTW9				5.73385e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				596076
B9A064;P0DOX8	B9A064;P0DOX8				2.9647e+08
C9JVW0	C9JVW0				1.4005e+07
I3L3R5	I3L3R5				1.54658e+06
O00115;O00115-2	O00115;O00115-2				9.13293e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				8.76244e+07
O00264	O00264;O15173;O15173-2				1.19792e+07
O00299	O00299				2.86843e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				4.21015e+06
O00391	O00391;O00391-2				4.55559e+07
O00451	O00451;O00451-2;O00451-3				4.27615e+07
O00461	O00461				2.80927e+07
O00462	O00462				1.58003e+07
O00468-6	O00468-6;O00468-7				2.81512e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				2.46258e+06
O00533	O00533;O00533-2				4.04153e+08
O00533-2	O00533-2				4.57746e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.6133e+06
O00584	O00584				3.92534e+07
O00754;O00754-2	O00754;O00754-2				4.49204e+06
O14498	O14498				1.15665e+08
O14514	O14514				7.42524e+06
O14522;O14522-1	O14522;O14522-1				7.25823e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				3.6761e+06
O14594	O14594				1.55748e+08
O14657	O14657				1.13977e+06
O14668;O14668-2	O14668;O14668-2				3.3607e+06
O14672	O14672				5.54235e+07
O14773	O14773				1.56728e+07
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				1.23815e+07
O14791-2	O14791;O14791-2;O14791-3				1.8891e+07
O14917;O14917-2	O14917;O14917-2				1.05859e+07
O14960	O14960				921903
O15031	O15031				2.67832e+07
O15041;O15041-2	O15041;O15041-2				974151
O15197;O15197-3	O15197;O15197-3				2.68727e+07
O15204;O15204-2	O15204;O15204-2				3.35695e+06
O15230	O15230;O15230-2				2.92283e+06
O15232;O15232-2	O15232;O15232-2				2.60411e+06
O15240	O15240				4.57246e+08
O15335	O15335				1.2155e+07
O15354	O15354				3.23858e+07
O15394	O15394;O15394-2				4.70534e+07
O15400;O15400-2	O15400;O15400-2				2.25726e+06
O15466;O15466-2	O15466;O15466-2				7.42126e+06
O15540;O15540-2	O15540;O15540-2				7.67435e+06
O43155	O43155				2.34551e+06
O43157	O43157;O43157-2;O43157-3				1.76201e+07
O43173	O43173				5.72982e+06
O43240	O43240				5.65107e+06
O43278;O43278-2	O43278;O43278-2				8.18436e+06
O43286	O43286				1.89086e+06
O43291	O43291				1.24619e+07
O43300	O43300				5.4833e+07
O43405	O43405;O43405-2				3.92231e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				8.12457e+07
O43504	O43504				1.97747e+06
O43505	O43505				1.31608e+09
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				7.38368e+06
O43529	O43529				1.1778e+07
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.13607e+07
O43567	O43567				7.60731e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				1.21111e+06
O43736;O43736-2	O43736;O43736-2				2.2805e+06
O43827	O43827				8.74968e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				1.15834e+06
O43854;O43854-2	O43854;O43854-2				455968
O43866	O43866				2.10431e+06
O43897;O43897-2	O43897;O43897-2				3.18131e+06
O43909	O43909				1.89596e+06
O43916	O43916				7.31936e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				3.26623e+07
O60242	O60242				6.61173e+06
O60243	O60243				7.89674e+06
O60245;O60245-2	O60245;O60245-2				7.74429e+06
O60279	O60279				4.76339e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				597845
O60294	O60294				2.3604e+07
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				1.19146e+06
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				6.63158e+07
O60476	O60476				3.59952e+07
O60477	O60477;Q76B58;O60477-3;Q76B58-2				1.25975e+06
O60568	O60568				1.12628e+07
O60609;O60609-2	O60609;O60609-2				399818
O60613	O60613				4.50667e+06
O60704	O60704				229947
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				4.9004e+06
O60883	O60883				1.17606e+08
O60888-3	O60888;O60888-2;O60888-3				8.58883e+07
O60939	O60939				8.90455e+06
O75063	O75063				7.49796e+06
O75071	O75071				1.5478e+07
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				7.01483e+06
O75078	O75078;O75078-2				1.16071e+07
O75083	O75083;O75083-3				2.47255e+06
O75084;Q14332	O75084;Q14332				421311
O75093	O75093				5.81967e+07
O75144;O75144-2	O75144;O75144-2;O75144-3				1.22317e+08
O75173;O75173-2	O75173;O75173-2				1.28361e+07
O75223	O75223;O75223-2;O75223-4				6.40519e+06
O75326	O75326;O75326-2				1.14066e+08
O75339	O75339				655736
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				1.66729e+06
O75368	O75368				3.94648e+06
O75493	O75493				1.08398e+07
O75503	O75503				1.18603e+07
O75509	O75509				3.91673e+07
O75636;O75636-2	O75636;O75636-2				1.45179e+06
O75711	O75711				5.54668e+08
O75752	O75752				2.41536e+07
O75781;O75781-2	O75781;O75781-2				8.13265e+06
O75787;O75787-2	O75787;O75787-2				4.5576e+07
O75828	O75828				7.83303e+06
O75874	O75874				5.99696e+06
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.83824e+07
O75973	O75973				2.38504e+06
O75976	O75976				3.28214e+06
O76031	O76031				1.64083e+06
O76061	O76061				6.31396e+06
O76070	O76070				3.44829e+06
O94760	O94760;O94760-2				2.40071e+07
O94766	O94766;Q9NPZ5				3.04716e+06
O94769	O94769;O94769-2				3.22987e+07
O94772;O94772-2	O94772;O94772-2				7.56432e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				1.51483e+06
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				1.3266e+08
O94856-12;O94856-4;O94856-9	O94856-12;O94856-4;O94856-9				4.54128e+06
O94898	O94898				1.78602e+06
O94910;O94910-2	O94910;O94910-2				2.65697e+07
O94919	O94919				1.09243e+08
O94933	O94933				3.36008e+06
O94973;O94973-2	O94973;O94973-2				678262
O94985	O94985				2.0617e+06
O94985-2	O94985;O94985-2				9.81671e+08
O94991	O94991;O94991-2				1.93054e+07
O95084;O95084-2	O95084;O95084-2				2.34268e+06
O95157	O95157				2.76209e+06
O95158	O95158				3.83093e+07
O95164	O95164				911062
O95185;O95185-2	O95185;O95185-2				6.71576e+06
O95196;O95196-2	O95196;O95196-2				1.44868e+07
O95206;O95206-2	O95206;O95206-2				1.59076e+07
O95292	O95292				2.24398e+06
O95297;O95297-2;O95297-3;O95297-4	O95297;O95297-2;O95297-3;O95297-4				2.01971e+06
O95336	O95336				935585
O95390	O95390				8.41801e+06
O95428;O95428-5;O95428-6	O95428;O95428-2;O95428-4;O95428-5;O95428-6				1.27864e+07
O95445	O95445;O95445-2				4.37653e+07
O95450;O95450-2	O95450;O95450-2				4.434e+06
O95467	O95467				1.07526e+06
O95477	O95477				2.28371e+06
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				1.57821e+06
O95497	O95497				783854
O95502	O95502				2.65547e+08
O95633;O95633-2	O95633;O95633-2				4.08865e+06
O95865	O95865				3.16585e+06
O95881	O95881				243972
O95897	O95897				1.37574e+06
O95967	O95967				2.75274e+07
O95970;O95970-3	O95970;O95970-3				1.70943e+06
O95980	O95980				1.37164e+06
P00338;P00338-3	P00338;P00338-3;P00338-4				2.58088e+07
P00352	P00352				580903
P00390;P00390-2;P00390-3	P00390;P00390-2;P00390-3;P00390-4;P00390-5				7.31613e+06
P00441	P00441				1.43782e+09
P00450	P00450				2.84095e+08
P00488	P00488				1.06241e+06
P00492	P00492				8.9377e+06
P00505	P00505;P00505-2				1.50103e+07
P00533;P00533-3;P00533-4	P00533;P00533-3;P00533-4				4.13561e+06
P00558	P00558;P00558-2				3.1805e+07
P00568	P00568				2.8851e+06
P00734	P00734				1.60246e+08
P00736	P00736				3.10653e+08
P00738	P00738;P00738-2				2.02262e+09
P00739	P00739;P00739-2				4.40268e+09
P00740;P00740-2	P00740;P00740-2				1.04762e+07
P00742	P00742				4.49624e+07
P00746	P00746				6.44455e+07
P00747	P00747				2.43216e+08
P00748	P00748				1.35931e+08
P00751	P00751;P00751-2				1.70983e+08
P01008	P01008				1.48163e+09
P01009	P01009;P01009-2;P01009-3				5.06216e+09
P01011	P01011				1.35949e+09
P01019	P01019				6.45163e+08
P01023	P01023;P20742;P20742-2				8.08028e+08
P01024	P01024				1.72307e+09
P01031	P01031				4.22263e+07
P01033	P01033				1.85984e+08
P01034	P01034				8.84635e+09
P01036;P01037	P01036;P01037				1.84914e+06
P01042	P01042;P01042-2;P01042-3				3.09869e+08
P01042-2;P01042-3	P01042-2;P01042-3				2.00693e+08
P01127;P01127-2	P01127;P01127-2				5.94798e+07
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				3.14832e+06
P01210	P01210				2.37133e+08
P01213	P01213				1.05131e+07
P01236	P01236				591586
P01258;P01258-2;P06881	P01258;P06881;P10092;P01258-2				1.56535e+06
P01282;P01282-2	P01282;P01282-2				2.349e+06
P01303	P01303				7.42116e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				8.3378e+07
P01591	P01591				2.9555e+07
P01593;P01594	P01593;P01594				1.02787e+07
P01599	P01599				775794
P01619	P01619				4.15237e+08
P01700	P01700				1.00845e+08
P01701	P01701;P01714				3.05889e+07
P01706	P01706				1.94935e+06
P01709	P01706;P01709;P0DOX8				1.70158e+07
P01714	P01714				5.61689e+06
P01717	P01717;P01718				2.38713e+07
P01742	P01742				5.35027e+07
P01768;P0DP02;P0DP03	P01768;P01772;P0DP02;P0DP03				2.92406e+07
P01780	P01780				4.42017e+07
P01817	P01817				1.1043e+07
P01833	P01833				3.29177e+06
P01834	P01834				4.60148e+08
P01859;P01859-1	P01859;P01859-1				8.91025e+08
P01860;P01860-1	P01860;P01860-1				2.81577e+07
P01861;P01861-1	P01861;P01861-1				5.09715e+08
P01871;P01871-1	P01871;P0DOX6;P01871-1				5.78681e+07
P01876;P01876-1	P01876;P01876-1				5.97261e+08
P01903;P01906	P01903;P01906				370687
P02144	P02144				1.13343e+06
P02452	P02452				4.2898e+07
P02461	P02461;P02461-2				1.5386e+07
P02647	P02647				7.08226e+09
P02649	P02649				9.31988e+09
P02652	P02652				9.56148e+08
P02654	P02654				9.37146e+07
P02655	P02655				1.1092e+07
P02656	P02656				7.76437e+07
P02671	P02671;P02671-2				9.03099e+07
P02675	P02675				2.58581e+08
P02679;P02679-2	P02679;P02679-2				9.08607e+07
P02743	P02743				1.17013e+07
P02745	P02745				2.04643e+08
P02746	P02746				4.40584e+08
P02747	P02747				1.59793e+08
P02748	P02748				5.12883e+07
P02749	P02749				1.06988e+08
P02750	P02750				1.11297e+08
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				1.01459e+09
P02753	P02753				9.79195e+07
P02760	P02760				7.93197e+07
P02763	P02763				1.90837e+09
P02765	P02765				9.08423e+08
P02766	P02766				1.576e+10
P02768	P02768				3.32381e+10
P02774;P02774-3	P02774;P02774-2;P02774-3				1.85124e+09
P02786	P02786				5.38903e+06
P02787	P02787				1.1211e+10
P02788;P02788-2	P02788;P02788-2				1.74129e+07
P02790	P02790				2.45064e+09
P02792	P02792				8.4437e+06
P02794	P02794				1.44708e+07
P03950	P03950				7.58424e+06
P03951;P03951-2	P03951;P03951-2				9.65767e+06
P03952	P03952				3.08995e+07
P04003	P04003				4.58198e+06
P04004	P04004				6.47755e+08
P04040	P04040				1.52201e+06
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				9.09118e+06
P04066	P04066				2.45353e+07
P04070;P04070-2	P04070;P04070-2				8.8448e+06
P04075	P04075;P04075-2				1.02433e+08
