Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_F1_82882396.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.78154e+08
A0A075B6H9	A0A075B6H9				1.41748e+07
A0A075B6I0	A0A075B6I0				4.82347e+07
A0A075B6I1	A0A075B6I1				1.04503e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				5.76903e+06
A0A075B6J9	A0A075B6J9				5.46725e+07
A0A075B6K2	A0A075B6K2				1.04208e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				6.48431e+06
A0A075B6K5	A0A075B6K5				2.36469e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.79267e+08
A0A075B6R2	A0A075B6R2				1.98094e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.13039e+07
A0A075B6S2	A0A075B6S2;A2NJV5				5.67158e+08
A0A075B6S5	A0A075B6S5				1.60421e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				7.72249e+06
A0A087WSY6	A0A087WSY6				4.64608e+08
A0A087WW87;P01614	P01614;A0A087WW87				5.56985e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				4.33168e+08
A0A0A0MS15	A0A0A0MS15				1.66646e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.97001e+06
A0A0A0MT89	A0A0A0MT89				8.60858e+06
A0A0B4J1U7	A0A0B4J1U7				7.27157e+06
A0A0B4J1V0	A0A0B4J1V0				1.18868e+08
A0A0B4J1V2	A0A0B4J1V2				5.32677e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.23992e+08
A0A0B4J1Y8	A0A0B4J1Y8				9.08574e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.45336e+06
A0A0C4DH24	A0A0C4DH24				6.31251e+06
A0A0C4DH25	A0A0C4DH25				7.28755e+07
A0A0C4DH29	A0A0C4DH29				101341
A0A0C4DH30	A0A0C4DH30				304707
A0A0C4DH31	A0A0C4DH31				8.06443e+08
A0A0C4DH33	A0A0C4DH33				422748
A0A0C4DH34	A0A0C4DH34				1.35532e+07
A0A0C4DH35	A0A0C4DH35				4.24621e+06
A0A0C4DH36	A0A0C4DH36				2.13025e+07
A0A0C4DH38	A0A0C4DH38				7.98408e+06
A0A0C4DH43	A0A0C4DH43				1.99364e+07
A0A0C4DH67	A0A0C4DH67				3.83067e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.20047e+07
A0A0J9YX35	A0A0J9YX35				1.32453e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				3.13463e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.99304e+08
A1L4H1	A1L4H1				1.17168e+07
A2RU67	A2RU67				957829
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.7267e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				191691
A6NGN9	A6NGN9				7.88356e+06
A6NL88	A6NL88				4.92277e+06
A6NLU5	A6NLU5				2.3953e+07
A8MTW9	A8MTW9				2.64142e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				490438
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				398991
B9A064;P0DOX8	B9A064;P0DOX8				4.65637e+08
C9JVW0	C9JVW0				7.88059e+06
I3L3R5	I3L3R5				805620
O00115;O00115-2	O00115;O00115-2				4.20356e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				6.05856e+07
O00187;O00187-2	O00187;O00187-2				3.85351e+06
O00244	O00244				1.14421e+06
O00264	O00264;O15173;O15173-2				4.9269e+06
O00299	O00299				827091
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.27308e+06
O00391	O00391;O00391-2				3.48815e+07
O00451	O00451;O00451-2;O00451-3				2.74524e+07
O00461	O00461				3.62624e+06
O00462	O00462				4.13055e+06
O00468-6	O00468-6;O00468-7				1.88176e+07
O00533	O00533;O00533-2				2.24992e+08
O00533-2	O00533-2				1.90481e+07
O00567	O00567				406190
O00584	O00584				1.08513e+07
O00754;O00754-2	O00754;O00754-2				3.21922e+06
O14498	O14498				7.55518e+07
O14514	O14514				3.47742e+06
O14522;O14522-1	O14522;O14522-1				2.25352e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				89477.2
O14594	O14594				1.41353e+08
O14657	O14657				107539
O14668;O14668-2	O14668;O14668-2				1.9822e+06
O14672	O14672				1.9733e+06
O14737;O14737-2	O14737;O14737-2				78616.4
O14745	O14745				234270
O14773	O14773				7.68444e+06
O14786	O14786;O14786-2;O14786-3				9.14046e+06
O14791-2	O14791;O14791-2;O14791-3				2.18583e+07
O14793	O14793				725981
O14810	O14810				992017
O14917;O14917-2	O14917;O14917-2				9.06269e+06
O15031	O15031				1.30199e+07
O15041;O15041-2	O15041;O15041-2				249847
O15126;O15126-2	O15126;O15126-2				1.60185e+06
