Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G10_190102976.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				9.20583e+08
A0A075B6H9	A0A075B6H9				1.22428e+07
A0A075B6I0	A0A075B6I0				4.17991e+07
A0A075B6I9;P04211	P04211;A0A075B6I9				1.05804e+08
A0A075B6J9	A0A075B6J9				4.36327e+07
A0A075B6K2	A0A075B6K2				1.49237e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.45548e+06
A0A075B6K5	A0A075B6K5				1.55681e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.20668e+08
A0A075B6R2	A0A075B6R2				1.97166e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				5.53064e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.93239e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.55939e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				5.29127e+06
A0A087WSY4	A0A087WSY4				2.15356e+07
A0A087WSY6	A0A087WSY6				7.50403e+08
A0A087WW87;P01614	P01614;A0A087WW87				4.01226e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.0821e+08
A0A0A0MS15	A0A0A0MS15				7.74319e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.014e+06
A0A0A0MT89	A0A0A0MT89				1.11837e+07
A0A0B4J1U7	A0A0B4J1U7				9.40352e+06
A0A0B4J1V0	A0A0B4J1V0				2.56935e+08
A0A0B4J1V2	A0A0B4J1V2				3.1547e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.20521e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.66474e+06
A0A0B4J1Y9	A0A0B4J1Y9				5.15269e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				4.8924e+07
A0A0C4DH24	A0A0C4DH24				5.25115e+06
A0A0C4DH25	A0A0C4DH25				3.84861e+07
A0A0C4DH33	A0A0C4DH33				1.42408e+06
A0A0C4DH34	A0A0C4DH34				2.30758e+07
A0A0C4DH36	A0A0C4DH36				6.47459e+06
A0A0C4DH38	A0A0C4DH38				1.276e+08
A0A0C4DH43	A0A0C4DH43				9.0686e+06
A0A0J9YX35	A0A0J9YX35				1.16033e+07
A0A0J9YXX1	A0A0J9YXX1				7.68209e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.37889e+08
A1L4H1	A1L4H1				2.80807e+06
A2RU67	A2RU67				1.20698e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.35233e+06
A6NGN9	A6NGN9				7.32487e+06
A6NL88	A6NL88				7.77885e+06
A6NLU5	A6NLU5				2.11603e+07
A8MTW9	A8MTW9				5.43546e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				973894
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				264407
B9A064;P0DOX8	B9A064;P0DOX8				3.26465e+08
C9JVW0	C9JVW0				5.09134e+06
I3L3R5	I3L3R5				1.18927e+06
O00115;O00115-2	O00115;O00115-2				5.36032e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.68435e+07
O00187;O00187-2	O00187;O00187-2				1.7272e+06
O00244	O00244				806685
O00264	O00264;O15173;O15173-2				1.31836e+08
O00299	O00299				319979
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				3.84847e+06
O00391	O00391;O00391-2				2.19371e+07
O00451	O00451;O00451-2;O00451-3				1.42366e+07
O00461	O00461				7.63215e+06
O00462	O00462				8.97696e+06
O00468-6	O00468-6;O00468-7				2.8086e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				24446.3
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				1.34978e+06
O00533	O00533;O00533-2				1.98613e+08
O00533-2	O00533-2				1.70312e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				544014
O00567	O00567				408328
O00584	O00584				1.39819e+07
O00754;O00754-2	O00754;O00754-2				4.99115e+06
O14498	O14498				1.58437e+07
O14514	O14514				2.21332e+06
O14522;O14522-1	O14522;O14522-1				1.6457e+06
O14594	O14594				4.09988e+07
O14668;O14668-2	O14668;O14668-2				2.31922e+06
O14672	O14672				4.2663e+06
O14745	O14745				310260
O14773	O14773				8.55173e+06
O14786	O14786;O14786-2;O14786-3				9.71547e+06
O14791-2	O14791;O14791-2;O14791-3				2.70658e+06
O14793	O14793				2.29664e+06
O14917;O14917-2	O14917;O14917-2				4.98546e+06
O15031	O15031				2.22683e+07
O15041;O15041-2	O15041;O15041-2				58932.5
O15197;O15197-3	O15197;O15197-3				8.17488e+06
O15204;O15204-2	O15204;O15204-2				2.30369e+06
O15230	O15230				3.82326e+06
O15232;O15232-2	O15232;O15232-2				2.67134e+06
O15240	O15240				7.57692e+07
O15335	O15335				2.29581e+06
O15354	O15354				3.80025e+07
O15394	O15394;O15394-2				4.31408e+07
O15400;O15400-2	O15400;O15400-2				646913
O15466;O15466-2	O15466;O15466-2				1.96169e+06
O15540;O15540-2	O15540;O15540-2				4.19753e+06
O43155	O43155				278058
O43157	O43157;O43157-2;O43157-3				3.80602e+06
O43173	O43173				5.20983e+06
O43240	O43240				591792
O43278;O43278-2	O43278;O43278-2				1.1145e+07
O43286	O43286				900719
O43291	O43291				4.15602e+06
O43300	O43300				4.25586e+06
O43405;O43405-2	O43405;O43405-2				3.50016e+07
O43491;O43491-4	O43491;O43491-4				351975
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				3.34919e+07
O43505	O43505				1.17187e+09
O43508-2	O43508;O43508-2				2.32874e+06
O43529	O43529				1.08868e+07
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.12228e+07
O43567	O43567				1.3024e+07
O43827	O43827				6.38425e+06
O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				498449
O43854;O43854-2	O43854;O43854-2				158788
O43866	O43866				7.75123e+06
O43897;O43897-2	O43897;O43897-2				798608
O43909	O43909				392719
O43916	O43916				9.19865e+07
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				6.78363e+06
O60242	O60242				995702
O60243	O60243				4.73676e+06
O60245;O60245-2	O60245;O60245-2				4.56551e+06
O60279	O60279				1.80127e+07
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				879363
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				6.97626e+07
O60476	O60476				2.19032e+07
O60477	O60477;O60477-3				348446
O60512	O60512				1.6722e+06
O60565	O60565				939399
O60568	O60568				2.48312e+06
O60613	O60613				958686
O60814;P57053;P58876;P62807;Q5QNW6;Q5QNW6-2;Q93079;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				1.60298e+06
O60883	O60883				6.76158e+07
O60888-3	O60888;O60888-2;O60888-3				5.18065e+07
O60939	O60939				2.83662e+06
O75019;O75019-2	O75019;O75019-2				2.11564e+06
O75051;O75051-2	O75051;O75051-2				741703
O75063	O75063				3.98298e+06
O75071	O75071				5.10564e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				2.91945e+06
O75078	O75078;O75078-2				4.02218e+06
O75083	O75083;O75083-3				1.38608e+06
O75084;Q14332	O75084;Q14332				310586
O75096	O75096				150521
O75144;O75144-2	O75144;O75144-2;O75144-3				4.65174e+07
O75173;O75173-2	O75173;O75173-2				1.49094e+07
O75223	O75223				770633
O75326	O75326;O75326-2				5.51943e+07
O75340;O75340-2	O75340;O75340-2				221500
O75347	O75347;O75347-2				2.0498e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				836926
O75363;O75363-2	O75363;O75363-2				387145
O75368	O75368				3.41618e+06
O75487	O75487;O75487-2				1.58924e+06
O75493	O75493				2.26556e+07
O75503	O75503				3.22086e+06
O75509	O75509				1.98135e+07
O75629	O75629				1.14508e+06
O75636;O75636-2	O75636;O75636-2				2.02479e+06
O75711	O75711				2.46552e+08
O75752	O75752				5.74582e+06
O75781;O75781-2	O75781;O75781-2				1.71279e+06
O75787;O75787-2	O75787;O75787-2				1.13159e+07
O75874	O75874				1.56569e+06
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.26192e+07
O75884	O75884;O75884-2				9.12769e+06
O75973	O75973				969917
O75976	O75976				2.04593e+06
O76061	O76061				1.36095e+07
O76070	O76070				1.49976e+06
O94760	O94760;O94760-2				8.18002e+06
O94766	O94766;Q9NPZ5				2.01468e+06
O94769	O94769;O94769-2				1.09869e+07
O94772;O94772-2	O94772;O94772-2				1.19819e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				374262
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				4.39616e+07
O94856-12;O94856-4;O94856-9	O94856-12;O94856-4;O94856-9				2.12501e+06
O94910	O94910				1.19793e+07
O94919	O94919				2.42864e+07
O94933	O94933				788029
O94985	O94985				2.8291e+06
O94985-2	O94985;O94985-2				2.51851e+08
O94991	O94991;O94991-2				3.04302e+06
O95084;O95084-2	O95084;O95084-2				1.64291e+06
O95157	O95157				561542
O95158	O95158				1.94601e+07
O95159	O95159				809773
O95164	O95164				324290
O95185;O95185-2	O95185;O95185-2				2.85747e+06
O95196;O95196-2	O95196;O95196-2				1.16149e+07
O95206;O95206-2	O95206;O95206-2				3.80467e+06
O95297;O95297-2;O95297-3;O95297-4	O95297;O95297-2;O95297-3;O95297-4				1.2057e+06
O95336	O95336				1.44469e+06
O95390	O95390				3.18957e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				7.98229e+06
O95445	O95445;O95445-2				8.62313e+06
O95450;O95450-2	O95450;O95450-2				1.83459e+06
O95467	O95467				2.15514e+06
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				967936
O95497	O95497				2.7758e+06
O95502	O95502				6.24751e+07
O95633;O95633-2	O95633;O95633-2				3.67904e+06
O95865	O95865				162535
O95881	O95881				85979.1
O95897	O95897				951245
O95967	O95967				1.38184e+07
O95970;O95970-3	O95970;O95970-3				510366
O95980	O95980				5.54726e+06
O95998	O95998;O95998-4				1.33079e+07
P00338;P00338-3	P00338;P00338-3;P00338-4				1.47392e+07
P00352	P00352				451637
P00390;P00390-2;P00390-3;P00390-4;P00390-5	P00390;P00390-2;P00390-3;P00390-4;P00390-5				2.23135e+06
P00441	P00441				1.14234e+09
P00450	P00450				1.18109e+08
P00488	P00488				4.22147e+06
P00492	P00492				1.35175e+06
P00505	P00505;P00505-2				6.68762e+06
P00533;P00533-3;P00533-4	P00533;P00533-2;P00533-3;P00533-4				1.59064e+06
P00558	P00558;P00558-2				6.38296e+06
P00734	P00734				5.95978e+07
P00736	P00736				1.06712e+08
P00738;P00738-2	P00738;P00738-2				1.85275e+08
P00739	P00739;P00739-2				1.33933e+08
P00740;P00740-2	P00740;P00740-2				2.42419e+06
P00742	P00742				1.46612e+07
P00746	P00746				5.50915e+07
P00747	P00747				8.0745e+07
P00748	P00748				1.63502e+07
P00751	P00751;P00751-2				1.17692e+08
P01008	P01008				2.86314e+08
P01009	P01009;P01009-2;P01009-3				4.25436e+09
P01011	P01011				1.40719e+09
P01019	P01019				5.12092e+08
P01023	P01023				3.97485e+08
P01024	P01024				1.13714e+09
P01031	P01031				2.32846e+07
P01033	P01033				7.27231e+07
P01034	P01034				3.25765e+09
P01036;P01037	P01036;P01037				3.55156e+06
P01042	P01042;P01042-2;P01042-3				1.46934e+08
P01042-2;P01042-3	P01042-2;P01042-3				1.74112e+08
P01127;P01127-2	P01127;P01127-2				3.60391e+07
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				983538
P01210	P01210				4.20885e+07
P01213	P01213				3.29895e+06
P01236	P01236				1.32903e+06
P01258;P01258-2;P06881	P01258;P06881;P10092;P01258-2				1.16943e+06
P01282;P01282-2	P01282;P01282-2				725684
P01303	P01303				7.14241e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				7.30448e+06
P01591	P01591				3.87139e+07
P01593;P01594	P01593;P01594				1.36758e+07
P01597;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.88125e+07
P01599	P01599;A0A0C4DH72				2.81587e+06
P01602	P01602				8.87381e+06
P01619	P01619				1.16792e+09
P01700	P01700				2.5265e+08
P01701	P01701				4.11591e+07
P01703	P01703				3.08773e+06
P01705	P01705				4.02769e+06
P01706	P01706				4.26653e+06
P01709	P01706;P01709;P0DOX8				7.45478e+06
P01714	P01714				1.8708e+07
P01715	P01715;A0A075B6K4				4.62026e+06
P01717	P01717				1.08231e+08
P01721	P01721				3.88705e+06
P01742	P01742				3.68874e+07
P01768;P0DP03	P01768;P01772;P0DP02;P0DP03				4.71736e+07
P01780	P01780				1.50103e+08
P01814	P01814				34181
P01817	P01817				2.80001e+07
P01833	P01833				1.33496e+06
P01834	P01834				7.46702e+08
P01859	P01859;P01859-1				9.68563e+08
P01860	P01860;P01860-1				3.10033e+07
P01861;P01861-1	P01861;P01861-1				1.92484e+08
P01871;P01871-1	P01871;P0DOX6;P01871-1				1.37032e+08
P01876;P01876-1	P01876;P01876-1				3.85343e+08
P01889	P01889;P04439;P04439-2				7.54103e+06
P01903	P01903;P01906				136602
P01911	P01911				2.81262e+06
P02144	P02144				1.74616e+06
P02452	P02452				3.20938e+07
P02461	P02461;P02461-2				7.61443e+06
P02511	P02511				1.36894e+06
P02647	P02647				2.09759e+09
P02649	P02649				8.06673e+09
P02652	P02652				2.42174e+08
P02654	P02654				4.08687e+07
P02655	P02655				8.30468e+06
P02656	P02656				3.70826e+07
P02671	P02671;P02671-2				2.16705e+08
P02675	P02675				1.31017e+08
P02679;P02679-2	P02679;P02679-2				7.51226e+07
P02686;P02686-3;P02686-4;P02686-5;P02686-6	P02686;P02686-3;P02686-4;P02686-5;P02686-6				783223
P02741	P02741;P02741-2				1.46984e+06
P02743	P02743				3.22151e+06
P02745	P02745				1.23511e+08
P02746	P02746				2.31807e+08
P02747	P02747				2.66051e+08
P02748	P02748				4.29712e+07
P02749	P02749				6.93072e+07
P02750	P02750				1.26291e+08
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				3.42137e+08
P02753	P02753				4.32727e+07
P02760	P02760				7.39641e+07
P02763	P02763				1.0388e+09
P02765	P02765				3.68576e+08
P02766	P02766				4.69317e+09
P02768	P02768				1.89753e+10
P02774;P02774-3	P02774;P02774-2;P02774-3				3.08663e+08
P02786	P02786				2.01592e+06
P02787	P02787				1.13907e+10
P02790	P02790				8.74602e+08
P02792	P02792				1.83462e+06
P02794	P02794				5.01997e+06
P03950	P03950				4.46755e+06
P03951	P03951				1.47612e+06
P03952	P03952				1.30876e+07
P04003	P04003				1.32693e+06
P04004	P04004				2.25114e+08
P04040	P04040				542946
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				3.28047e+06
P04066	P04066				7.2821e+06
