Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_H9_82875993.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.95906e+08
A0A075B6I0	A0A075B6I0				2.03418e+07
A0A075B6J9	A0A075B6J9				7.11437e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.22795e+06
A0A075B6K5	A0A075B6K5				3.49551e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.4794e+08
A0A075B6R2	A0A075B6R2				3.76013e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.35336e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.97273e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				8.912e+07
A0A087WSY6	A0A087WSY6				1.24963e+08
A0A087WW87;P01614	P01614;A0A087WW87				2.47056e+06
A0A0A0MS15	A0A0A0MS15				4.52045e+07
A0A0A0MT89	A0A0A0MT89				1.02455e+07
A0A0B4J1U7	A0A0B4J1U7				2.61224e+07
A0A0B4J1V0	A0A0B4J1V0				2.21346e+08
A0A0B4J1V2	A0A0B4J1V2				1.01685e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.03603e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.12417e+07
A0A0B4J1Y9	A0A0B4J1Y9				4.24775e+06
A0A0C4DH24	A0A0C4DH24				8.05962e+06
A0A0C4DH25	A0A0C4DH25				2.61542e+07
A0A0C4DH31	A0A0C4DH31				2.42159e+06
A0A0C4DH33	A0A0C4DH33				1.36074e+06
A0A0C4DH34	A0A0C4DH34				1.52105e+07
A0A0C4DH35	A0A0C4DH35				2.5261e+06
A0A0C4DH36	A0A0C4DH36				1.2301e+07
