Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E7_81758548.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.47122e+08
A0A075B6H9	A0A075B6H9				3.79908e+07
A0A075B6I0	A0A075B6I0				6.77317e+07
A0A075B6I1	A0A075B6I1				1.50719e+06
A0A075B6I9;P04211	P04211;A0A075B6I9				8.00041e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				7.84051e+06
A0A075B6J9	A0A075B6J9				2.71814e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.099e+06
A0A075B6K5	A0A075B6K5				8.60368e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				4.22092e+08
A0A075B6Q5	A0A075B6Q5				2.49667e+06
A0A075B6R2	A0A075B6R2				5.32849e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.46545e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.13081e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				8.82521e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.80176e+06
A0A087WSY4	A0A087WSY4				1.64445e+07
A0A087WSY6	A0A087WSY6				2.63027e+08
A0A087WW87;P01614	P01614;A0A087WW87				1.20764e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				5.66882e+08
A0A0A0MS15	A0A0A0MS15				3.44672e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				915294
A0A0B4J1U7	A0A0B4J1U7				2.07719e+07
A0A0B4J1V0	A0A0B4J1V0				1.48346e+08
A0A0B4J1V2	A0A0B4J1V2				5.89685e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.22261e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.19553e+06
A0A0B4J1Y9	A0A0B4J1Y9				4.75508e+06
A0A0C4DH24	A0A0C4DH24				1.07786e+07
A0A0C4DH25	A0A0C4DH25				6.68444e+07
A0A0C4DH33	A0A0C4DH33				6.14177e+08
A0A0C4DH34	A0A0C4DH34				8.62452e+06
A0A0C4DH35	A0A0C4DH35				7.18927e+06
A0A0C4DH36	A0A0C4DH36				8.36803e+06
A0A0C4DH43	A0A0C4DH43				1.15799e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.77903e+07
A0A0J9YX35	A0A0J9YX35				1.37161e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				2.49827e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.29115e+08
A1L4H1	A1L4H1				5.26857e+06
A2RU67	A2RU67				898112
A5D6W6	A5D6W6				3.87946e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.38649e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.70676e+06
A6NGN9	A6NGN9				1.17686e+07
A6NL88	A6NL88				3.41405e+06
A6NLU5	A6NLU5				4.60175e+07
A8MTW9	A8MTW9				3.95904e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				718489
C9JVW0	C9JVW0				1.12768e+07
I3L3R5	I3L3R5				1.27119e+06
O00115;O00115-2	O00115;O00115-2				1.2074e+07
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				9.08393e+07
O00187;O00187-2	O00187;O00187-2				1.33275e+06
O00264	O00264;O15173;O15173-2				7.90006e+06
O00299	O00299				3.25205e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				3.63276e+06
O00391	O00391;O00391-2				3.49484e+07
O00451	O00451;O00451-2;O00451-3				4.16909e+07
O00461	O00461				1.56777e+07
O00462	O00462				1.68209e+07
O00468-6	O00468-6;O00468-7				3.53218e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				960387
O00533	O00533;O00533-2				4.44552e+08
O00533-2	O00533-2				2.47496e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				2.03678e+06
O00567	O00567				706869
O00584	O00584				3.54652e+07
O00587;O00587-2	O00587;O00587-2				45018
O00754;O00754-2	O00754;O00754-2				7.08314e+06
O14498	O14498				4.6017e+07
O14514	O14514				4.18763e+06
O14522	O14522;O14522-1				5.2677e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				1.20205e+06
O14594	O14594				3.4917e+08
O14657	O14657				560068
O14668;O14668-2	O14668;O14668-2				1.16026e+06
O14672	O14672				9.05888e+06
O14737;O14737-2	O14737;O14737-2				283028
O14745	O14745				204349
O14773	O14773				3.27484e+07
O14786	O14786;O14786-2;O14786-3				1.29017e+07
O14791-2	O14791;O14791-2;O14791-3				3.33362e+07
O14793	O14793				4.30785e+06
O14810	O14810;Q6PUV4				932964
O14917;O14917-2	O14917;O14917-2				8.73966e+06
O14960	O14960				757517
O15031	O15031				3.69088e+07
O15041;O15041-2	O15041;O15041-2				1.09828e+06
O15118	O15118				959719
O15197;O15197-3	O15197;O15197-3				1.87872e+07
O15204;O15204-2	O15204;O15204-2				2.35996e+06
O15230	O15230				4.24788e+06
O15232;O15232-2	O15232;O15232-2				3.20168e+06
O15240	O15240				4.25267e+08
O15335	O15335				9.01105e+06
O15354	O15354				1.62077e+07
O15394	O15394;O15394-2				6.09793e+07
O15400;O15400-2	O15400;O15400-2				2.23405e+06
O15466;O15466-2	O15466;O15466-2				3.87045e+06
O43155	O43155				1.23801e+06
O43157	O43157;O43157-2;O43157-3				1.05461e+07
O43173	O43173				7.03952e+06
O43240	O43240				2.95949e+06
O43278;O43278-2	O43278;O43278-2				4.15202e+06
O43286	O43286				5.97234e+06
O43291	O43291				1.3781e+07
O43300	O43300				1.00434e+08
O43405;O43405-2	O43405;O43405-2				5.42193e+07
O43491;O43491-4	O43491;O43491-4				463906
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				6.12075e+07
