Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C9_79114900.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.68639e+08
A0A075B6H9	A0A075B6H9				1.45097e+07
A0A075B6I0	A0A075B6I0				3.53257e+07
A0A075B6I9	A0A075B6I9				3.68429e+07
A0A075B6J9	A0A075B6J9				3.30997e+06
A0A075B6K4	A0A075B6K4				4.40783e+06
A0A075B6K5	A0A075B6K5				6.88818e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.05249e+08
A0A075B6Q5	A0A075B6Q5				1.10785e+06
A0A075B6R2	A0A075B6R2				1.93315e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.89538e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.30269e+08
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.28259e+06
A0A087WSY4	A0A087WSY4				8.69736e+06
A0A087WSY6	A0A087WSY6				1.69332e+08
A0A087WW87;P01614	P01614;A0A087WW87				1.87069e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				9.25521e+07
A0A0A0MS15	A0A0A0MS15				1.03129e+07
A0A0A0MT89	A0A0A0MT89				6.74939e+06
A0A0B4J1U7	A0A0B4J1U7				6.03431e+06
A0A0B4J1V0	A0A0B4J1V0				1.34617e+08
A0A0B4J1V2	A0A0B4J1V2				2.33442e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.30407e+07
A0A0B4J1Y8	A0A0B4J1Y8				91393.2
A0A0B4J1Y9	A0A0B4J1Y9				3.47962e+06
A0A0C4DH24	A0A0C4DH24				1.77033e+06
A0A0C4DH25	A0A0C4DH25				1.83959e+07
A0A0C4DH33	A0A0C4DH33				870147
A0A0C4DH34	A0A0C4DH34				1.52729e+07
A0A0C4DH35	A0A0C4DH35				6.00601e+06
A0A0C4DH36	A0A0C4DH36				5.68319e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				7.38682e+06
A0A0C4DH43	A0A0C4DH43				6.164e+06
A0A0C4DH67	A0A0C4DH67				1.9993e+07
A0A0C4DH72	P01599;A0A0C4DH72				2.74225e+07
A0A0J9YX35	A0A0J9YX35				9.93659e+06
A0A0J9YXX1	A0A0J9YXX1				6.74263e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				7.12789e+07
