Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_H11_190103151.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.62453e+08
A0A075B6I0	A0A075B6I0				1.97828e+07
A0A075B6I1	A0A075B6I1				1.94823e+06
A0A075B6I9;P04211	P04211;A0A075B6I9				6.51696e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.57604e+06
A0A075B6K5	A0A075B6K5				5.22764e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				3.3641e+08
A0A075B6R2	A0A075B6R2				7.31692e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.00588e+08
A0A075B6S2	A0A075B6S2;A2NJV5				2.40702e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.10934e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.21432e+07
A0A087WSY6	A0A087WSY6				2.44561e+08
A0A087WW87;P01614	P01614;A0A087WW87				371878
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.86235e+08
A0A0A0MS15	A0A0A0MS15				3.21145e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				8.43171e+06
A0A0B4J1U7	A0A0B4J1U7				2.85764e+07
A0A0B4J1V0	A0A0B4J1V0				3.09242e+08
A0A0B4J1V2	A0A0B4J1V2				1.00964e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.01281e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.42188e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.23899e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				2.32499e+06
A0A0C4DH25	A0A0C4DH25				1.40404e+07
A0A0C4DH30	A0A0C4DH30				294445
A0A0C4DH33	A0A0C4DH33				426493
A0A0C4DH34	A0A0C4DH34				1.58222e+07
A0A0C4DH35	A0A0C4DH35				1.12715e+06
A0A0C4DH36	A0A0C4DH36				8.23621e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.65398e+07
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				5.30587e+07
A0A0C4DH43	A0A0C4DH43				3.3362e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				8.16818e+06
A0A0J9YX35	A0A0J9YX35				1.38816e+07
A0A0J9YXX1	A0A0J9YXX1				2.19769e+07
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				2.01874e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				9.245e+07
A1L4H1	A1L4H1;A1L4H1-2				4.92458e+06
A2RU67	A2RU67				586863
A5D6W6	A5D6W6				7.00898e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				4.80291e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.34678e+06
A6NDG6	A6NDG6				168085
A6NGN9	A6NGN9				1.81152e+07
A6NL88	A6NL88				7.32224e+06
A6NLU5	A6NLU5				2.21025e+07
A8MTW9	A8MTW9				1.02771e+07
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				633859
B9A064;P0DOX8	B9A064;P0DOX8				4.64262e+08
C9JVW0	C9JVW0				8.11234e+06
I3L3R5	I3L3R5				1.3802e+06
O00115;O00115-2	O00115;O00115-2				5.58604e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				9.28433e+07
O00187;O00187-2	O00187;O00187-2				3.6533e+06
O00264	O00264;O15173;O15173-2				5.9298e+06
O00299	O00299				2.8136e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.23118e+06
O00391	O00391;O00391-2				3.71484e+07
O00451	O00451;O00451-2;O00451-3				3.81494e+07
O00461	O00461				2.73404e+07
O00462	O00462				1.49816e+07
O00468-6	O00468-6;O00468-7				3.97861e+07
O00533	O00533				1.64021e+07
O00533-2	O00533;O00533-2				5.96571e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.66679e+06
O00567	O00567				641089
O00584	O00584				3.21661e+07
O00754;O00754-2	O00754;O00754-2				5.87323e+06
O14498	O14498				7.7478e+07
O14514	O14514				4.5237e+06
O14522	O14522;O14522-1				4.39161e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				578506
O14594	O14594				9.95765e+07
O14657	O14657				513289
