Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A10_82876065.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.71698e+08
A0A075B6I0	A0A075B6I0				3.21961e+07
A0A075B6I1	A0A075B6I1				2.63565e+06
A0A075B6I9	A0A075B6I9				6.87212e+07
A0A075B6J1	A0A075B6J1				8.47335e+06
A0A075B6J9	A0A075B6J9				2.23623e+06
A0A075B6K4	A0A075B6K4				2.46893e+06
A0A075B6K5	A0A075B6K5				1.35267e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				3.36746e+08
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.90059e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.20211e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				3.43574e+07
A0A075B6S6	A0A075B6S6				492083
A0A087WSX0	A0A087WSX0;A0A0G2JS06				9.33077e+06
A0A087WSY6	A0A087WSY6				9.67636e+07
A0A087WW87;P01614	P01614;A0A087WW87				2.95478e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				8.49849e+07
A0A0A0MS15	A0A0A0MS15				1.5047e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.07614e+06
A0A0A0MT89	A0A0A0MT89				3.7783e+06
A0A0B4J1U7	A0A0B4J1U7				7.90141e+06
A0A0B4J1V0	A0A0B4J1V0				1.02708e+08
A0A0B4J1V2	A0A0B4J1V2				4.15905e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.57304e+07
A0A0B4J1Y8	A0A0B4J1Y8				7.412e+06
A0A0B4J1Y9	A0A0B4J1Y9				4.35429e+06
A0A0C4DH24	A0A0C4DH24				4.57022e+06
A0A0C4DH25	A0A0C4DH25				2.98526e+07
A0A0C4DH31	A0A0C4DH31				957283
A0A0C4DH33	A0A0C4DH33				2.775e+06
A0A0C4DH34	A0A0C4DH34				2.28804e+07
A0A0C4DH35	A0A0C4DH35				1.25154e+06
A0A0C4DH36	A0A0C4DH36				3.66332e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				2.52142e+08
A0A0C4DH72	P01599;A0A0C4DH72				2.68111e+07
A0A0J9YX35	A0A0J9YX35				6.32227e+06
A0A0J9YXX1	A0A0J9YXX1				4.70715e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				9.3488e+07
A1L4H1	A1L4H1				4.70572e+06
A2RU67	A2RU67				1.05482e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.47744e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				461389
A6NGN9	A6NGN9				1.21439e+07
A6NL88	A6NL88				2.8429e+06
A6NLU5	A6NLU5				8.49188e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				524947
C9JVW0	C9JVW0				7.37938e+06
E2RYF7	E2RYF7				9.94389e+06
I3L3R5	I3L3R5				388765
O00115;O00115-2	O00115;O00115-2				5.26686e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				4.35196e+07
O00187;O00187-2	O00187;O00187-2				982364
O00264	O00264;O15173;O15173-2				1.63742e+08
O00299	O00299				510689
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.88626e+06
O00391	O00391;O00391-2				1.85649e+07
O00451	O00451;O00451-2;O00451-3				2.46352e+07
O00461	O00461				7.77573e+06
O00462	O00462				7.50389e+06
O00468-6	O00468-6;O00468-7				1.26229e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				1.40652e+06
O00533	O00533;O00533-2				2.15054e+08
O00533-2	O00533-2				1.79946e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				403008
O00584	O00584				1.188e+07
O00754;O00754-2	O00754;O00754-2				2.08537e+06
O14498	O14498				3.05913e+07
O14514	O14514				3.67571e+06
