Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D10_190224386.mzML
P01042-2;P01042-3	P01042-2;P01042-3				1.80586e+08
P01127;P01127-2	P01127;P01127-2				4.11303e+07
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				1.45012e+06
P01210	P01210				1.02946e+08
P01213	P01213				1.19115e+07
P01236	P01236				1.87827e+06
P01258;P01258-2;P06881	P01258;P06881;P10092;P01258-2				2.42166e+06
P01282;P01282-2	P01282;P01282-2				1.00981e+06
P01303	P01303				8.72532e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				4.76657e+07
P01591	P01591				1.60331e+07
P01593;P01594	P01593;P01594				6.42664e+07
P01599	P01599;A0A0C4DH72				4.40365e+06
P01602	P01602				531917
P01619	P01619				9.62036e+08
P01700	P01700				4.99078e+07
P01701	P01701				4.19548e+07
P01705	P01705				2.21969e+07
P01714	P01714				3.04736e+06
P01715	P01715;A0A075B6K4				5.68038e+06
P01717	P01717				8.3455e+07
P01721	P01721				8.99662e+06
P01742	P01742				1.44092e+06
P01768;P0DP02;P0DP03	P01768;P01772;P0DP02;P0DP03				2.79946e+07
P01780	P01780				4.83155e+07
P01817	P01817				6.44862e+06
P01833	P01833				7.49199e+06
P01834	P01834				4.90366e+08
P01859;P01859-1	P01859;P01859-1				1.26511e+09
P01860;P01860-1	P01860;P01860-1				1.06307e+08
P01861;P01861-1	P01861;P01861-1				4.16328e+08
P01871;P01871-1	P01871;P0DOX6;P01871-1				3.74385e+07
P01876;P01876-1	P01876;P01876-1				8.0613e+08
P01889	P01889;P04439;P04439-2				7.42889e+06
P01903;P01906	P01903;P01906				603280
P01911;P04440	P01911;P04440				1.70258e+06
P02144	P02144				2.57949e+06
P02452	P02452				5.12831e+07
P02461	P02461;P02461-2				1.71905e+07
P02462	P02462				2.49904e+07
P02533	P02533;Q04695				2.09533e+06
P02538	O95678;P02538;P48668				6.8904e+06
P02647	P02647				9.20925e+09
P02649	P02649				6.00087e+09
P02652	P02652				1.31309e+09
P02654	P02654				1.44607e+08
P02655	P02655				2.29467e+07
P02656	P02656				2.18807e+08
P02671;P02671-2	P02671;P02671-2				5.45301e+08
P02675	P02675				3.50182e+08
P02679;P02679-2	P02679;P02679-2				2.45345e+08
P02686;P02686-3;P02686-4;P02686-5;P02686-6	P02686;P02686-3;P02686-4;P02686-5;P02686-6				1.59493e+06
P02741	P02741				665272
P02743	P02743				2.65465e+07
P02745	P02745				3.19865e+08
P02746	P02746				3.44955e+08
P02747	P02747				1.11636e+08
P02748	P02748				7.17903e+07
P02749	P02749				1.88923e+08
P02750	P02750				2.88926e+08
P02751;P02751-1;P02751-3;P02751-7	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				5.39184e+08
P02753	P02753				4.07361e+08
P02760	P02760				1.51046e+08
