Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C6_82881358.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.25605e+08
A0A075B6H9	A0A075B6H9				6.69418e+07
A0A075B6I0	A0A075B6I0				5.10803e+07
A0A075B6I1	A0A075B6I1				1.54043e+07
A0A075B6I9;P04211	P04211;A0A075B6I9				6.14921e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.87057e+06
A0A075B6J9	A0A075B6J9				9.8864e+06
A0A075B6K2	A0A075B6K2				2.80638e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				6.07472e+06
A0A075B6K5	A0A075B6K5				1.23992e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				4.7121e+08
A0A075B6R2	A0A075B6R2				1.94258e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.14401e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.35866e+08
A0A075B6S5;A0A0C4DH67;A0A0C4DH69	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.87415e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.22166e+07
A0A087WSY4	A0A087WSY4				4.37037e+07
A0A087WSY6	A0A087WSY6				1.41753e+08
A0A087WSZ0	A0A087WSZ0				7.55238e+06
A0A087WW87;P01614	P01614;A0A087WW87				741826
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.18727e+08
A0A0A0MS15	A0A0A0MS15				1.1432e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				2.92261e+06
A0A0A0MT89	A0A0A0MT89				7.18678e+06
A0A0B4J1U7	A0A0B4J1U7				1.9429e+07
A0A0B4J1V0	A0A0B4J1V0				1.70915e+08
A0A0B4J1V2	A0A0B4J1V2				5.10183e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.04245e+08
A0A0B4J1Y8	A0A0B4J1Y8				5.90939e+07
A0A0B4J1Y9	A0A0B4J1Y9				2.61272e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				9.32202e+06
A0A0C4DH24	A0A0C4DH24				1.69432e+07
A0A0C4DH25	A0A0C4DH25				2.77534e+07
A0A0C4DH34	A0A0C4DH34				1.84523e+07
A0A0C4DH35	A0A0C4DH35				3.86842e+06
A0A0C4DH36	A0A0C4DH36				1.21929e+07
A0A0C4DH38	A0A0C4DH38				7.89847e+07
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				4.5337e+07
A0A0C4DH43	A0A0C4DH43				3.14133e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.51853e+07
A0A0J9YX35	A0A0J9YX35				1.12535e+07
A0A0J9YXX1	A0A0J9YXX1				5.62904e+07
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				310100
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.0777e+08
A1L4H1	A1L4H1				1.00709e+07
A2RU67	A2RU67				1.01951e+06
A5D6W6	A5D6W6				4.03783e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.77558e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.69343e+06
A6NGN9	A6NGN9				1.57056e+07
A6NL88	A6NL88				4.42282e+06
A6NLU5	A6NLU5				5.70587e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				74292.6
A8MTW9	A8MTW9				5.88928e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				508583
C9JVW0	C9JVW0				2.38251e+07
I3L3R5	I3L3R5				1.16495e+06
O00115;O00115-2	O00115;O00115-2				8.92179e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				7.7987e+07
O00187;O00187-2	O00187;O00187-2				1.20755e+06
O00264	O00264;O15173;O15173-2				6.64917e+06
O00299	O00299				2.61277e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				3.82404e+06
O00391	O00391;O00391-2				5.13046e+07
O00451	O00451;O00451-2;O00451-3				3.66237e+07
O00461	O00461				1.74943e+07
O00462	O00462				1.92043e+07
O00468-6	O00468-6;O00468-7				2.92217e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				38176.1
O00533	O00533;O00533-2				4.38063e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.56212e+06
O00567	O00567				640925
O00584	O00584				2.55768e+07
O00587;O00587-2	O00587;O00587-2				54158.3
O00754;O00754-2	O00754;O00754-2				7.58765e+06
O14498	O14498				8.43268e+07
O14514	O14514				3.07647e+06
O14522	O14522;O14522-1				4.24398e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				506294
O14594	O14594				6.53642e+07
O14657	O14657				294926
O14668;O14668-2	O14668;O14668-2				2.81029e+06
O14672	O14672				5.18884e+06
O14737;O14737-2	O14737;O14737-2				315373
O14773	O14773				3.00155e+07
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				1.29977e+07
O14791-2	O14791;O14791-2;O14791-3				3.80924e+07
O14793	O14793				5.45863e+06
O14810	O14810;Q6PUV4				775430
O14917;O14917-2	O14917;O14917-2				5.1441e+06
O14960	O14960				690366
O15031	O15031				2.51941e+07
O15041;O15041-2	O15041;O15041-2				1.02078e+06
O15197;O15197-3	O15197;O15197-3				1.50212e+07
O15204;O15204-2	O15204;O15204-2				2.8197e+06
O15230	O15230				5.03777e+06
