Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B10_79069372.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				8.1143e+08
A0A075B6H9	A0A075B6H9				2.79985e+07
A0A075B6I0	A0A075B6I0				1.07845e+08
A0A075B6I1	A0A075B6I1				3.94587e+06
A0A075B6I9	A0A075B6I9				8.45324e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				7.55729e+06
A0A075B6J9	P01699;P01700;P01706;P01709;P01721;P01703;A0A075B6J9;P0DOX8				3.97424e+07
A0A075B6K2	A0A075B6K2				1.38348e+06
A0A075B6K4	P01717;A0A075B6K4				1.20394e+06
A0A075B6K5	A0A075B6K5				7.01059e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				3.43601e+08
A0A075B6Q5	A0A075B6Q5				5.96314e+06
A0A075B6R2	A0A075B6R2				2.44451e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.10294e+08
A0A075B6S2	A0A075B6S2;A2NJV5				5.15289e+08
A0A075B6S5	A0A075B6S5				4.07864e+06
A0A075B6S6	A0A075B6S6				564359
A0A087WSY6	A0A087WSY6				7.59786e+08
A0A087WW87;P01614	P01614;A0A087WW87				9.49923e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.15482e+08
A0A0A0MS15	A0A0A0MS15				1.54919e+08
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.65613e+06
A0A0A0MT89	A0A0A0MT89				4.31827e+06
A0A0B4J1U7	A0A0B4J1U7				1.89521e+07
A0A0B4J1V0	A0A0B4J1V0				6.40173e+06
A0A0B4J1V2	A0A0B4J1V2				8.27523e+06
