Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B8_79116161.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.94279e+08
A0A075B6H9	A0A075B6H9				4.20787e+07
A0A075B6I0	A0A075B6I0				8.26916e+07
A0A075B6I1	A0A075B6I1				3.18086e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				4.38606e+06
A0A075B6J9	A0A075B6J9				1.02841e+08
A0A075B6K4	A0A075B6K0;A0A075B6K4				9.59534e+06
A0A075B6K5	A0A075B6K5				1.45646e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				5.09099e+08
A0A075B6R2	A0A075B6R2				8.42212e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				6.96837e+07
A0A075B6S2	A0A075B6S2;A2NJV5				6.54246e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				6.21314e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				6.15775e+06
A0A087WSY6	A0A087WSY6				4.07957e+08
A0A087WW87;P01614	P01614;A0A087WW87				1.00248e+07
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.93267e+08
A0A0A0MS15	A0A0A0MS15				3.34082e+07
A0A0A0MT89	A0A0A0MT89				5.00571e+06
A0A0B4J1U7	A0A0B4J1U7				3.39672e+07
A0A0B4J1V0	A0A0B4J1V0				5.39732e+06
A0A0B4J1V2	A0A0B4J1V2				7.78677e+06
A0A0B4J1V6	A0A0B4J1V6				620021
A0A0B4J1X5	A0A0B4J1X5				1.13568e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.24685e+07
A0A0B4J1Y9	A0A0B4J1Y9				2.72851e+08
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				2.49378e+07
A0A0C4DH24	A0A0C4DH24				1.17818e+07
A0A0C4DH25	A0A0C4DH25				1.73675e+07
A0A0C4DH31	A0A0C4DH31				2.18557e+06
A0A0C4DH33	A0A0C4DH33				1.07538e+09
A0A0C4DH34	A0A0C4DH34				2.99324e+07
A0A0C4DH35	A0A0C4DH35				5.20071e+06
A0A0C4DH36	A0A0C4DH36				1.02583e+07
A0A0C4DH38	A0A0C4DH38				4.36348e+07
A0A0C4DH43	A0A0C4DH43				4.99228e+06
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				3.14724e+07
A0A0G2JS06	A0A0G2JS06				1.1396e+07
A0A0J9YX35	A0A0J9YX35				1.74623e+07
A0A0J9YXX1	A0A0J9YXX1				3.22561e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.47351e+08
A1L4H1	A1L4H1				2.66857e+06
A5D6W6	A5D6W6				3.36435e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.24874e+06
A6NCE7;Q9GZQ8;Q9H492;Q9H492-2	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				352965
A6NGN9	A6NGN9				8.27406e+06
A6NL88	A6NL88				1.47632e+06
A6NLU5	A6NLU5				4.42182e+06
A8MTW9	A8MTW9				2.84348e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				312146
B9A064;P0DOX8	B9A064;P0DOX8				4.62942e+08
C9JVW0	C9JVW0				5.83996e+06
I3L3R5	I3L3R5				872532
O00115;O00115-2	O00115;O00115-2				3.12876e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.11011e+07
O00187;O00187-2	O00187;O00187-2				1.84675e+06
O00264	O00264;O15173;O15173-2				3.05452e+06
O00299	O00299				891076
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.3364e+06
O00391	O00391;O00391-2				2.28875e+07
O00451	O00451;O00451-2;O00451-3				1.27124e+07
O00461	O00461				2.21739e+06
O00462	O00462				5.01267e+06
O00468-6	O00468-6;O00468-7				9.41745e+06
O00533	O00533;O00533-2				1.57842e+08
O00533-2	O00533-2				1.14989e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.30585e+06
O00584	O00584;O00584-2				1.80102e+07
O00754;O00754-2	O00754;O00754-2				2.14665e+06
O14498	O14498				7.8471e+07
O14514	O14514				1.13056e+06
O14522;O14522-1	O14522;O14522-1				2.18333e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				87807.6
O14594	O14594				7.4542e+07
O14657	O14657				158280
O14668;O14668-2	O14668;O14668-2				1.80548e+06
O14672	O14672				5.19255e+06
O14773	O14773				1.22768e+07
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				9.29358e+06
O14791-2	O14791;O14791-2;O14791-3				3.38102e+08
O14793	O14793				2.01262e+06
O14917;O14917-2	O14917;O14917-2				3.36692e+06
O14960	O14960				706845
O15031	O15031				9.28477e+06
O15041;O15041-2	O15041;O15041-2				276893
O15126;O15126-2	O15126;O15126-2				375853
O15197;O15197-3	O15197;O15197-3				7.39565e+06
